imdb_id,tmdb_id
tt18092672,964426
tt24805876,1327649
tt15354916,872906
tt11657662,666243
tt16300138,918287
tt15340724,851644
tt13133936,764835
tt3876910,763788
tt19858164,1075335
tt28319139,1108336
tt14174940,831946
tt20256528,957258
tt9389998,690957
tt28523838,1203653
tt14993250,848116
tt10225378,991754
tt26442871,1076101
tt2458948,283566
tt7798604,852096
tt15033192,850018
tt10925852,714195
tt6020800,760926
tt13234058,750253
tt9170516,650031
tt13405810,787781
tt21202916,1193341
tt32475217,736720
tt22490428,1112637
tt19848268,1143190
tt28814949,1160164
tt27056012,1241592
tt14453030,773543
tt8209702,964592
tt11388278,699102
tt13634480,774825
tt15893750,1049638
tt13698942,806929
tt30319854,1158874
tt15459206,959596
tt28016501,1127227
tt13884444,931461
tt28820189,1187075
tt13452544,976912
tt24429218,1189198
tt28630624,1160956
tt10343028,615952
imdb_id,tmdb_id
tt11821912,811941
tt16900880,849869
tt15553956,760517
tt10329614,663866
tt12838766,581389
tt31123933,1310171
tt26533869,1118595
tt28366692,1037035
tt15006260,1114569
tt26943420,1094556
tt21087084,1139819
tt15502790,1341521
tt30150917,1209290
tt19391518,1081196
tt13304286,1036487
tt6217926,424277
tt13873302,836009
tt15242330,783675
tt27724113,983044
tt20597364,1039227
tt21939714,1055233
tt29708137,1222064
tt13468602,760204
tt26750774,1299372
tt11390180,576784
tt26451068,1164892
tt12121582,691422
tt10131024,629015
tt14731254,834027
tt19858184,961084
tt10013512,1043758
tt18310498,916588
tt12706836,787747
tt23951384,1056444
tt8150814,512025
tt15422244,873992
tt9005184,698128
tt27958252,1136837
tt14972766,1331375
tt2231874,803923
tt7147158,1018247
tt13648228,776559
tt13380324,829038
tt32359447,1290287
tt19267078,1225420
tt27110516,1214314
tt4081630,810171
tt30192600,1239481
tt14821150,807070
tt32245043,1279433
tt25504014,1086867
tt13130024,942199
tt15433956,869760
tt27599713,1118028
tt27902121,1128559
tt5613018,1160923
tt23146644,1042657
tt30395619,1216221
tt13205458,895959
tt22023218,1117321
tt24478470,1061990
tt14375666,818861
tt13655120,790462
tt25289836,1101582
tt14638208,1028819
tt32989896,1276948
tt7737640,556867
tt26458038,1069945
tt15501640,1029827
tt12718392,923440
tt21291992,1000475
tt26657072,1124080
tt28633405,1215077
tt27821575,1130402
tt20190462,1046633
tt0995854,501841
tt28662887,1165466
tt28106865,960044
tt20850406,894803
tt31254554,635996
tt2452150,592863
tt27546190,1010639
tt26160190,740441
tt20255028,1035253
tt12427158,855263
tt12444168,1251687
tt4460800,956262
tt14402042,1065342
tt27032419,942411
tt11681282,680531
tt17321230,932430
tt16431966,891933
tt20215816,974613
tt15764854,891636
tt14905650,848886
tt33319706,1356236
tt32245467,1302733
tt9471678,829402
tt27712015,967582
tt14960612,1122932
tt28244549,1234397
tt22507374,636279
tt14176542,685691
tt34279942,1212247
tt22029194,1030983
tt33022813,1154154
tt25808194,726139
tt15282148,1119173
tt31897917,1262530
tt14402084,828373
tt19890316,970948
tt10944596,711475
tt4061620,797838
tt22640398,1032948
tt16156616,1017633
tt4940336,850099
tt29634843,1319951
tt15078804,852247
tt10676012,614409
tt26067432,973468
tt15683734,1024773
tt14466284,1283819
tt23556408,1060090
tt26315947,1107160
tt28682039,1175873
tt14656632,829799
tt34350086,1376704
tt23810610,1045794
tt27139897,1157023
tt8891560,988452
tt9462944,1220515
tt9737876,619930
tt27156915,1056652
tt7646322,760875
tt13544716,768744
tt13699132,1002626
tt18071320,1020662
tt14960854,851972
tt33343397,1308681
tt21356774,1316297
tt13918550,848123
tt14950412,893228
tt14437172,1241787
tt15445056,852046
tt32592802,1177224
tt26936666,1093966
tt30429449,1230162
tt14001894,791155
tt12636872,735981
tt9731682,580532
tt14757872,628704
tt17202164,1081662
tt15207270,1018852
tt19883634,970348
tt13391710,792358
tt29372176,1201176
tt15334032,869025
tt13421498,914216
tt14036602,935516
tt14145436,830764
tt13648224,776501
tt33030375,1320276
tt7466442,504827
tt19719976,962571
tt14866108,980816
tt32186579,878607
tt14895216,842033
tt13406136,759175
tt8399288,511819
tt28476707,1267837
tt32150119,1276011
tt14013772,1015303
tt21830836,1014661
tt19869122,1037348
tt21241942,1017507
tt23049206,989672
tt24805832,1151082
tt11797376,946706
tt27725206,1139095
tt6060964,733209
tt26684398,1062807
tt21254598,901121
tt32260498,1203397
tt19316094,1081101
tt11466222,656663
tt9244554,557946
tt29380825,1217048
tt26547864,1161048
tt13978306,916740
tt28354262,1278714
tt11399896,754452
tt6874762,711963
tt31015344,1146410
tt31188121,1177623
tt5574078,394151
tt15426294,874355
tt5181830,511817
tt14421754,901454
tt17007120,926008
tt9173154,760195
tt23642744,1160003
tt9472334,1094403
tt11992694,888321
tt19319352,959092
tt11084896,637693
tt20911974,985602
tt5525650,472221
tt21059520,988046
tt28087226,1140847
tt32887283,1261050
tt31898445,921436
tt10101702,597316
tt14895206,843380
tt8019518,507250
tt32990776,1321239
tt6549510,1215162
tt14967618,846778
tt21842982,814296
tt12877640,768334
tt6628922,527832
tt11700260,668640
tt15823728,999621
tt15245240,1053348
tt32249940,1081077
tt9204328,675531
tt28288786,1149791
tt10712928,767979
tt34957141,1430877
tt11217036,894432
tt12545566,716532
tt5113010,857655
tt27587529,1290697
tt34280353,1370580
tt17382524,916192
tt9098872,680058
tt2943178,566805
tt15351980,869641
tt27676959,1123278
tt21377766,1139937
tt15091524,912600
tt30795948,1152014
tt26245982,975324
tt27495036,1157053
tt11069220,982932
tt26742994,1216784
tt26595192,1082942
tt11777738,672208
tt3986420,795230
tt28226423,1254877
tt15690300,888195
tt22206410,1027452
tt8649252,935906
tt29461220,1194788
tt21819258,1022824
tt31576204,1268334
tt4501268,1171099
tt2980152,880841
tt12631486,1258526
tt30840929,1304366
tt20771626,978415
tt9567458,1090323
tt33034103,1320637
tt28636876,1064758
tt20420646,1070319
tt9274670,787723
tt3463938,977013
tt27650604,1153594
tt28143091,1172097
tt28419896,990204
tt5012504,831405
tt26238710,1319969
tt14060232,811631
tt14813966,845404
tt22525442,1022888
tt13566172,1109534
tt11881160,795853
tt13266998,821792
tt18073328,1098110
tt4029412,628878
tt26295103,1279642
tt12572040,717151
tt21615474,1325336
tt20114708,1039757
tt21967916,1287842
tt14550642,758724
tt14229154,805473
tt12753120,623511
tt20672534,1070514
tt27487473,984324
tt10559102,842945
tt10370812,989589
tt14506528,778106
tt28248897,1213742
tt30784256,1161108
tt14596320,826942
tt13857556,826753
tt10521144,739990
tt15345798,1362178
tt22306090,1249532
tt5584906,1186605
tt18257464,977223
tt12736014,1146577
tt12708658,746131
tt16968976,925124
tt15222426,1290260
tt21328106,1022964
tt32594036,1301988
tt11125620,639721
tt5834410,598387
tt30144381,1203236
tt21045564,988512
tt32368033,1314369
tt10669888,1025596
tt9242528,606870
tt28487871,1171541
tt8760670,522526
tt13055982,740952
tt19358036,1045467
tt27116016,1077280
tt10230994,597433
tt27480944,1177445
tt21284358,997294
tt3104956,633657
tt33395924,1369080
tt7978758,664996
tt13507778,716594
tt13358302,1383321
tt9352178,632995
tt14770620,846961
tt26625978,1059191
tt22488728,1032627
tt30012687,1196656
tt23173980,1049574
tt20859142,1355490
tt26932223,980599
tt27587485,1251621
tt32165698,1275585
tt8950154,1224374
tt21614558,1010161
tt8338076,553592
tt22804850,1185719
tt7093904,588648
tt10037014,599281
tt10375396,828558
tt27708700,1124127
tt11087960,785209
tt31989784,1285660
tt14462452,1097150
tt18556278,947763
tt33132266,1325221
tt16368898,931642
tt14549270,824016
tt26440619,900379
tt27619382,1113278
tt26458962,1167898
tt8363392,759507
tt16025158,1103812
tt16916320,1092899
tt12519802,1103825
tt27866861,1263031
tt33030320,1003722
tt10405142,714869
tt6372694,523638
tt27476906,1257407
tt21195548,997703
tt21638298,1010928
tt20114908,1374740
tt31777631,1288500
tt30490625,1023122
tt19724142,1032950
tt27797557,1261049
tt15141144,979220
tt22332602,1027219
tt23063732,831815
tt5473412,716309
tt15765412,894201
tt11012066,654974
tt32916093,1317218
tt27960890,1151506
tt16900304,929183
tt19783734,1013052
tt27197387,1102776
tt8337158,598331
tt26941512,1162400
tt15575470,799379
tt13204490,749004
tt18253426,1207722
tt27307826,1150370
tt29389846,1153111
tt11833408,934641
tt10028196,601635
tt14570440,1058694
tt9669176,879444
tt31450914,1160981
tt14412446,959558
tt11680698,876678
tt34490115,936245
tt31513578,1247019
tt20452218,976830
tt9048804,1058638
tt14349032,893086
tt13056052,736732
tt10536088,888598
tt8637498,832502
tt30476518,1278101
tt13964404,805682
tt26899693,1091298
tt30970235,1233531
tt13029044,739413
tt7720142,876969
tt13392012,774021
tt11112532,1059007
tt32139458,1276038
tt21308718,1230085
tt21284442,999849
tt18071972,950141
tt15206378,890541
tt6910282,477044
tt6925902,763152
tt9568318,931375
tt28297850,1148663
tt10980638,920654
tt10899402,783546
tt13103732,955991
tt23037488,1093994
tt13598080,891644
tt23049322,1000075
tt16233952,916053
tt27589902,1116465
tt26537229,1067282
tt15463032,934756
tt9288740,609768
tt28267564,1147240
tt31262765,1340953
tt21861086,1062907
tt22002058,1022054
tt19853258,1058699
tt15451150,879412
tt7340766,706693
tt24485052,1123960
tt26744645,1109406
tt30852970,1229958
tt21151212,1059345
tt29666891,1266909
tt13613056,774343
tt29359373,1246211
tt10307724,660006
tt10698174,673121
tt27534328,1057001
tt31712800,1280941
tt17505492,960139
tt7541720,586101
tt33064955,1325218
tt19364132,1058303
tt18626656,976293
tt13733780,842948
tt32356994,1024592
tt26749648,1087593
tt31589922,1241752
tt13434562,964873
tt11686490,672582
tt17595094,946215
tt30225465,1267217
tt22394702,1035806
tt29730305,1245728
tt14922882,1155095
tt24249946,1018332
tt26255020,956964
tt33029871,1262740
tt28231777,1104937
tt32538604,1297970
tt2201261,640265
tt11398346,776561
tt10332588,644092
tt11681056,669661
tt9179430,743563
tt14316486,940143
tt23319892,1024452
tt22507524,919207
tt27460388,1111487
tt13358878,1152368
tt33540966,1364082
tt10345782,747687
tt27590147,1115379
tt29609422,1134433
tt15005606,974878
tt11668530,1252428
tt14472156,821890
tt13482828,747779
tt14402316,929230
tt7959138,567811
tt32253416,1276108
tt19175696,955531
tt4624366,811656
tt8430054,680813
tt22394800,1230527
tt10364034,496450
tt20330434,977506
tt32276312,1186947
tt1609497,893752
tt28239875,1146613
tt26451073,1078744
tt14454876,899524
tt16127696,899579
tt26656556,1001684
tt26658038,1083417
tt32881248,1358280
tt16757252,893694
tt8241000,664236
tt33338697,1353263
tt9362492,1071815
tt27165281,1232781
tt34722478,1392821
tt16392846,911126
tt31796256,1247458
tt27510257,1112108
tt19894774,989596
tt11040762,714676
tt21209210,1152534
tt6195756,456483
tt19838634,1124876
tt9365800,888097
tt27744786,1187619
tt11620708,693107
tt26656821,1004348
tt7178516,1028688
tt11121664,644089
tt26736821,977156
tt15330144,901060
tt23334616,1044302
tt9684220,578908
tt34058121,1372665
tt28015371,1179521
tt11742798,785457
tt28332336,1183002
tt13276352,859585
tt21976444,1053836
tt26594993,1082063
tt13086266,729854
tt14637386,876911
tt13722764,750459
tt21391242,1070802
tt20201212,626412
tt25433734,1068452
tt14160834,898713
tt15260176,1069910
tt26439204,1111966
tt22688572,975902
tt13623880,751741
tt12844910,864692
tt7638556,727333
tt20240826,1114072
tt15654262,883125
tt14614892,610150
tt27747488,1186274
tt14324650,736073
tt20672490,982752
tt12335692,860623
tt11799822,665042
tt29634258,988361
tt29486767,1190531
tt28301898,1172648
tt16915972,925786
tt20447282,1078227
tt13885428,834664
tt11514780,838484
tt4726640,1211886
tt6931658,727340
tt15327088,858485
tt4896168,917007
tt26903104,1194915
tt29674465,1150425
tt14158554,890656
tt31186932,1242357
tt32881480,1310741
tt24132732,1058647
tt11535228,626872
tt15331186,865686
tt17291716,928270
tt31070448,1221451
tt2365971,987257
tt28095708,1133035
tt11448830,946127
tt13483866,765904
tt33383283,1330373
tt10691162,763149
tt31747163,1261924
tt29538453,1204881
tt16953666,925102
tt23640230,1058688
tt18235146,938250
tt17219484,1085103
tt8129806,823147
tt7461272,579496
tt18394610,1044648
tt26315685,1198142
tt5674658,587563
tt24082438,1058616
tt12447796,758769
tt10353588,639857
tt10092698,926599
tt24131660,1059126
tt31078761,1291559
tt11567502,1032557
tt30400536,1221404
tt34424283,1380643
tt32276246,1293263
tt19896150,1083858
tt14857730,846433
tt21156390,1001500
tt7885428,671725
tt15334430,858408
tt19652910,785398
tt11541872,665828
tt33477586,1268912
tt14726510,834742
tt21364552,955555
tt11893676,853387
tt29262075,1214140
tt23177868,816904
tt29279885,1315138
tt6317762,843889
tt16085592,772272
tt8270664,1074034
tt11307814,649087
tt15258032,933170
tt25147850,1155324
tt28943278,1181548
tt15655276,747688
tt14813150,843942
tt27704325,1044741
tt27487086,1286767
tt4853290,1216103
tt15174116,858015
tt18747542,1081291
tt11131484,960917
tt9845564,587996
tt9789042,665896
tt21025204,1352003
tt13650600,819309
tt27751957,1174481
tt30135174,1001292
tt14164234,796849
tt26739529,1087040
tt22177922,1294933
tt21813994,1058617
tt18398986,945883
tt15678810,1000780
tt9373688,791568
tt21103576,986175
tt14226748,1080249
tt30320410,1214508
tt10737918,634429
tt15488088,953365
tt16231344,1263249
tt24268454,1117411
tt21654390,1045205
tt11790780,682587
tt28153480,1148486
tt13429362,748853
tt33269451,1337395
tt14670094,984249
tt8956324,583081
tt28766949,1167366
tt32044730,1373723
tt12683756,960875
tt21094994,1013860
tt14168394,872542
tt9320140,788669
tt30012572,1301337
tt28545881,1000432
tt14077516,798612
tt15895490,996154
tt10080130,1327530
tt18924008,956057
tt13293604,1299925
tt33372007,1304594
tt8452344,936952
tt12579470,723347
tt11348232,803114
tt15397918,888479
tt25869142,1072074
tt8482584,625169
tt20198774,1020696
tt21237030,800345
tt11604676,753946
tt29497429,1197084
tt11346000,890836
tt27155283,1287717
tt16302202,910858
tt3715152,970284
tt30478351,1339609
tt30150907,1209288
tt21113540,991708
tt22257924,1028769
tt22868844,812225
tt7830806,816952
tt32373637,1094473
tt21819228,799375
tt10245106,887321
tt21950462,818721
tt28772978,716808
tt28637902,1309770
tt28661069,1171296
tt14907564,861211
tt15521050,968438
tt31272016,1336399
tt21141136,1193620
tt28800662,1199974
tt33549764,1336414
tt5923662,729713
tt25406500,945167
tt9320170,1043997
tt33059722,1326892
tt33366456,1280684
tt19637278,995012
tt26548664,1081313
tt29793197,1218193
tt23219684,1068141
tt11599576,833257
tt32138523,1275945
tt31974111,1281532
tt8667828,889450
imdb_id,tmdb_id
tt13400336,1094319
tt15528292,683328
tt32086052,846586
tt15131266,1028248
tt21270966,1073087
tt21272942,1193128
tt8514848,994441
tt28151906,1148237
tt28576307,1359153
tt7130916,939997
tt19984386,1170824
tt22487338,912520
tt32313870,1362101
tt13391708,820697
tt15560314,1109237
tt30807200,1309745
tt11891246,702621
tt5652768,763147
tt21874690,872508
tt6703486,527169
tt27649931,1236018
tt9602472,934207
tt15452062,788977
tt26453759,1102425
tt23778430,1032642
tt14357812,1231010
tt14992922,923632
tt22505214,897160
tt22803220,1082543
tt10473036,676710
tt26674818,1084066
tt16437278,1063422
tt21451014,1008416
tt32843564,1313022
tt32365122,1271981
tt27641422,1091275
tt26744818,1087571
tt31624258,1147710
tt3963226,378160
tt14589916,807986
tt14534796,892515
tt16740144,959098
tt10210064,1033462
tt10339052,669659
tt27411270,1127108
tt30134880,1214522
tt11314148,824744
tt9044418,1016346
tt14812782,838154
tt10341196,829503
tt31522349,1264349
tt10703978,860135
tt16148552,1000563
tt31015216,1101256
tt12532368,778855
tt21025436,1172626
tt11649338,765869
tt32743167,1308546
tt18560250,1032134
tt32654179,1288455
tt27788968,1075989
tt23648404,1062276
tt14445366,955897
tt21383812,1045931
tt26217622,1073170
tt14923260,736790
tt15789492,1072567
tt8839576,1106382
tt9598214,624789
tt4428398,366672
tt17196124,1024530
tt11941800,826353
tt14687418,1098160
tt21853596,1138749
tt28055434,1139467
tt5620978,859935
tt13834480,774741
tt2304637,662712
tt13109862,887180
tt16527824,1076487
tt8231668,823461
tt14791590,982940
tt33029866,1121914
tt10931784,843932
tt14034966,795811
tt31510396,1251636
tt20255354,1011516
tt24655170,1058833
tt7937254,579051
tt21078728,985932
tt27036391,1097322
tt33298403,1228322
tt29620735,1207134
tt31189897,1242387
tt21933110,999722
tt28635219,1163189
tt15444046,1058619
tt23790740,1093971
tt12965010,730087
tt21403538,1036311
tt13468436,807351
tt19813764,1253070
tt13989030,790142
tt31795447,1218493
tt6875952,763261
tt15665274,1140692
tt12989294,832601
tt29621846,1214701
tt21222434,997120
tt16161330,1229047
tt34573436,1393831
tt14199590,811592
tt14592044,1072799
tt32086069,1145608
tt21435436,1024546
tt15907380,1229893
tt12800524,728526
tt14416430,1064375
tt27833165,1304168
tt14686544,843633
tt15576290,951015
tt26434746,1090007
tt26674627,1083862
tt4139928,464293
tt11375428,653221
tt29319990,1046090
tt13066182,820722
tt20112600,972433
tt23032876,1131996
tt33986138,1371146
tt15771902,1379074
tt21448540,1008374
tt12663266,660355
tt28284984,1089223
tt34563934,1394520
tt11005128,948333
tt22175098,1059643
tt12585076,767825
tt8005118,632065
tt14132588,995803
tt13079150,671043
tt23793170,1054221
tt35047753,1283120
tt13780990,1094713
tt14402926,736074
tt28073548,1167725
tt12851396,730840
tt9363192,1052537
tt11426572,818612
tt21221240,993933
tt25433284,1374096
tt16578886,1010730
tt15560132,1062528
tt19713090,938008
tt15807910,1013228
tt8511466,528502
tt15441054,885331
tt26569323,1081400
tt20115096,813726
tt10279472,890771
tt1661236,928118
tt13365876,855262
tt31031372,1226306
tt28639152,1218032
tt25470468,1070032
tt16427718,682344
tt31809941,1275209
tt8442220,1167351
tt29919979,1227780
tt8521718,566076
tt32546424,1227347
tt12648266,912974
tt13007592,736918
tt26743864,1198899
tt31588163,1254888
tt33111620,1219552
tt20860736,992638
tt29259074,1340168
tt27727074,1113448
tt33351116,1361786
tt3594464,983521
tt31828378,1311844
tt12319706,792237
tt15392282,890116
tt14850544,844404
tt18082758,944864
tt14043966,884315
tt11844812,969549
tt30868610,935766
tt22184520,1041517
tt14926914,995805
tt16360006,912598
tt15474896,996569
tt21093976,963568
tt18469390,1168401
tt32677038,1302001
tt27544281,1114926
tt13130308,863931
tt10023286,588367
tt15359618,1026470
tt27004148,1119527
tt6852672,665901
tt30216176,1210646
tt21740488,1025231
tt27641085,1127087
tt30524107,1219185
tt29486067,1317258
tt15479438,1114922
tt11131464,821427
tt16227014,913823
tt15782954,1062198
tt21909366,1078249
tt29296048,1059010
tt13067004,785537
tt15115280,854359
tt14895716,843621
tt21096576,1281826
tt29330913,1213712
tt12982370,854732
tt11455260,793937
tt9415108,717694
tt33311744,1204016
tt14379088,813477
tt3917710,823395
tt28336131,1154215
tt27722575,974663
tt11535358,846528
tt2403439,269509
tt32277931,1287819
tt14967472,958340
tt14775784,835975
tt32864326,1302011
tt29031019,1052433
tt14865406,899445
tt11160650,776512
tt14279982,811945
tt15210256,860278
tt27911892,1244039
tt32394528,1287850
tt27551883,1103856
tt29001732,1181701
tt30953867,1232422
tt27179695,1323267
tt30889755,1213906
tt10362566,836225
tt2071590,326316
tt9883832,957457
tt19381382,973912
tt32886599,1315409
tt19853698,968441
tt13650540,777847
tt15713012,896485
tt11173544,836486
tt20258220,1058537
tt8399658,522925
tt22075376,1438101
tt27722543,1121956
tt16088674,873492
tt31945450,1266002
tt33030125,1170841
tt19886242,950284
tt10738536,745611
tt7050946,603603
tt11696276,913604
tt14772014,836972
tt27989067,1136736
tt13889602,789171
tt33298252,999142
tt33083475,1399752
tt33306109,1373041
tt12595378,938436
tt9339850,772445
tt15022184,996518
tt18224610,942890
tt15430628,931102
tt30320576,1208994
tt30398905,1241894
tt33794261,1368213
tt21222462,996347
tt18938922,954802
tt16424988,923993
tt27381447,1244868
tt14913282,980996
tt1697800,481879
tt12550376,960258
tt10096842,591634
tt32001482,1326878
tt13635702,772973
tt26745657,1201015
tt32898016,1242765
tt1551614,972313
tt11328762,776717
tt15837458,921353
tt24222232,1183999
tt29538571,1212073
tt9713418,633425
tt15422224,1040892
tt31227161,1298238
tt27620861,1389152
tt33030403,1096642
tt9077876,582292
tt32879751,1315631
tt33132226,1310906
tt32842974,1134118
tt14927880,831986
tt4471908,943822
tt21628198,1034065
tt13153494,942802
tt33484071,1361048
tt8215836,1338208
tt14037272,1024627
tt28055078,1164614
tt27819388,1130053
tt18304514,1262124
tt30325268,1137245
tt19715962,981344
tt29585672,1188808
tt30516366,1219556
tt21857662,1168294
tt26574303,1287987
tt19365538,962872
tt27434554,1124509
tt21869176,1071846
tt6550808,876024
tt10716596,1150331
tt26676104,1084145
tt32150684,1278656
tt23888758,1085492
tt30476486,1012201
tt29781139,1333141
tt20198716,1005681
tt15038118,939210
tt31316096,1266701
tt30796448,1226841
tt21824548,1013869
tt31917705,1142518
tt23785128,1055451
tt9428746,500104
tt13372794,767499
tt15198608,853588
tt27487934,1129608
tt14874302,1061163
tt32220831,743815
tt32203531,1127407
tt27470893,1020951
tt22697898,1229910
tt6979756,856289
tt35530859,1235294
tt22495364,1029445
tt19759618,1171462
tt11718516,772515
tt15654328,949229
tt29424284,1237266
tt27722061,1059319
tt22488024,990140
tt26655108,1141320
tt14412366,864116
tt25669224,1237397
tt5264838,620705
tt27542448,1114901
tt26936026,1364267
tt21988182,1040229
tt15262370,982620
tt15560626,881099
tt10071550,1328814
tt28349668,1001376
tt3885422,795522
tt14715170,833097
tt14875820,857553
tt16369708,913001
tt13280054,746524
tt6704894,471342
tt27208407,1103437
tt26420234,1076708
tt27687527,1003581
tt28634368,1156328
tt27028399,1051023
tt14992524,1014629
tt27628575,946932
tt14546664,922607
tt11052678,812025
tt32982475,1312860
tt14873054,842544
tt8545482,675319
tt14145426,828947
tt9784708,765172
tt26658272,1086729
tt18561446,977000
tt29293152,1183761
tt15844776,900309
tt10949028,644100
tt15264532,729030
tt16532174,941053
tt15307234,824003
tt10155748,880150
tt6277462,496331
tt13973198,964308
tt15307230,823999
tt15850662,895001
tt27930683,1238167
tt32545223,1359977
tt15143222,908762
tt9006564,866440
tt11991748,672322
tt14502642,821433
tt32186523,1278338
tt33475745,1357459
tt6209774,956921
tt22050310,1145851
tt31703444,1265662
tt13131350,851783
tt11366674,941019
tt5932368,804435
tt13074150,650030
tt29341577,1249385
tt28298505,1149153
tt11818818,879990
tt13845660,879901
tt11809034,602063
tt5656994,575322
tt29272469,1222140
tt22072992,997011
tt29344974,1283816
tt16174868,1008903
tt16183464,900667
tt13015408,921384
tt20236622,1131087
tt13302660,981848
tt14168118,785538
tt14993352,884184
tt15141146,1072197
tt30442596,1192195
tt11265320,739643
tt26233598,1136418
tt28609799,1272480
tt18484356,1263763
tt7897330,802443
tt32308617,1264800
tt21955196,1019317
tt7014378,712454
tt25260664,988667
tt11663228,937020
tt32526187,1339996
tt21151596,1289122
tt13661012,819954
tt17345798,1073735
tt5986440,629078
tt13259610,752867
tt29102598,1136394
tt8591526,1048522
tt32205160,1324965
tt4121086,964626
tt15376894,925943
tt27714915,1238358
tt23844724,1189837
tt22964884,1051547
tt7469828,939979
tt13316722,586047
tt26672512,1039882
tt14859416,682152
tt26546715,1094605
tt29585679,1314762
tt24486184,1087205
tt14963742,1092823
tt14617254,852252
tt15438542,916719
tt28248428,1135723
tt13130948,884434
tt7383628,823105
tt22742964,983883
tt27502426,1069193
tt9893160,606303
tt8345918,1274163
tt30148859,1276696
tt11281220,678856
tt9735790,706646
tt10515864,866678
tt23804378,1052873
tt13580484,1045563
tt18303206,945182
tt29141179,1172244
tt15727212,1007427
tt27921620,1034940
tt31229255,1174027
tt28486633,1155770
tt11242162,759054
tt4181158,745376
tt25947954,1093796
tt30253514,1063307
tt27502365,795087
tt11930126,804251
tt26659814,1083590
tt8192134,894453
tt21712752,1015333
tt15367558,848367
tt15977128,915885
tt28440231,1176733
tt15485390,1002338
tt26315142,958186
tt13535920,768757
tt17351056,1115623
tt21374930,1004682
tt18163814,1051486
tt20114976,973471
tt28601337,1118848
tt20917826,1147451
tt8493804,634878
tt32104849,1264854
tt6337816,540549
tt18115780,1177411
tt15006754,946703
tt12336480,1214521
tt22507484,813079
tt4601732,1222328
tt21220802,1064178
tt12655436,848331
tt10579952,626392
tt11271800,672521
tt9183978,919873
tt15516546,879128
tt31797432,1233243
tt11531182,890138
tt31727218,1291932
tt13874422,790867
tt12610794,732459
tt27146069,1095700
tt10040978,732621
tt28630000,1152511
tt28492104,857451
tt10503988,947612
tt13142240,781453
tt15257116,872516
tt14405338,808090
tt8889818,999205
tt3701150,618165
tt24855120,1077120
tt11165716,681355
tt15791574,666035
tt6800566,987427
tt18081000,933092
tt7084386,671295
tt7806592,1143119
tt12623434,722941
tt31556612,1254258
tt11887316,1024541
tt30761784,1354498
tt15494038,877957
tt12146448,850020
tt7466810,634120
tt33066175,1302017
tt12825632,734442
tt13399946,884971
tt30218475,1428543
tt9024562,1026222
tt13822738,785985
tt15558152,881487
tt29580825,1178464
tt20204996,1085218
tt17041964,926676
tt17003896,884588
tt22297828,1018228
tt13432484,762433
tt23553640,1084222
tt23743490,1220246
tt10540510,642538
tt14740118,845890
tt32277855,1280832
tt26676914,1084440
tt13235822,751237
tt10530838,894686
tt10189536,811076
tt29717460,1208138
tt3180090,1216574
tt23476446,1045770
tt13026738,944865
tt18394428,945657
tt9201172,1109940
tt27542289,1115239
tt11795652,856496
tt8128276,660353
tt21340016,1100597
tt8277246,761851
tt29613587,1198725
tt12440964,978278
tt14079374,890825
tt21442932,1014840
tt19845038,1018341
tt15558362,1243186
tt12283036,885121
tt32128915,1250007
tt30235974,1115749
tt22742070,1006763
tt32553390,1300945
tt15257644,908397
tt13349892,852427
tt12676006,728366
tt13531468,771077
tt13497984,943788
tt10505316,660000
tt32660146,1423665
tt6898324,901059
tt28133272,1005860
tt5448338,714968
tt34433441,1405407
tt30876838,1218637
tt11698800,740049
tt32362537,1290213
tt13445076,884452
tt14901058,841755
tt10778798,1192906
tt31939660,1265800
tt11209212,825808
tt18361658,1041485
tt18550182,919570
tt8206398,818110
tt12163074,810271
tt8986144,1147598
tt29173283,1163231
tt31807233,1260951
tt13051810,788752
tt2583014,1142740
tt15289240,864959
tt30701950,1153230
tt8980128,604571
tt13456976,766220
tt32159566,1266780
tt14317880,852438
tt32887285,1353436
tt13496236,766907
tt13174108,1073079
tt13655328,773975
tt3097396,696605
tt15403712,803694
tt25405130,965979
tt28784834,1198877
tt14014068,892835
tt13495458,837938
tt13374480,1280990
tt4671326,865382
tt11771006,667969
tt13438734,763148
tt12483708,798141
tt26954444,1269282
tt14104672,798571
tt11934846,754716
tt15822738,994702
tt30294282,1214527
tt14591594,950063
tt21451264,957864
tt22004186,1043766
tt21374850,1004663
tt5280052,892120
tt14586118,893372
tt17632818,933833
tt3975918,673271
tt19177354,1174487
tt29138004,1187294
tt14912006,938596
tt23147592,1046043
tt32628897,1301994
tt8484582,831244
tt12391962,949544
tt10919240,665133
tt13022120,1179664
tt21257152,1006911
tt5526820,527969
tt11388416,818192
tt22394694,1035803
tt11422728,776527
tt15481952,900159
tt15301000,865797
tt7575046,1114873
tt28487556,1152491
tt20598076,1205709
tt29456500,1205091
tt11859012,855228
tt15420598,808579
tt23060796,956920
tt14666592,1123287
tt2542852,960251
tt33035303,1297185
tt4697290,744733
tt13086130,617882
tt29922811,1231623
tt10187208,615666
tt27502250,1112547
tt11285280,776515
tt28228231,1032048
tt13913326,944625
tt19393076,1130875
tt29495090,1305642
tt19045582,949977
tt14640242,837548
tt31797468,1241755
tt13899250,1058710
tt26450742,1156255
tt5249706,1022128
tt17278774,986402
tt19226688,1184714
tt15676664,931954
tt20205236,974521
tt22097094,1162136
