imdb_id,tmdb_id
tt13405778,614479
tt11097384,636706
tt10954600,640146
tt10370710,660120
tt9883398,605722
tt10365998,667216
tt4959750,413846
tt9110170,630586
tt8847712,542178
tt3083016,280180
tt3291150,299054
tt11847410,795514
tt14208870,804095
tt32178949,1278263
tt15782690,1027073
tt15428940,1072371
tt9907782,630392
tt27665778,1120368
tt23770030,1064486
tt7737224,574451
tt0993840,503736
tt19623240,980078
tt11365186,698508
tt2463208,696806
tt0327785,507241
tt22687790,945729
tt9185206,555285
tt10245072,748230
tt32331377,1288070
tt9243804,559907
tt13186604,748167
tt9421570,567748
tt32086077,927547
tt8589698,614930
tt15939198,896151
tt13841850,780609
tt10172266,930094
tt8178634,579974
tt30750109,1223799
tt27774999,1127648
tt23778968,1051891
tt27180099,1098709
tt23732034,1113421
tt22890246,1075175
tt15041836,970450
tt22207786,912480
tt15364972,870518
tt11214590,644495
tt0499097,567189
tt13274016,866463
tt13375076,758323
tt12004038,807356
tt8310486,1026436
tt22695402,1071806
tt9224104,615656
tt14209916,804150
tt5034838,399566
tt13964390,1001311
tt7740496,597208
tt11703710,820446
tt8080204,536437
tt22004344,1037113
tt14781036,958196
tt8376234,522478
tt29518478,1180449
tt10304142,664469
tt12261776,700391
tt12873562,830788
tt32086034,1079310
tt12263384,697843
tt14362112,901362
tt14371860,807339
tt0293429,460465
tt4513678,425909
tt16277242,906126
tt17527468,814776
tt10944760,630240
tt1121948,970347
tt12818328,1019939
tt1448754,1071215
tt5108870,526896
tt14549466,819876
tt13627624,1100775
tt21284218,1008953
tt27165670,1101401
tt13923084,882059
tt9198364,556694
tt3758542,365620
tt4998632,763285
tt4196566,930600
tt5834426,406759
tt26548265,1118224
tt8542964,978592
tt26545708,1081012
tt21867434,1016084
tt28510079,1156593
tt33175825,1333100
tt11773810,989473
tt0870154,451048
tt15978956,1001835
tt8115900,629542
tt14407336,914206
tt5672290,437342
tt13097932,760774
tt10298810,718789
tt12262116,698948
tt10696784,618162
tt23872640,1043905
tt19704542,957119
tt27547378,1115131
tt3420504,522402
tt8009428,705861
tt14109724,800939
tt23561236,1056360
tt8110652,520023
tt28277817,1128752
tt8093700,724495
tt32084246,1243381
tt8609660,1159799
tt10293406,600583
tt22528200,1200801
tt21942866,823482
tt28131427,1249423
tt13456318,820912
tt5779228,748783
tt14641788,829280
tt14444726,817758
tt11203022,803104
tt32176689,1159311
tt28332337,1226777
tt21201300,978796
tt12374656,707103
tt20202136,974262
tt33367745,1310682
tt13397574,758679
tt13651794,839369
tt32810496,1299046
tt8110232,524369
tt14138650,800815
tt20194882,959429
tt27714840,1124641
tt9100018,709631
tt15010692,850439
tt26787296,1173558
tt9347730,565028
tt11304740,1022796
tt19864832,966238
tt9362930,565770
tt1609486,826510
tt21106646,829560
tt12801262,508943
tt21261712,998846
tt14856980,614933
tt26940324,1094138
tt22939186,1051896
tt5834874,704673
tt14857528,827931
tt3427252,532408
tt15245268,1232449
tt8097030,508947
tt15339570,933419
tt3447590,668482
tt7979580,501929
tt13872248,776797
tt3811906,619778
tt14914430,844185
tt7069210,423108
tt29536384,1275998
tt28491891,1154762
tt10016180,602269
tt6920084,460458
tt30766504,1225624
tt6495056,940551
tt10168670,791177
tt10160976,968051
tt9784798,583406
tt10449276,1201753
tt27802490,838209
tt15679400,631842
tt6654210,581726
tt13024674,796499
tt17163970,929204
tt1856080,823452
tt0887261,338947
tt12861212,711643
tt14598536,831396
tt11358390,649609
tt1777606,826769
tt9848626,585083
tt29120447,1262426
tt6566576,591273
tt14088510,719221
tt28005338,1134754
tt32627540,1155058
tt13352968,758330
tt9660502,901563
tt5109280,527774
tt30444418,1233208
tt9130508,544401
tt12573454,717980
tt10323676,628900
tt20768712,982271
tt26442053,1077782
tt4273800,541134
tt21874760,1056380
imdb_id,tmdb_id
tt21874760,1056380
tt13957560,792293
tt15268244,864168
tt22022784,1128505
tt13149356,964819
tt21807222,951491
tt12996154,829557
tt23137904,934632
tt13457790,992940
tt12616480,916728
tt8323668,843847
tt1723808,647245
tt11233960,645886
tt11727866,795109
tt8051894,862557
tt22767628,1215918
tt15744298,897087
tt5535276,523607
tt27599851,1118031
tt20112746,1087388
tt13453006,763329
tt15551346,881366
tt15789472,1151534
tt16304446,910571
tt27490099,959604
tt10314548,647581
tt24577462,1062215
tt10243672,1184495
tt16428256,916224
tt11003218,635731
tt13640696,766475
tt11827628,818397
tt12735488,801688
tt30321095,1214469
tt4459134,899294
tt5402714,1096838
tt6902332,634528
tt3554046,379686
tt23736044,1050035
tt30841606,1187417
tt17677434,934584
tt10720352,618588
tt11210390,643215
tt15000156,848439
tt27721737,1112466
tt16426570,1128546
tt29242846,1180634
tt31728562,1243078
tt14114802,799876
tt24216998,988402
tt21958136,1019404
tt26731216,1186532
tt14550346,812037
tt6722400,945937
tt14537248,913673
tt12598606,5492
tt5755238,1075794
tt7991508,507532
tt9051908,760099
tt13314558,755566
tt5113044,438148
tt20048582,976734
tt10098448,719256
tt9742794,630004
tt14827638,866346
tt23741080,960292
tt11950888,1361292
tt5315210,429473
tt10268488,597922
tt22050754,1010600
tt28488187,973628
tt18277182,1108828
tt33050529,1142364
tt28259207,1160018
tt3954936,928480
tt11656220,693113
tt13223398,760741
tt22773644,1032425
tt14561712,837335
tt12024308,915523
tt27145269,1100795
tt19465630,966220
tt15486810,877703
tt11274492,921636
tt15257160,862968
tt8356942,522016
tt20561198,980026
tt5198890,664341
tt28142896,1167271
tt6857376,458220
tt11891850,1013154
tt5761544,717930
tt3661210,532865
tt18968540,864370
tt13321244,753336
tt17277414,921452
tt4996328,974036
tt20115766,972614
tt9860566,616446
tt26629652,1082900
tt14536120,586353
tt12672536,796185
tt27419292,1108566
tt30443437,1287537
tt28349451,1151949
tt10155932,593910
tt7215232,592983
tt21188080,993784
tt8174412,583095
tt21375602,881415
tt29482291,1171634
tt9357050,567690
tt30217143,1210794
tt14923008,844398
tt13751694,781732
tt11080108,672647
tt22741760,1098378
tt32810511,1371789
tt19244260,1227816
tt10171472,1088096
tt18300732,1005076
tt17717416,934866
tt5177114,774531
tt10095582,591538
tt23330554,1079485
tt29383379,1186350
tt1321510,467909
tt12972134,949484
tt9686790,758009
tt12477480,705996
tt26926267,1093231
tt9783600,615469
tt30415138,1216385
tt14351082,975056
tt7738330,1079810
tt7214954,585511
tt3864060,1101448
tt2316548,1016121
tt19862722,1255350
tt6001846,1276825
tt23468836,1032472
tt8964540,806731
tt7461686,843416
tt26237514,1079244
tt8721424,537116
tt12921446,807172
tt8385148,522931
tt6632018,1159477
tt5151570,754609
tt15255288,638974
tt30810787,1228682
tt33029955,1320392
tt2183014,353577
tt1462759,843846
tt13327038,762968
tt22375408,1029555
tt2076822,412656
tt10767052,621587
tt1488589,555604
tt30327451,1000866
tt21335356,1002315
tt9853500,842942
tt22309256,1037391
tt4593060,532639
tt28618488,1151244
tt10696896,616651
tt31800329,1259365
tt11976532,683340
tt6111574,520663
tt28454007,1163953
tt9381682,593395
tt13249596,746419
tt15153532,912908
tt13603966,724209
tt11540468,720321
tt29141112,931944
tt14153080,800787
tt12193804,696157
tt30292390,1388694
tt13887082,928358
tt21979910,957314
tt13020386,1293244
tt15255876,862965
tt8521778,802219
tt11225626,641934
tt14458442,806368
tt15837338,893723
tt30700695,1315655
tt3758814,646207
tt6528290,455476
tt32085997,1063574
tt4058618,395817
tt32060445,1275248
tt10192406,595586
tt3626476,653349
tt20256448,832262
tt10242388,961484
tt22874848,1047373
tt9731386,846956
tt14817272,840882
tt7737528,597891
tt13638858,1126934
tt11755740,632727
tt21103300,1001811
tt30319503,1158915
tt9100054,554230
tt2560078,881164
tt22863968,804616
tt18180926,937161
tt14227048,798021
tt29544253,1205229
tt20316748,923667
tt29315015,1212337
tt3215824,578701
tt11820950,830896
tt21221386,1237871
tt9620288,614917
tt15109082,916405
tt13610562,765119
tt30790771,1206264
tt31350080,1064021
tt21626284,1163194
tt8114980,643586
tt22334258,1029330
tt21810682,973778
tt10643926,841733
tt26733463,1086548
tt17079606,1006724
tt29994753,1113583
tt15980138,1025125
tt31711040,1244492
tt12680684,722778
tt8912936,539681
tt15411160,983105
tt27799825,834966
tt1361336,587807
tt13069986,744275
tt21253186,1145758
tt6079772,645788
tt14039582,758866
tt27729779,1125510
tt11851548,760161
tt30954126,1238200
tt5648882,763165
tt9682428,1072342
tt9701940,591274
tt19848676,1177865
tt9844522,585216
tt10228134,617502
tt13818368,784651
tt14308636,937220
tt15128544,1279947
tt14682800,831395
tt19760052,964960
tt15090124,846867
tt21279806,1083658
tt15334488,820525
tt5748448,738652
tt22016156,1053544
tt17080412,1132079
tt11252248,626735
tt3155298,722149
tt19500164,961323
tt32083311,1082938
tt8368408,574060
tt24131288,1116490
tt13232552,877087
tt29114029,1127166
tt19705884,983507
tt16491324,929170
tt11897478,848791
tt12731980,785663
tt12530246,715931
tt5533370,457232
tt11540726,872497
tt18298588,1024721
tt13669038,777245
tt20225374,976720
tt10731768,619297
tt3234122,1042650
tt28075881,1148172
tt31834725,1263303
tt9288822,823766
tt17676734,934456
tt11198810,837881
tt16826430,1001274
tt13650742,1014209
tt27578157,1115395
tt12446086,843352
tt16491560,931628
tt14439896,809140
tt29195603,1091181
tt13176330,756397
tt31648020,1226141
tt27158093,1126475
tt6160448,744594
tt14828040,1064307
tt12789558,777270
tt12536294,716612
tt8404256,568620
tt12003946,899112
tt31450182,1248753
tt22307442,1111491
tt30524053,1209770
tt10276482,758336
tt10327252,602223
tt13929998,878375
tt16280912,914215
tt28547657,1277296
tt18363072,944952
tt24082864,1109946
tt24068064,985617
tt6906292,762430
tt21276878,999644
tt5500218,629176
tt1657865,646473
tt15353964,901385
tt26350277,961268
tt26084002,1072876
tt4479380,595743
tt11703244,1008392
tt2016303,927107
tt1695843,616747
tt14826022,866413
tt15767808,948713
tt26745321,1144681
tt14636214,999890
tt13721828,615173
tt26682012,1089123
tt14121726,717728
tt28182736,1143319
tt7550014,833425
tt26270862,1228681
tt9288046,560057
tt14935038,901908
tt27737203,1126692
tt12908110,723419
tt33481094,1360610
tt12672620,845111
tt21301418,1093995
tt15083184,852448
tt28150132,1143128
tt31499750,1272890
tt21800162,1026227
tt13610344,936946
tt27431598,1166133
tt11162260,1201262
tt8851148,818750
tt14331144,810693
tt21927594,1067950
tt27510174,1112426
tt10665342,616820
tt13849558,800279
tt7740510,516329
tt1200263,558915
tt10284944,931940
tt3108894,727293
tt1596342,338958
tt10298840,877269
tt27623406,1229262
tt11240348,646683
tt27304026,1105407
tt21307994,994143
tt9812474,788929
tt22866358,976584
tt2396431,1097870
tt30852384,1319965
tt20221690,1239146
tt27491225,1226840
tt27804164,1187308
tt9873892,736769
tt27155038,1040148
tt11128440,635891
tt6802400,484718
tt32627545,1299652
tt19887550,1036619
tt4590256,347626
tt10687506,617762
tt10962368,631060
tt30743549,1225377
tt15140278,859235
tt11040844,647250
tt4595186,799546
tt6133444,610219
tt5315212,800937
tt5012320,971606
tt15339456,869626
tt8992484,1140346
tt13446168,745881
tt12718300,724665
tt11909878,642885
tt27679443,1096846
tt31112509,1082424
tt32127524,1285495
tt32828123,1244244
tt1924245,749274
tt30425872,1217602
tt13070038,744276
tt8883486,551271
tt28658276,1146556
tt12823454,703451
tt21941532,1069200
tt11116912,736526
tt28452681,1304106
tt27987046,1075676
tt6300910,1195518
tt31691389,988397
tt13139228,744114
tt33029543,1329088
tt9271850,821499
tt21397580,1006947
tt15887102,759297
tt3272066,579047
tt11671006,667739
tt10665338,610253
tt15771916,890215
tt11804152,672741
tt6462958,680860
tt10740926,1084514
tt10869956,981063
tt21308888,1140066
tt14557188,934131
tt30317033,1067485
tt2118648,1020896
tt15768848,889675
tt8337264,520758
tt26660021,1084812
tt16253418,1096197
tt15391770,872177
tt5635026,420808
tt29424168,1225582
tt14807348,916401
tt5853716,1133093
tt15333984,869112
tt26658104,1125311
tt11951276,912916
tt13320662,668461
tt26593365,1081708
tt4995540,517088
tt7693316,653851
tt14034294,1039868
tt10687116,1027014
tt19406606,1108658
tt29899715,1164355
tt27722375,1125073
tt18083578,937249
tt9098454,805195
tt24870072,1064024
tt20114686,976581
tt30467885,1219576
tt28223926,1144911
tt6318608,1029880
tt6432466,583689
tt10993078,1114738
tt14849038,894169
tt26754354,1091267
tt19864828,979097
tt11525644,649409
tt12856788,877655
tt14827150,1241674
tt14833464,843617
tt20315818,977262
tt14128670,800510
tt29224327,922849
tt14030816,845783
tt9569096,1244890
tt11908172,958006
tt31022050,1234811
tt11687104,850028
tt30327762,1315091
tt16496386,940241
tt12404266,763144
tt14298328,805327
tt1798632,532710
tt8105234,626332
tt15782570,887580
tt11628854,664574
tt23472210,1153110
tt31064841,1236419
tt31592660,1260594
tt14301252,809107
tt5563324,785752
tt23638614,1115009
tt9664108,597890
tt26861992,1090874
tt8258502,760245
tt10342730,602734
tt5519506,1013406
tt30343025,1205025
tt24132110,1102231
tt32141536,1275892
tt18973958,1148027
tt13056008,740925
tt11724920,1308757
tt31122323,1239251
tt32499895,1319968
tt15507512,804406
tt14502344,816977
tt5562070,550205
tt33452942,1401158
tt9663168,296271
tt13087796,795813
tt10223460,615904
tt13575806,770254
tt10763820,669671
tt22796890,1035982
tt20916568,986070
tt10462154,842859
tt11832046,675445
tt6338498,449406
tt6246322,482373
tt32119268,1274746
tt32880932,1190868
tt14147224,1043565
tt11433906,1039659
tt26758372,1136423
tt23157384,1046758
tt15189534,880313
tt19811010,1167027
tt8521876,638597
tt23630030,610251
tt33381920,1290182
tt8002382,798362
tt21154574,1320330
tt12788488,886083
tt30321133,1214506
tt3797512,595813
tt13539646,842675
tt30414712,1170283
tt21245882,988078
tt2965408,1197619
tt21057800,953713
tt14158346,801913
tt13978520,790493
tt13880104,793998
tt21957774,1019420
tt8593824,872954
tt13229894,890980
tt4028464,660942
tt6733874,739542
tt26612950,998022
tt29713093,1198984
tt15507128,1056746
tt28066777,1139829
tt2256055,1107325
tt6722802,844417
tt6968614,552688
tt15744108,980296
tt14376344,814340
tt3513500,420821
tt13231544,665733
tt4960748,854239
tt10341034,663260
tt4136456,808023
tt21027780,986280
tt7475578,760336
tt12350938,1095234
tt13657394,1208808
tt30227076,1214499
tt8178762,1282960
tt14270702,808396
tt12964320,848187
tt34466483,1382406
tt13429870,838240
tt27573123,1368292
tt9288692,800497
tt2015349,1011082
tt14824590,979924
tt21276958,999582
tt32086046,1158996
tt21347764,1105545
tt27459160,1110390
tt15509244,881209
tt10945288,780382
tt14592948,990691
tt12453124,716814
tt12141112,739993
tt13774454,746333
tt16280138,906221
tt11539996,1088166
tt8373206,829051
tt28225049,1027356
tt20420628,1025491
tt9731598,614939
tt20674132,1114137
tt28313478,1047223
tt14642626,829410
tt27496775,1113120
tt6932874,459151
tt20879602,972230
tt13927994,770906
tt10442352,739547
tt10083340,664332
tt5302918,895549
tt18161082,937086
tt10315050,644124
tt13049516,1261612
tt26546123,1096342
tt27410895,1214484
tt15799866,891699
tt14309446,862551
tt28129054,1094974
tt14668630,830784
tt12226632,878361
tt20256412,1120628
tt30024043,1128650
tt30320639,1214504
tt23647954,1132394
tt12724306,939914
tt9203694,559581
tt30454602,1218213
tt12311620,801965
tt26743414,1002155
tt12627606,819277
tt14764464,932420
tt30180830,1015634
tt21626774,1245700
tt3468380,975043
tt27417166,765421
tt32245158,1282138
tt15097216,855400
tt31015278,1234591
tt14483774,1018754
tt6975842,1396558
tt12930350,1048241
tt26744289,1063879
tt21997328,1109402
tt14452174,1214539
tt8296030,883083
tt10831486,791042
tt6571548,628534
tt11278476,921655
tt21434318,1007826
tt12573480,718014
tt27995594,1187058
tt6879446,457332
tt14060094,823625
tt28490044,1156125
tt13923456,809787
tt23939106,1052155
tt16606592,943134
tt10551654,609271
tt6506264,760873
tt10381102,659956
tt9663896,628922
tt10719958,624481
tt29722945,1186023
tt6402468,760883
tt33701992,1367010
tt2347285,1206617
tt15333788,1003813
tt31778094,1275964
tt12229370,718838
tt27804552,1327537
tt9419056,632357
tt34524464,1370711
tt9000184,814800
tt18079362,942922
tt3706352,294793
tt13694628,797457
tt29722855,933131
tt14852624,840889
tt10698680,587412
tt27118357,927342
tt7504818,482321
tt30007864,1039773
tt14592064,817648
tt4733624,607259
tt34328066,1385142
tt15838850,619803
tt6881490,1242526
tt21905744,1016848
tt22299436,1058128
tt14456350,828613
tt8893974,541524
tt13141250,862552
tt12965390,845659
tt6176336,1209130
tt28105944,1139566
tt6341832,471498
tt9201772,863858
tt6689014,503417
tt14263888,1291813
tt14813212,804413
tt19623228,960206
tt10354106,603204
tt10023022,689700
tt15685360,1143508
tt12704978,1003083
tt22815732,1039780
tt27047448,1126577
tt9054192,628914
tt26915336,586810
tt11952606,824281
tt15181360,858414
tt27786496,1146239
tt11307724,682532
tt15393652,936362
tt10418662,615658
tt21293676,990485
tt11729298,673309
tt13605284,1078959
tt10451914,775996
tt18077924,834562
tt29685033,1285247
tt14402146,814757
tt14043818,795774
tt28821588,1084863
tt15096128,860159
tt21833834,1077670
tt27757805,1083241
tt11762434,681887
tt9115530,601470
tt20168564,601796
tt26902267,1232645
tt10121392,615678
tt17633634,1175351
tt18550140,889699
tt16252698,898673
tt19995770,971968
tt26424937,1118046
tt16492678,895006
tt1659324,1123282
tt30835291,1234400
tt20102596,1001783
tt27858066,1305193
tt13109952,760747
tt14729020,1140648
tt13991504,934205
tt6708668,760868
tt21469794,1019411
tt10280296,598826
tt28494829,1139817
tt5153956,516806
tt15215512,934761
tt14641542,803700
tt29793628,1228803
tt14603848,1014505
tt11196036,643532
tt6805938,924482
tt21987878,1095435
tt15353574,1009679
tt27430566,1033318
tt30810792,1228685
tt16301164,1122418
tt11155912,798359
tt9685342,611698
tt1893273,638449
tt29270150,1215185
tt4546694,672437
tt3696180,522927
tt8649344,971699
tt14855468,645757
tt21991654,1030987
tt15428134,960876
tt7775720,507903
tt7527682,823491
tt22884216,1290595
tt24249072,1137205
tt22399738,1062421
tt22090684,1181212
tt1524515,1079346
tt30215084,1217343
tt15218000,846250
tt15670222,1006462
tt13039008,1134055
tt27996370,1239131
tt2328678,245842
tt19869662,1026880
tt14400246,805320
tt12712604,830721
tt14999684,937941
tt21940010,1002185
tt18816518,788734
tt32236501,1263321
tt13430858,800301
tt14124080,944194
tt13515090,762361
tt15338966,869597
tt6852178,399178
tt21440780,1008048
tt14181816,800089
tt10986222,632617
tt27717667,1069387
tt9013340,553147
tt20113412,1066262
tt13207508,765245
tt20853816,1033052
tt33047499,1322522
tt32368345,1290486
tt10515988,609972
tt28020183,1138074
tt10092170,931107
tt13968674,790459
tt32916201,1372447
tt26530493,1154304
tt31522415,1252470
tt28290159,1134278
tt25471950,1059811
tt28608358,1161879
tt15477042,1114653
tt32086032,1079311
tt15415468,1270226
tt7947604,622082
tt18162096,937085
tt10399608,848058
tt21275544,997162
tt17663876,939335
tt29402528,1148677
tt10366514,655082
tt13270424,913814
tt14714980,842934
tt13149552,893597
tt26928684,1094009
tt12531856,714675
tt10786774,814215
tt14390304,892907
tt29633969,1196918
tt32119297,1274751
tt9071456,802372
tt29195117,1155089
tt2963262,495278
tt10262648,588182
tt20729172,996087
tt27811040,1017163
tt14700918,1342250
tt10651230,734002
tt2397461,585245
tt15296186,864101
tt17521612,933090
tt30319516,1122618
tt14814040,838330
tt6614198,1036921
tt30253266,1211957
tt21478426,1289601
tt14995258,911129
tt12758486,812635
tt27441525,1094266
tt9701942,591275
tt7354440,943930
tt12519030,517302
tt5164438,468225
tt27682129,1129598
tt13848804,1092329
tt21221514,996445
tt14097180,829774
tt11871074,881764
tt22778346,1118033
tt14867006,753453
tt26940053,1073112
tt10648714,589761
tt11703050,926899
tt10333426,613911
tt10295212,599925
tt19653180,962558
tt15374070,895744
tt13309170,1020910
tt17067574,1032372
tt14260566,800513
tt6436620,920125
tt26596953,1081676
tt27722894,1279596
tt17375596,929831
tt8745676,821881
tt12676326,722913
tt21232992,986054
tt15684550,915646
tt23118976,1029446
tt4876134,581644
tt22805652,1182297
tt5078852,693827
tt14555174,921355
tt9271672,676547
tt18272884,860901
tt29279903,730251
tt10450852,1273487
tt27050277,1148713
tt34525380,1388874
tt29721337,1260345
tt23862640,1041898
tt15342244,869612
tt4686238,1044012
tt30287778,995926
tt25434834,1020354
tt12618926,766798
tt21651560,1005776
tt22889928,1139713
tt10999120,632856
tt11212572,782936
tt11396310,786345
tt15468190,1081124
tt21204056,1326304
tt15006566,848685
tt12917050,1151344
tt32495687,950075
tt22827888,1319504
tt26774341,1194985
tt13923216,790416
tt12889404,730047
tt27791972,1217585
tt20024428,980285
tt20119468,1030613
tt23724546,1041896
tt20236042,1156208
tt20358284,977770
tt32128317,1214118
tt7972570,1242669
tt14097206,844409
tt8633464,585378
tt10811166,900783
tt33057454,1275637
tt28172032,1129508
tt6705162,691683
tt26733317,1184889
tt11976134,1014214
tt13724054,852858
tt12783454,727745
tt32001464,1379587
tt16374352,1032194
tt10752004,734265
tt4225012,714964
tt2353868,739986
tt14647404,843394
tt10265034,598896
tt11389748,423333
tt24146896,1058696
tt23806182,1057491
tt6551226,1029247
tt19838620,979287
tt15301048,714888
tt29142525,1153419
tt23218054,1352821
tt12547822,714669
tt14900738,843543
tt9619902,574452
tt12383460,864873
tt18884172,1245708
tt14307536,921643
tt14633464,1039690
tt13651628,776305
tt21249656,1017066
tt14225838,937746
