,id,Title,Year,Genre,BoxOffice,budget,popularity,production_companies,revenue,runtime,Internet Movie Database,Rotten Tomatoes,Metacritic
854,tt28487871,Sniper: G.R.I.T. - Global Response & Intelligence Team,2023,Action,,0,3.7729,"Destination Films,Minutehand Pictures",0,92,5.1/10,,
855,tt8760670,Mona Lisa and the Blood Moon,2021,"Fantasy, Thriller",,0,2.3255,"Le Grisbi Productions,141 Entertainment,Black Bicycle Entertainment,wiip,RocketScience,Saban Films",0,102,6.2/10,74%,69/100
856,tt13055982,Savage Salvation,2022,"Action, Thriller",,85645,3.753,"River Bay Films,Ingenious Media,Lucky 13 Productions,The Avenue Entertainment,Convergence Entertainment,Diamond Film Productions,Highland Film Group,Pimienta,BondIt,Verdi Productions,VVS Films,SSS Entertainment,Taurus Film",0,101,4.8/10,,
857,tt19358036,Not Another Church Movie,2024,Comedy,"$576,243",0,0.5197,"Monty the Dog Productions,JMC Media",576243,91,2.2/10,13%,
858,tt27116016,Die Hart,2023,"Action, Comedy",,0,3.2152,HartBeat Productions,0,84,5.2/10,,
859,tt10230994,Beckett,2021,"Action, Crime, Drama",,0,3.2339,"Frenesy Film,MeMo Films,RT Features,Wise Pictures,RAI Cinema",0,109,5.7/10,49%,52/100
860,tt27480944,Cannibal Mukbang,2023,Horror,,0,0.2832,Melty Media,0,101,7.4/10,,
861,tt21284358,Close Your Eyes,2023,Drama,"$79,017",0,1.362,"Tandem Films,Pampa Films,Pecado Films,Nautilus Films,TVE,Movistar+,Canal Sur,EiTB,TeleMadrid",716644,169,7.2/10,93%,85/100
862,tt3104956,The Good House,2021,"Comedy, Drama","$2,219,760",0,2.8407,"DreamWorks Pictures,Participant,Reliance Entertainment,FilmNation Entertainment,Faliro House Productions,Roadside Attractions,Lionsgate",2279914,103,6.4/10,71%,62/100
863,tt33395924,Mittran Da Challeya Truck Ni,2024,Comedy,,0,1.131,"Rhythm Boyz Entertainment,Sea to Sky Entertainment",0,145,8.3/10,,
864,tt7978758,Apollo 10½: A Space Age Childhood,2022,"Animation, Adventure, Drama",,0,3.9184,"Detour Filmproduction,Submarine",0,97,7.2/10,,79/100
865,tt13507778,No Man of God,2021,"Biography, Crime, Drama",,0,5.1896,"XYZ Films,Company X",0,100,6.4/10,81%,67/100
866,tt13358302,Swap,2024,"Horror, Romance",,0,0.9179,"Red Rabbit Pictures,Tru Diamond Entertainment",0,86,,,
867,tt9352178,The Primevals,2023,"Adventure, Sci-Fi",,0,1.6085,"Full Moon Features,Castel Film",0,91,5.7/10,,
868,tt14770620,One True Loves,2023,"Comedy, Drama, Romance",,0,3.1515,"Volition Media Partners,Gosdom Entertainment,Blue Rider Pictures,Thomasville Pictures,SquareOne Productions,Oops Doughnuts Productions,Storybook Entertainment,El Ride Productions,I Think Productions,Streamline Global,Highland Film Group,R.U. Robot Studios,BuzzFeed Studios,The Avenue Entertainment,Yogurt Time Pictures,Tetrad Studios",37820,100,5.5/10,28%,35/100
869,tt26625978,Audrey,2024,Drama,,0,2.5598,ASCENDIO,0,100,,,
870,tt22488728,Love Today,2022,"Comedy, Drama, Romance",,0,2.006,AGS Entertainment,0,154,8.0/10,,
871,tt30012687,Sugar Baby,2023,"Crime, Romance, Thriller",,0,3.9315,Vivamax,0,114,,,
872,tt23173980,Darkness of Man,2024,"Action, Crime, Thriller",,5000000,4.8257,"VMI WorldWide,Sandaled Kid Productions",0,108,4.4/10,63%,
873,tt20859142,Cheat,2024,"Drama, Mystery, Thriller",,0,0.3911,Matchbox Pictures,0,105,4.1/10,,
874,tt26932223,Bhool Bhulaiyaa 3,2024,"Comedy, Horror","$2,230,000",17600000,2.9759,"T-Series,Cine1 Studios",45700000,158,5.1/10,43%,
875,tt27587485,Waves,2024,"Drama, History, Thriller",,3500000,2.366,"Dawson Productions,Česká televize,Český rozhlas,Wandal Production,Barrandov Studio,innogy Česká republika,RTVS,Bontonfilm,Dobrovolný ekologický spolek - ochrana ptactva,Státní fond ČR pro podporu a rozvoj české kinematografie",7977616,131,8.4/10,,
876,tt32165698,Late Bloomer,2024,Drama,,0,1.2061,"Vivamax,Viva Films",0,50,,,
877,tt8950154,Joe Baby,2024,"Action, Thriller",,0,2.0306,Latigo Films,0,0,,,
878,tt21614558,The Clean Up Crew,2024,"Action, Crime, Thriller",,0,5.116,"Yale Productions,Hail Mary Pictures",0,95,4.2/10,,
879,tt8338076,Queen Bees,2021,"Comedy, Drama, Romance","$1,926,706",0,2.8632,"Astute Films,Big Indie Pictures,Gravitas Ventures",0,101,6.4/10,55%,52/100
880,tt22804850,The Sand Castle,2024,"Drama, Fantasy, Mystery",,0,2.3173,"Front Row Filmed Entertainment,Akward Productions,Empire Entertainment",0,98,8.0/10,,
881,tt7093904,Dragonkeeper,2024,"Animation, Adventure, Fantasy","$805,091",25600000,12.5107,"Movistar+,Atresmedia,China Film Animation,Guardián de Dragones AIE,Telefonica,China Film Administration",6206231,99,5.7/10,67%,
882,tt10037014,Fear of Rain,2021,"Drama, Horror, Mystery",,0,2.5796,"Pinstripe Productions,Sweet Tomato Films,Zero Gravity Management,Hungry Bull Productions,Mirror Image Films,Voltage Pictures",24565,109,5.9/10,47%,
883,tt10375396,God's Creatures,2022,Drama,"$45,849",0,1.3586,"A24,BBC Film,Fís Éireann/Screen Ireland,Nine Daughters,WRAP Fund",0,101,6.0/10,,69/100
884,tt27708700,Air Force One Down,2024,"Action, Thriller",,0,3.1729,"SP Media Group,Steven Paul Production",0,84,4.4/10,11%,
885,tt11087960,Playground,2021,Drama,,1183025,1.3127,"Dragons Films,Lunanime,VOO,BeTV",0,72,7.3/10,100%,86/100
886,tt31989784,Simarik,2024,"Action, Comedy",,0,1.8464,"Yellow, Black & White,Kunay Film",0,111,,,
887,tt14462452,Deliver Us,2023,Horror,"$4,883",0,5.6435,"World's Fair Pictures,XYZ Films,CAA",0,102,4.8/10,68%,
888,tt18556278,Endurance,2024,Documentary,,0,3.4871,"Little Dot Studios,Little Monster Films,History Hit,Consequential",0,103,7.5/10,70%,68/100
889,tt33132266,F-Buddies,2024,Drama,,0,6.4815,Vivamax,0,52,7.1/10,,
890,tt16368898,Lights Out,2024,"Action, Thriller",,7000000,3.6987,Firebrand,0,90,4.9/10,35%,
891,tt14549270,The Palace,2023,"Comedy, Drama",,18700000,2.4863,"Èliseo Entertainment,RAI Cinema,CAB Productions,Lucky Bob,R.P. Productions,AgentDouble Productions,Moderator Inwestycje",420350,100,5.4/10,10%,
892,tt26440619,Afire,2023,"Comedy, Drama, Romance","$244,803",0,4.0044,"Schramm Film,ZDF,ZDF/Arte",2147526,103,7.1/10,91%,85/100
893,tt27619382,It's a Wonderful Knife,2023,"Comedy, Horror, Mystery","$811,818",0,1.4012,"Divide / Conquer,Fourth Culture Films",970781,87,5.2/10,55%,52/100
894,tt26458962,Straight,2023,Drama,,0,5.0796,BH5,0,93,,,
895,tt8363392,Blackout,2022,"Action, Crime, Thriller",,0,2.6401,"Patriot Pictures,Itaca Films,Lost Winds Entertainment",0,81,3.9/10,,
896,tt16025158,Take My Hand,2024,"Drama, Romance",,0,1.8078,Bronte Pictures,0,102,6.3/10,,
897,tt16916320,The Siege,2023,"Action, Drama",,0,146.225,MSR Media SKN,0,97,3.5/10,,
898,tt12519802,War of the Worlds: The Attack,2023,"Horror, Sci-Fi, Thriller",,0,3.0119,"Doorbell Productions,Lola's Productions,Seeon,Elite Filmes",0,87,3.2/10,,
899,tt27866861,I Want to Talk,2024,Drama,,0,0.7732,"Rising Sun Films,Kino Works",0,123,7.2/10,70%,
900,tt33030320,Quiet Life,2024,Drama,,0,1.1465,"Les films du Worso,Elle Driver,ARTE France Cinéma,Fox in the Snow Films,Amrion,asterisk*,Making Movies,Senator Film",0,99,,94%,
901,tt10405142,Serial (Bad) Weddings 3,2021,Comedy,,22000000,2.0881,"UGC,Orange Studio",27832384,97,6.1/10,,
902,tt6372694,Prisoners of the Ghostland,2021,"Fantasy, Horror, Thriller",,0,4.2423,"Eleven Arts Studios,Untitled Entertainment,XYZ Films,Patriot Pictures,Boos Boos Bang Bang,Saturn Films,Sion Production,KOMODO PRODUCTIONS,Union Patriot Capital Management",0,103,4.2/10,62%,53/100
903,tt27476906,When the Light Breaks,2024,Drama,,0,1.9209,"Compass Films,Halibut,Revolver Amsterdam,MP Film Production,Eaux-Vives Productions,jour2fête",0,82,,96%,
904,tt21195548,Buba,2022,"Comedy, Drama",,0,1.104,bildundtonfabrik,0,94,5.9/10,,
905,tt21638298,Wingwomen,2023,"Action, Comedy, Crime",,0,2.8914,Gaumont,0,114,5.7/10,79%,
906,tt20114908,WWII: Operation Phoenix,2024,"Action, Adventure, War",,0,0.5599,,0,107,,,
907,tt31777631,Invasive,2024,Horror,,0,0.8931,"Blue Ice Pictures,Tubi",0,97,5.9/10,,
908,tt30490625,Steppenwolf,2024,Thriller,,0,0.6957,"Golden Man Media,Kazakh Cinema,Ministry of Culture and Sports of the Republic of Kazakhstan,Short Brothers",0,102,6.7/10,82%,
909,tt19724142,Hellhole,2022,"Horror, Mystery",,0,1.7532,Akson Studio,0,90,5.8/10,67%,
910,tt27797557,The Opera!,2024,"Drama, Fantasy, Musical",,0,1.0483,"RAI Cinema,Showlab",0,106,,,
911,tt15141144,County Line: All In,2022,"Action, Crime, Mystery",,0,0.8967,,0,83,5.5/10,,
912,tt22332602,Relyebo,2022,Thriller,,0,1.7155,"Viva Films,Vivamax",0,107,,,
913,tt23063732,Saving Bikini Bottom: The Sandy Cheeks Movie,2024,"Animation, Adventure, Comedy",,100000000,13.8614,Nickelodeon Movies,0,87,3.7/10,53%,
914,tt5473412,Betrayal,2023,"Horror, Thriller",,0,2.4978,"Synchronicity Films,Great Point Media,Library Pictures International,Creative Scotland,Northern Ireland Screen,Wild Sheep Content",0,94,6.1/10,89%,
915,tt15765412,Allelujah,2022,Drama,,0,2.5115,"BBC Film,Pathé,Ingenious Media,Redstart Productions,DJ Films,Great Bison Productions",0,99,6.0/10,38%,52/100
916,tt11012066,Home Sweet Home Alone,2021,"Comedy, Crime, Family",,15000000,6.0347,"20th Century Studios,Hutch Parker Entertainment",0,93,3.6/10,15%,35/100
917,tt32916093,Mr. Crocket,2024,Horror,,0,5.3911,WorthenBrooks,0,88,5.4/10,68%,
918,tt27960890,Al otro barrio,2024,Comedy,,0,13.0632,Telecinco Cinema,0,0,,,
919,tt16900304,Reroute,2022,Thriller,,0,0.8673,"Viva Films,Vivamax",0,114,5.4/10,,
920,tt19783734,U Are the Universe,2024,Comedy,,0,0.7142,"ForeFilms,Stenola Productions,Ukrainian State Film Agency,Limelite",0,101,,,
921,tt27197387,AKA,2023,"Action, Crime, Thriller",,0,3.1249,"Inoxy Films,Nolita",0,122,6.6/10,90%,
922,tt8337158,Rumble,2021,"Animation, Comedy, Family",,0,6.1188,"Paramount Animation,Reel FX Creative Studios,WWE Studios,Walden Media,Paramount Pictures",0,95,5.9/10,47%,48/100
923,tt26941512,Maid Droid,2023,"Horror, Sci-Fi, Thriller",,0,0.4567,CineRidge Entertainment,0,91,3.7/10,,
924,tt15575470,Project Wolf Hunting,2022,"Action, Crime, Horror","$20,541",9000000,8.7269,"The Contents On,Contents G,Cheum Film,Finecut",20541,122,6.0/10,,53/100
925,tt13204490,Petite Maman,2021,"Drama, Fantasy","$829,065",3100000,1.953,"Lilies Films,France 3 Cinéma",1024575,72,7.4/10,97%,93/100
926,tt18253426,Revolução (Sem) Sangue,2024,"Biography, Drama, History",,0,0.4695,"Station Productions,Filmesdamente,Filmax",0,103,,,
927,tt27307826,Cold Wallet,2024,Thriller,,0,3.2159,Vanishing Angle,0,84,7.3/10,66%,
928,tt29389846,Oxana,2024,"Biography, Drama",,0,0.5314,"Rectangle Productions,2.4.7. Films,Hero Squared,Goodfellas",0,103,,,
929,tt11833408,The Minute You Wake up Dead,2022,"Crime, Drama, Mystery",,0,3.074,"Andrew Stevens Entertainment,Eyevox Entertainment,Milestone Studios",0,90,4.5/10,0%,
930,tt10028196,Laal Singh Chaddha,2022,"Comedy, Drama, Romance","$3,401,324",23000000,3.707,"Aamir Khan Productions,Viacom18 Studios,Paramount Pictures",16000000,164,5.6/10,69%,46/100
931,tt14570440,Radical,2023,Drama,"$8,702,731",10000000,3.1745,"3Pas Studios,Epic,The Lift,ViX",21761164,126,7.8/10,96%,70/100
932,tt9669176,Accident Man: Hitman's Holiday,2022,"Action, Comedy, Crime",,0,3.8298,Six Demon Films,0,96,5.9/10,81%,
933,tt31450914,Hear Me: Our Summer,2024,Romance,,0,2.0299,"Movierock,Another Pictures",0,109,,,
934,tt14412446,Moloch,2022,"Horror, Mystery",,0,2.5381,"NL Film en TV,XYZ Films",558917,99,6.0/10,86%,
935,tt34490115,Hidden Face,2024,"Mystery, Thriller",,0,6.1112,Studio & New,0,113,,,
936,tt31513578,Death Whisperer 2,2024,"Action, Horror, Thriller",,0,11.816,"M Studio,Minds@Work",4210676,112,7.1/10,,
937,tt20452218,The Deep Dark,2023,"Adventure, Horror",,0,3.8467,"Full Time Studio,Marcel Films",0,103,5.6/10,100%,
938,tt9048804,Birth/Rebirth,2023,"Drama, Horror, Thriller","$138,617",0,2.2325,"Shudder,Retrospecter Films,Elfman + Viste",138617,99,6.2/10,96%,78/100
939,tt14349032,The Good Neighbor,2022,"Crime, Mystery, Thriller",,0,2.6387,"Forma Pro Films,Altit Media Group",94909,97,5.9/10,25%,49/100
940,tt13056052,Broker,2022,"Comedy, Crime, Drama","$1,046,899",0,5.5473,"Zip Cinema,CJ Entertainment",18632208,129,7.1/10,94%,77/100
941,tt10536088,The Big Bend,2021,,,0,1.1197,,0,103,7.5/10,100%,
942,tt8637498,The Monkey King,2023,"Animation, Action, Adventure",,0,6.7073,Netflix,0,92,5.8/10,56%,
943,tt30476518,Big World,2024,"Drama, Family",,7000000,6.3888,"Zhejiang Hengdian Film Production,China Film Group Corporation,Shanghai Tao Piao Piao Movie & TV Culture,Shanghai Gengxi Film,Tianjin Zuoyi Film",109500000,131,7.3/10,,
944,tt13964404,Horror in the High Desert,2021,"Horror, Thriller",,0,2.4669,Luminol Entertainment,0,80,5.4/10,,
945,tt26899693,Attack of the Meth Gator,2023,"Horror, Sci-Fi, Thriller",,0,4.0723,The Asylum,0,85,3.4/10,,
946,tt30970235,Article 370,2024,"Action, Drama, Thriller","$1,088,790",2413068,1.7173,"B62 Studios,Jio Studios",13222021,160,7.8/10,83%,
947,tt13029044,Mother/Android,2021,"Drama, Sci-Fi, Thriller",,0,4.4523,"Miramax,6th & Idaho Motion Picture Company",0,111,4.9/10,32%,43/100
948,tt7720142,Assassin Club,2023,"Action, Thriller",,0,2.6556,"Film Bridge International,The Motus Studios",188292,113,4.7/10,13%,27/100
949,tt13392012,Demonic,2021,"Drama, Horror, Sci-Fi","$71,334",0,3.6716,"AGC Studios,Oats Studios,Stabiliti Studios",68581,104,4.3/10,14%,36/100
950,tt11112532,Agra,2023,Drama,,0,1.4676,"Yoodlee Films,Saregama Productions,Les Films Hatari,UFO Production",0,132,5.6/10,100%,
951,tt32139458,A Desert,2024,"Horror, Thriller",,0,0.9344,"Yellow Veil Pictures,Dark Sky Films,Capes and Fog Productions",0,103,,81%,
952,tt21308718,Ashes,2024,"Drama, Romance",,0,1.8605,Ay Yapım,0,100,4.3/10,33%,
953,tt21284442,Late Bloomers,2023,"Comedy, Drama",,0,3.873,"Park Pictures Features,We're Doin Great,Fierce Optimism Films,World of HA Productions,Burn Later Productions,MM2 Asia Productions,Good Gravy Films,Bindery Films",0,89,6.1/10,82%,58/100
954,tt18071972,Organ Trail,2023,"Drama, Horror, Thriller",,0,2.2024,"TPC,Tatterdemalion Pictures,Trail Film Productions,Three Point Capital",0,112,5.0/10,,
955,tt15206378,7 Women and a Murder,2021,"Comedy, Crime, Mystery",,0,1.1333,"Wildside,Warner Bros. Entertainment Italia",0,84,5.4/10,60%,
956,tt6910282,Bergman Island,2021,"Comedy, Drama, Romance","$145,191",0,2.9483,"CG Cinéma,Neue Bioskop Film,SCOPE Pictures,Plattform Produktion,Piano,ARTE France Cinéma",589895,113,6.6/10,84%,80/100
957,tt6925902,More the Merrier,2021,Comedy,,0,3.2671,Castelao Pictures,0,112,5.5/10,,
958,tt9568318,Chest,2022,"Crime, Horror, Sci-Fi",,30000,0.5365,"IFKY Films,AI Multimedia",0,95,4.6/10,,
959,tt28297850,Sicilian Letters,2024,"Crime, Drama",,0,0.9356,"Indigo Film,RAI Cinema,Les Films du Losange,Canal+,Cine+ OCS,Regione Lazio,MiC",0,122,6.1/10,,
960,tt10980638,Devil's Peak,2023,"Adventure, Crime, Drama",,0,2.3776,"Curmudgeon Films,Thruline Entertainment,Streamline Global,Bankside Films,The Robert Knott Company,See Pictures",0,98,5.3/10,,38/100
961,tt10899402,Hideout,2021,"Horror, Mystery, Thriller",,0,0.4172,Gibby Pictures,0,114,4.3/10,,
962,tt13103732,The Offering,2022,Horror,,0,3.4684,Millennium Media,0,93,5.3/10,76%,60/100
963,tt23037488,One Ranger,2023,"Action, Thriller",,0,2.1772,"BondIt Media Capital,Renegade Entertainment",0,95,4.9/10,25%,
964,tt13598080,Zero,2024,"Action, Comedy, Thriller",,0,1.1119,"Lacmé Studios,Tableland Pictures,BlueFinch Film Releasing,Alta Global Media",0,86,6.0/10,47%,
965,tt23049322,The Price of Money: A Largo Winch Adventure,2024,"Action, Adventure, Drama",,17000000,11.8934,"Pan-Européenne,Versus Production,TF1 Films Production,RTBF,BeTV,Proximus,Canal+,la Fédération Wallonie- Bruxelles,Ciné+,screen.brussels,Wild Bunch,Wallimage",0,100,,,
966,tt16233952,Something from Tiffany's,2022,"Comedy, Family, Romance",,0,5.2531,"Hello Sunshine,Amazon Studios,CatchLight Studios",0,87,6.2/10,72%,46/100
967,tt27589902,A Legend,2024,"Action, Adventure, Comedy",,0,3.1384,"Bona Film Group,Just Creative Studio",11242056,129,4.7/10,,
968,tt26537229,Demon Slayer: Kimetsu No Yaiba - To the Swordsmith Village,2023,"Animation, Action, Adventure","$10,117,806",0,3.8167,"ufotable,Aniplex,TOHO",56319794,115,7.6/10,,
969,tt15463032,Love in the Villa,2022,"Comedy, Romance",,0,1.5578,"Grumpy Entertainment,Off Camera Entertainment",0,114,5.4/10,32%,50/100
970,tt9288740,Dear David,2023,"Horror, Thriller",,0,2.6014,"BuzzFeed Studios,CR8IV DNA,Blazing Griffin,Lionsgate",0,94,4.0/10,10%,25/100
971,tt28267564,The Stalking,2024,"Horror, Mystery, Thriller",,0,1.2025,,0,72,,,
972,tt31262765,Babezilla vs the Cyber Skanks: Rise of MechaBabezilla,2024,Sci-Fi,,0,0.5339,,0,60,,,
973,tt21861086,Guns & Moses,2024,"Crime, Thriller",,0,1.3444,,0,93,,,
974,tt22002058,All the Lost Ones,2024,"Drama, Sci-Fi, Thriller",,2000000,1.6933,"Electric Panda Entertainment,Ontario Creates,The Donaldson Company,Téléfilm Canada",0,106,4.4/10,,
975,tt19853258,Still: A Michael J. Fox Movie,2023,"Documentary, Biography",,0,1.9315,Concordia Studio,0,95,8.1/10,99%,78/100
976,tt15451150,You Can't Run Forever,2024,"Drama, Horror, Thriller",,0,2.2049,"Rubber Tree Productions,Voltage Pictures",0,102,4.5/10,27%,
977,tt7340766,Timestalker,2024,"Comedy, Drama, Fantasy",,0,3.0934,"Western Edge Pictures,BFI,Ffilm Cymru Wales,Head Gear Films,Popcorn Group",0,89,6.0/10,87%,
978,tt24485052,Sirf Ek Bandaa Kaafi Hai,2023,"Crime, Drama, Thriller",,0,0.5584,"Bhanushali Studios,Practical Productions,PR Motion Pictures",0,127,8.0/10,,
979,tt26744645,Compulsion,2024,"Crime, Drama, Mystery",,0,0.8655,,0,101,,,
980,tt30852970,Lover Stalker Killer,2024,"Documentary, Crime",,0,1.7896,Curious Films,0,90,7.0/10,92%,
981,tt21151212,Cult Killer,2024,"Adventure, Crime, Drama",,0,1.6943,"BondIt Media Capital,Yale Productions,Bee-Hive Productions,Great Escape,Hail Mary Pictures,Head Gear Films,Metrol Technology,LB Entertainment",0,105,4.8/10,42%,
982,tt29666891,Romance on the Ranch,2024,Romance,,0,1.5622,"SunWorld Pictures,Candlelight Media Group",0,95,6.8/10,,
983,tt13613056,Deception,2021,Drama,,0,1.5642,Why Not Productions,0,105,5.5/10,53%,42/100
984,tt29359373,Everybody Loves Touda,2024,Drama,,0,1.7991,"Les Films du Nouveau Monde,Ali'n Productions,Les Films Velvet,Snowglobe",0,102,,100%,
985,tt10307724,Madame Claude,2021,"Biography, Crime, Drama",,0,1.1362,"Ciné+,Les Compagnons du Cinéma,TNG7 Production,Wild Bunch,Dum Dum Films,Angoa-Agicoa,La Région Île-de-France",0,112,5.4/10,20%,
986,tt10698174,Wolf,2021,"Drama, Mystery, Thriller","$147,595",0,2.3841,"Feline Films,Lava Films,Fís Éireann/Screen Ireland,Head Gear Films,Eurimages",199107,100,5.1/10,45%,52/100
987,tt27534328,The Childe,2023,"Action, Drama, Thriller","$102,021",0,3.8087,"Next Entertainment World,Goldmoon Film,Studio & New",0,118,6.8/10,94%,
988,tt31712800,The Boy with Pink Trousers,2024,Drama,,0,4.2081,"Eagle Pictures,Weekend Films/Main Street Productions",3252119,114,6.9/10,,
989,tt17505492,The House,2022,Drama,,2600000,14.6882,"Rezo Productions,Radar Films,uMedia",0,89,5.7/10,,
990,tt20215234,Conclave,2024,"Drama, Thriller","$32,580,655",20000000,118.9836,"FilmNation Entertainment,Indian Paintbrush,House Productions",115657988,120,7.4/10,93%,79/100
991,tt30057084,Babygirl,2024,"Drama, Romance, Thriller","$28,196,732",20000000,29.2401,"A24,2AM,Man Up Film",60934894,115,6.0/10,76%,79/100
992,tt28607951,Anora,2024,"Comedy, Drama, Romance","$20,474,295",6000000,34.826,"Cre Film,FilmNation Entertainment",56286295,139,7.5/10,93%,91/100
993,tt9218128,Gladiator II,2024,"Action, Adventure, Drama","$172,438,016",310000000,51.8235,"Paramount Pictures,Scott Free Productions,Lucy Fisher/Douglas Wick Productions",458718000,148,6.5/10,70%,64/100
994,tt26625693,The Order,2024,"Crime, Drama, Thriller","$2,010,901",20000000,9.9582,"Riff Raff Entertainment,Chasing Epic Pictures,AGC Studios",1970445,116,6.8/10,92%,75/100
995,tt21942598,Freaky Tales,2024,"Action, Adventure, Comedy",,0,24.9777,"MACRO,Entertainment One,Gowanus Projections",400000,107,7.2/10,73%,58/100
996,tt11563598,A Complete Unknown,2024,"Biography, Drama, Music","$74,998,243",65000000,20.7809,"Veritas Entertainment Group,Range Media Partners,The Picture Company,Turnpike Films,White Water,Searchlight Pictures",138003641,140,7.7/10,82%,70/100
997,tt5040012,Nosferatu,2024,"Fantasy, Horror, Mystery","$95,608,235",50000000,29.4232,"Focus Features,Studio 8,Maiden Voyage Pictures,Birch Hill Road Entertainment",180928503,133,7.3/10,84%,78/100
998,tt17526714,The Substance,2024,"Drama, Horror, Sci-Fi","$17,584,795",17500000,53.0309,"Working Title Films,Blacksmith,Working Title Films",76506196,141,7.3/10,89%,78/100
999,tt13186482,Mufasa: The Lion King,2024,"Animation, Adventure, Drama","$254,564,553",200000000,117.0211,Walt Disney Pictures,721046090,118,6.6/10,56%,56/100
1000,tt12584954,Twisters,2024,"Action, Adventure, Thriller","$267,762,265",155000000,18.6477,"Universal Pictures,Warner Bros. Pictures,Amblin Entertainment,Domain Entertainment",370962265,123,6.5/10,75%,65/100
1001,tt1262426,Wicked,2024,"Fantasy, Musical, Romance","$473,231,120",150000000,27.4342,"Universal Pictures,Marc Platt Productions",751736617,162,7.5/10,87%,73/100
1002,tt28015403,Heretic,2024,"Horror, Thriller","$27,986,380",10000000,24.8613,"A24,Beck/Woods,Shiny Penny Productions,CatchLight Studios",51913394,111,7.0/10,91%,71/100
1003,tt21823606,A Real Pain,2024,"Comedy, Drama","$8,344,978",3000000,13.5439,"Fruit Tree,Topic Studios,Extreme Emotions,Rego Park,Mazowiecki i Warszawski Fundusz Filmowy",24856027,90,7.1/10,96%,85/100
1004,tt8999762,The Brutalist,2024,Drama,"$16,279,129",9600000,19.8785,"Brookstreet Pictures,Kaplan Morrison,Intake Films,Andrew Lauren Productions,Lipsync Productions,Richmond Pictures,Meyohas Studio,Carte Blanche,Pierce Capital Entertainment",50145227,215,7.4/10,93%,90/100
1005,tt15398776,Oppenheimer,2023,"Biography, Drama, History","$330,078,895",100000000,34.3275,"Syncopy,Universal Pictures,Atlas Entertainment,Breakheart Films,Peters Creek Entertainment",952000000,181,8.3/10,93%,90/100
1006,tt8790086,Kraven the Hunter,2024,"Action, Thriller","$25,026,310",120000000,56.028,"Columbia Pictures,Matt Tolmach Productions,Arad Productions",59184643,127,5.4/10,15%,35/100
1007,tt21267296,Hell of a Summer,2023,"Comedy, Horror, Mystery","$3,182,678",3000000,9.5893,"30WEST,Aggregate Films,Kid Brother Productions",3182680,88,5.5/10,54%,54/100
1008,tt15745084,V for Vengeance,2022,"Action, Adventure, Horror",,0,9.2033,SP Media Group,0,85,4.1/10,,
1009,tt29623480,The Wild Robot,2024,"Animation, Sci-Fi","$143,901,945",78000000,50.205,DreamWorks Animation,331982078,102,8.2/10,96%,85/100
1010,tt27534307,Speak No Evil,2024,"Drama, Horror, Thriller","$36,931,420",15000000,13.6882,Blumhouse Productions,76756109,110,6.8/10,83%,66/100
1011,tt26753003,Trap,2024,"Crime, Horror, Mystery","$42,777,281",30000000,7.8798,Blinding Edge Pictures,82677281,105,5.8/10,57%,52/100
1012,tt13622970,Moana 2,2024,"Animation, Adventure, Comedy","$460,405,297",150000000,116.0766,"Walt Disney Pictures,Walt Disney Animation Studios,Walt Disney Animation Studios",1059544057,99,6.6/10,61%,58/100
1013,tt6263850,Deadpool & Wolverine,2024,"Action, Adventure, Comedy","$636,745,858",200000000,61.7751,"Marvel Studios,Maximum Effort,21 Laps Entertainment,20th Century Studios,Kevin Feige Productions,TSG Entertainment",1338073645,128,7.6/10,78%,56/100
1014,tt18259086,Sonic the Hedgehog 3,2024,"Action, Adventure, Comedy","$236,115,100",122000000,106.7059,"Paramount Pictures,Original Film,Marza Animation Planet,SEGA,Blur Studio,SEGA of America",486018457,110,6.9/10,85%,56/100
1015,tt24515124,Winter Spring Summer or Fall,2024,"Drama, Romance",,0,95.9147,"Motion Picture Corporation of America,Brad Krevoy Television,Wall Fly",0,97,6.7/10,36%,
1016,tt18412256,Alien: Romulus,2024,"Horror, Sci-Fi, Thriller","$105,313,091",80000000,41.5675,"20th Century Studios,Scott Free Productions,Brandywine Productions",350865342,119,7.1/10,80%,64/100
1017,tt4772188,Flow,2024,"Animation, Adventure, Family","$4,781,272",3700000,51.603,"Dream Well Studio,Sacrebleu Productions,Take Five,ARTE France Cinéma,RTBF",17660107,85,7.9/10,97%,87/100
1018,tt1745960,Top Gun: Maverick,2022,"Action, Drama","$718,732,821",170000000,24.9476,"Skydance Media,Don Simpson/Jerry Bruckheimer Films,Paramount Pictures",1488732821,131,8.2/10,96%,78/100
1019,tt29268110,Smile 2,2024,"Horror, Mystery, Thriller","$69,012,586",28000000,26.3272,"Paramount Pictures,Temple Hill Entertainment,Bad Feeling",138083280,127,6.7/10,86%,67/100
1020,tt15042300,On Swift Horses,2024,Drama,,0,10.313,"Ley Line Entertainment,Wavelength,FirstGen Content,Cor Cordium Productions,The Dan Corp.",0,119,,52%,
1021,tt11552344,Murder at Yellowstone City,2022,"Crime, Drama, Mystery",,0,5.5382,"Yellow Brick Films,f8 Films,SkyWolf Media,Renegade Entertainment,Brigade Media Capital",0,126,5.3/10,24%,45/100
