,id,Title,Year,Genre,BoxOffice,budget,popularity,production_companies,revenue,runtime,Internet Movie Database,Rotten Tomatoes,Metacritic
0,tt20114686,Femme,2023,"Drama, Thriller","$187,053",0,2.8926,Agile Films,0,99,7.3/10,93%,69/100
1,tt30467885,Goebbels and the Führer,2024,"Biography, Drama, History",,0,2.1574,"Zeitsprung Pictures,SWR,act headquarter media",547033,123,6.7/10,,
2,tt28223926,Skincare,2024,"Comedy, Horror, Mystery","$456,590",0,5.415,"Jalapeno Goat,Iervolino & Lady Bacardi Entertainment,WWPS.TV,Evolution & Development Technology",451381,96,5.7/10,69%,
3,tt6318608,Nightwatch: Demons Are Forever,2023,"Horror, Mystery, Thriller",,4300000,33.0393,Nordisk Film Denmark,0,117,5.8/10,69%,50/100
4,tt6432466,Moxie,2021,"Comedy, Drama",,0,3.1624,Paper Kite Productions,0,111,6.7/10,70%,54/100
5,tt10993078,Boneyard,2024,"Action, Crime, Drama",,0,4.7673,"Avail Entertainment,One Dollar Studios,The Film Post",0,96,4.1/10,44%,
6,tt14849038,Vendetta,2022,"Action, Thriller",,0,4.4879,"The Exchange,308 Enterprises,Bar None Productions",0,96,3.7/10,,
7,tt26754354,The Well,2023,Horror,,0,5.4752,Iperuranio Film,0,91,5.1/10,86%,
8,tt19864828,Memory,2023,Drama,"$381,052",0,3.9749,"Teorema,High Frequency Entertainment,MUBI,Case Study Films,Screen Capital",313000,104,6.7/10,85%,
9,tt11525644,No Sudden Move,2021,"Crime, Drama, Mystery",,0,6.1233,"Warner Bros. Pictures,HBO Max",0,115,6.4/10,92%,76/100
10,tt12856788,Dangerous,2022,"Action, Crime, Drama",,0,0.8253,,0,0,5.0/10,30%,
11,tt14827150,The Last Breath,2024,"Horror, Thriller","$3,214",30000,4.5953,"Anamorphic Films,Filmgate Films,Picaro Films,Freebie Films",273650,96,4.7/10,30%,
12,tt14833464,Players,2024,"Comedy, Romance",,0,4.5073,"Campfire Studios,I Can & I Will Productions,Marc Platt Productions",0,105,5.7/10,53%,52/100
13,tt20315818,Ezra,2023,"Comedy, Drama","$2,631,460",5000000,6.5663,"Closer Media,Wayfarer Studios",3046741,100,6.5/10,70%,
14,tt14128670,Kimi,2022,"Crime, Drama, Mystery",,3500000,6.416,"New Line Cinema,HBO Max",0,89,6.3/10,92%,79/100
15,tt29224327,Hey Joe,2024,Drama,,0,0.9815,"Vision Distribution,Palomar,RAI Cinema",0,0,,,
16,tt14030816,Baghead,2023,"Horror, Mystery",,0,5.3637,"The Picture Company,Studio Babelsberg,StudioCanal,Canal+,Tonstudio Hanse Warns",6671780,95,5.4/10,29%,
17,tt9569096,Sharp Corner,2024,Thriller,,0,1.5841,"Alcina Pictures,Shut Up & Colour Pictures,Kobalt Films,Workhorse Pictures,120dB Films,Blue Rider Pictures,Elevation Pictures,Vertical",0,110,7.4/10,94%,
18,tt11908172,The Kill Room,2023,"Comedy, Thriller","$139,358",50000000,6.5394,"Yale Productions,Idiot Savant Pictures,Untitled Entertainment,Such Content,BK Studios,BondIt Media Capital,Head Gear Films,Metrol Technology,Slated,SuperNova Capital,Complex Corp,Great Escape",476375,98,5.5/10,59%,58/100
19,tt31022050,Our Little Secret,2024,"Comedy, Romance",,0,4.5786,"Capital Arts Entertainment,Good Entertainment",0,101,,37%,41/100
20,tt11687104,"Alice, Darling",2022,"Drama, Mystery, Romance","$101,000",4000000,4.2332,"Babe Nation Films,Elevation Pictures,Lionsgate",121067,90,5.6/10,84%,65/100
21,tt30327762,Toxic,2024,Drama,,0,0.6983,Akis Bado,0,99,6.7/10,,
22,tt16496386,97 Minutes,2023,Thriller,,7000000,3.2165,"Black Hangar Studios,Black Lab,Buffalo 8 Productions,Lighthouse Pictures,Media Finance Capital,ORWO Family,Orwo Studios (US)",0,93,3.9/10,,
23,tt12404266,The Last Rifleman,2023,Drama,,0,1.9786,"WestEnd Films,Wee Buns Films,Ripple World Pictures,Ingenious Media",0,100,6.5/10,69%,
24,tt14298328,Look Both Ways,2022,"Comedy, Drama, Fantasy",,0,3.9031,"Screen Arcade,CatchLight Studios",0,110,6.3/10,62%,49/100
25,tt1798632,Firestarter,2022,"Drama, Horror, Sci-Fi","$9,739,250",12000000,6.9572,"Blumhouse Productions,Weed Road Pictures,BoulderLight Pictures,Universal Pictures,dentsu,The De Laurentiis Company,Night Platform",15000000,94,4.6/10,10%,32/100
26,tt8105234,Flamin' Hot,2023,"Biography, Drama, History",,0,4.9741,"Franklin Entertainment,Searchlight Pictures",0,99,6.7/10,,58/100
27,tt15782570,You Can Live Forever,2022,"Drama, Romance",,0,2.835,"Prospector Films,Good Deed Entertainment",15055,97,6.8/10,90%,68/100
28,tt11628854,Silent Night,2021,"Comedy, Drama, Horror",,0,4.4248,"Marv,Maven Screen Media,Endeavor Content,Cloudy",438825,92,5.8/10,66%,52/100
29,tt23472210,Bookworm,2024,"Adventure, Comedy, Drama","$9,446",0,2.324,"Firefly Films,Nowhere",0,103,6.1/10,91%,64/100
30,tt31064841,Piece by Piece,2024,"Animation, Biography, Comedy","$9,756,635",16000000,2.651,"Focus Features,i am OTHER,LEGO,Tremolo Productions,Pure Imagination Studios",10591426,93,6.9/10,83%,63/100
31,tt31592660,Sumala,2024,"Horror, Thriller",,0,9.192,"Hitmaker Studios,Legacy Pictures,Masih Belajar Pictures,Role Entertainment",0,113,6.6/10,,
32,tt14301252,Zombies 3,2022,"Drama, Family, Musical",,36000000,5.4479,"Bloor Street Productions,Resonate Entertainment,Disney Branded Television",0,88,5.4/10,75%,
33,tt5563324,Intrusion,2021,"Action, Drama, Mystery",,0,2.4403,"Creator Media Entertainment,Sea Smoke Entertainment,EMJAG Productions",0,93,5.3/10,19%,39/100
34,tt23638614,Unsung Hero,2024,"Drama, Family","$20,335,239",6000000,2.3948,"for KING & COUNTRY,WTA Media,Curb Records,Radiate Films,Kingdom Story Company,Candy Rock Entertainment,A Walsh Works Production",21220422,113,7.0/10,,46/100
35,tt9664108,Voyagers,2021,"Adventure, Mystery, Sci-Fi","$3,149,935",20000000,4.8626,"Nota Bene,Thunder Road",4298184,108,5.5/10,24%,44/100
36,tt26861992,Mea Culpa,2024,"Crime, Drama, Thriller",,0,3.8308,Tyler Perry Studios,0,120,4.2/10,18%,33/100
37,tt8258502,Foe,2023,"Drama, Romance, Sci-Fi",,0,6.5439,"I Am That,See-Saw Films,Anonymous Content",0,111,5.4/10,24%,44/100
38,tt10342730,Spiral,2021,"Horror, Mystery, Thriller","$23,216,862",20000000,9.7193,"Twisted Pictures,Lionsgate,Serendipity Productions,Dahlstar",40618920,93,5.2/10,38%,40/100
39,tt5519506,Modi: Three Days on the Wing of Madness,2024,"Comedy, Drama",,10000000,1.9215,"IN.2 FILM,Barry Navidi Productions,Infinitum Nihil,Proton Cinema,Creativity Media,Red Sea Fund,Iervolino & Lady Bacardi Entertainment",0,110,,,
40,tt30343025,Foursome,2023,Drama,,0,5.1341,Vivamax,0,108,,,
41,tt24132110,Desert Fiends,2024,"Comedy, Horror, Mystery",,250000,2.3226,Gravitas Ventures,0,106,8.4/10,,
42,tt32141536,McVeigh,2024,"Drama, Thriller",,0,2.9734,"Symbolic Exchange,RogueWave,CinemaWerks,Bee-Hive Productions,Obscura",0,90,5.8/10,67%,
43,tt18973958,New Life,2023,"Horror, Thriller",,0,1.9768,"Great Lakes Vacuum Supplies Unlimited,American Storyworks",0,84,5.6/10,94%,68/100
44,tt13056008,No One Gets Out Alive,2021,"Drama, Horror, Mystery",,0,6.3623,The Imaginarium,0,85,5.4/10,68%,43/100
45,tt11724920,Dead Sea,2024,"Crime, Thriller",,0,3.852,"Del Rey Films,Laguna Six",0,88,5.3/10,,
46,tt31122323,Megamind vs. The Doom Syndicate,2024,"Animation, Action, Adventure",,0,7.1111,DreamWorks Animation Television,0,83,2.5/10,9%,
47,tt32499895,Millers in Marriage,2024,Drama,,0,3.5612,Marlboro Road Gang Productions,0,117,6.1/10,56%,
48,tt15507512,The Piano Lesson,2024,"Drama, Music",,0,5.1404,"Mundy Lane Entertainment,Escape Artists",0,127,6.2/10,88%,69/100
49,tt14502344,They/Them,2022,"Drama, Horror, Mystery",,0,3.3907,Blumhouse Productions,0,104,4.0/10,33%,46/100
50,tt5562070,Wish Dragon,2021,"Animation, Adventure, Comedy",,0,10.4201,"Sony Pictures Animation,Tencent Pictures,Base Media,Alkay Animation Prague",25860000,99,7.2/10,71%,59/100
51,tt33452942,The Killgrin,2024,Horror,,0,1.0625,"Dark Sky Films,Landed Entertainments,Zeus Pictures",0,84,,,
52,tt9663168,The Devil Conspiracy,2022,"Horror, Sci-Fi, Thriller","$765,218",0,3.5157,"Czech Anglo Pictures,Third Day Production,MBM3 Films",0,111,4.6/10,27%,37/100
53,tt13087796,I'm Your Man,2021,"Comedy, Drama, Romance","$275,155",0,4.076,"Letterbox Filmproduktion,SWR",1090661,108,7.1/10,,78/100
54,tt10223460,Marry Me,2022,"Comedy, Music, Romance","$22,438,180",23000000,7.9479,"Nuyorican Productions,Perfect World Pictures,Kung Fu Monkey Productions",44000000,112,6.1/10,61%,51/100
55,tt13575806,Back to the Outback,2021,"Animation, Adventure, Comedy",,0,5.213,Netflix,0,92,6.5/10,81%,58/100
56,tt10763820,Night Teeth,2021,"Action, Crime, Drama",,21700000,5.8439,"42,Unique Features",0,107,5.7/10,38%,42/100
57,tt22796890,Hell House LLC Origins: The Carmichael Manor,2023,"Horror, Mystery",,0,2.4319,"Cognetti Films,Marlyous' Boys",0,98,6.2/10,88%,
58,tt20916568,The Wrath of Becky,2023,"Action, Thriller","$168,109",0,5.9822,"Post Film,BoulderLight Pictures,Media Finance Capital,RainMaker Films,Yale Productions",0,83,6.1/10,89%,51/100
59,tt10462154,The Most Precious of Cargoes,2024,"Animation, Drama",,0,4.0639,"Agat Films & Cie / Ex Nihilo,Les Films du Fleuve,StudioCanal,Prima Linéa Productions,Les Compagnons du Cinéma,VOO,RTBF,France 3 Cinéma,BeTV",4286828,80,7.1/10,67%,57/100
60,tt11832046,PAW Patrol: The Movie,2021,"Animation, Action, Adventure","$40,127,371",26000000,13.6185,"Spin Master,Nickelodeon Movies,Paramount Pictures,Mikros Image,Mikros Animation",144327371,86,6.1/10,82%,50/100
61,tt6338498,Vivo,2021,"Animation, Adventure, Comedy",,0,7.6288,"Sony Pictures Animation,Columbia Pictures,Laurence Mark Productions,One Cool Pictures,Sony Pictures",0,103,6.7/10,86%,66/100
62,tt6246322,Don't Breathe 2,2021,"Action, Crime, Horror","$32,712,950",15000000,4.206,"Ghost House Pictures,Stage 6 Films,Good Universe,Bad Hombre,Screen Gems",53785551,98,6.0/10,,46/100
63,tt32119268,Baby,2024,Drama,,0,2.3041,"Cup Filmes,Plateau Produções,Still Moving,Kaap Holland Film,Circe Films,Desbun Filmes,Canal Brasil,Telecine",0,107,,,
64,tt32880932,V/H/S/Beyond,2024,"Horror, Sci-Fi, Thriller",,0,6.7095,"Bloody Disgusting,Shudder,Cinepocalypse,Studio71,Spooky Pictures,Image Nation Abu Dhabi",0,114,5.9/10,90%,65/100
65,tt14147224,Mindcage,2022,"Crime, Drama, Mystery",,0,3.0628,"Boomtown Media Partners,Daniel Grodnik Productions,Buffalo 8,BondIt,Lionsgate",0,97,4.6/10,18%,
66,tt11433906,Winner,2024,"Biography, Comedy",,0,6.1439,"Shivhans Pictures,1Community,Big Beach,Scythia Films,Thundersnow Pictures",0,103,6.4/10,54%,
67,tt26758372,Meiyazhagan,2024,"Drama, Family",,0,2.4169,2D Entertainment,0,177,8.4/10,,
68,tt23157384,Sew Torn,2024,"Comedy, Thriller",,0,1.3188,"Orisono Productions,Barry Navidi Productions,Macdonald Entertainment Partners",0,96,7.3/10,95%,
69,tt15189534,The Wrath of God,2022,"Drama, Thriller",,0,2.4766,Buffalo Films,0,97,5.8/10,29%,
70,tt19811010,The Remarkable Life of Ibelin,2024,"Documentary, Animation, Biography",,0,4.0725,"Medieoperatørene,VGTV",0,103,8.3/10,97%,78/100
71,tt8521876,Yes Day,2021,"Comedy, Family",,0,6.4105,"Entertainment 360,Grey Matter Productions",0,86,5.7/10,52%,46/100
72,tt23630030,Harbin,2024,"Action, Crime, History",,0,6.153,"Hive Media Corp,Gemstone Pictures",31399844,108,,88%,
73,tt33381920,You Are the Apple of My Eye,2024,"Drama, Romance",,0,4.7411,"Studio Take,Jayuro Pictures",302086,102,7.6/10,,
74,tt8002382,The Marsh King's Daughter,2023,"Crime, Drama, Mystery","$1,792,905",0,2.7799,"Black Bear Pictures,Anonymous Content,STXfilms",0,109,5.9/10,40%,47/100
75,tt21154574,Year 10,2024,"Horror, Sci-Fi",,0,5.4454,BK Studios,0,96,5.5/10,,
76,tt12788488,Deadstream,2022,"Comedy, Horror",,0,3.3564,"Winterspectre Entertainment,Jared R Cook Productions,Stonehaven Entertainment,Freeway CAM B.V.",1031519,88,6.4/10,92%,67/100
77,tt30321133,Will & Harper,2024,Documentary,,0,5.7723,"Delirio Films,Wayfarer Studios,Gloria Sanchez Productions",0,114,7.4/10,99%,74/100
78,tt3797512,Barb and Star Go to Vista Del Mar,2021,"Comedy, Fantasy",,0,6.4622,"Gloria Sanchez Productions,Lionsgate",0,107,6.3/10,81%,64/100
79,tt13539646,The Wandering Earth II,2023,"Action, Adventure, Drama","$5,023,132",73800000,12.849,"China Film Group Corporation,Guo Fan Culture and Media",615023132,173,6.7/10,83%,56/100
80,tt30414712,The Visitor,2024,Comedy,,0,0.9085,a/political,0,101,,100%,
81,tt21245882,Through My Window: Across the Sea,2023,"Comedy, Drama, Romance",,0,8.9501,Nostromo Pictures,0,110,5.1/10,,
82,tt2965408,Lost on a Mountain in Maine,2024,"Adventure, Drama, Family","$919,785",0,4.4513,"Balboa Productions,Great Mountain",0,115,6.7/10,53%,
83,tt21057800,Parachute,2023,"Comedy, Drama, Romance",,96,3.2599,"Yale Productions,The Space Program,Post Film,Great Escape,BondIt Media Capital,Carte Blanche",0,109,6.2/10,83%,
84,tt14158346,Sharp Stick,2022,Comedy,,0,3.4238,"FilmNation Entertainment,Good Thing Going",68598,96,4.9/10,50%,53/100
85,tt13978520,Spy Kids: Armageddon,2023,"Action, Comedy, Family",,0,5.2438,"Skydance Media,Spyglass Media Group,Double R Productions",0,94,4.3/10,56%,55/100
86,tt13880104,Happening,2021,Drama,"$181,023",0,3.0983,"France 3 Cinéma,Rectangle Productions,Srab Films,Wild Bunch",171765,100,7.4/10,99%,86/100
87,tt21957774,Irish Wish,2024,"Comedy, Fantasy, Romance",,0,2.3489,"Motion Picture Corporation of America,Brad Krevoy Productions,Netflix",0,94,5.2/10,42%,46/100
88,tt8593824,The Old Way,2023,"Action, Drama, Western",,0,2.6785,"Intercut Capital,Saturn Films,Tri-Fold Pictures,EchoWolf Productions,Capstone Studios",0,95,5.5/10,32%,43/100
89,tt13229894,God's Crooked Lines,2022,"Drama, Mystery, Thriller",,0,4.6796,"Nostromo Pictures,Atresmedia,Warner Bros. Entertainment España,TV3,Filmayer,Orange",0,155,7.1/10,,
90,tt4028464,The Innocents,2021,"Drama, Fantasy, Horror","$30,053",3400000,2.733,"Mer Film,Zentropa International Sweden,Bufo,Snow Globe Productions,Don't Look Now,Film i Väst,Logical Pictures,Zefyr Media Fund,DR,Norsk Filminstitutt,Det Danske Filminstitut,Finnish Film Foundation,Svenska Filminstitutet,Nordisk Film & TV Fond,Eurimages,Protagonist Pictures,YLE",322000,117,7.0/10,95%,79/100
91,tt6733874,America: The Motion Picture,2021,"Animation, Action, Adventure",,0,3.7747,"Floyd County Productions,Lord Miller,Free Association",0,97,5.6/10,34%,38/100
92,tt26612950,The Teachers' Lounge,2023,Drama,"$628,218",0,2.5977,"if... Productions,ZDF,ARTE",0,98,7.4/10,96%,82/100
93,tt29713093,We Bury the Dead,2024,"Horror, Thriller",,0,1.2225,"Campfire Studios,Gramercy Park Entertainment,Lotterywest,ScreenWest,Screen Australia,The Penguin Empire",0,92,,88%,
94,tt15507128,The Trouble with Jessica,2023,Comedy,,0,1.8207,,0,89,5.9/10,75%,
95,tt28066777,Orion and the Dark,2024,"Animation, Adventure, Comedy",,0,6.2754,DreamWorks Animation,0,90,6.3/10,92%,72/100
96,tt2256055,Witchboard,2024,"Horror, Mystery",,20000000,1.1142,"A-Nation Media,Gala Film",0,112,8.1/10,100%,
97,tt6722802,Marlowe,2022,"Crime, Mystery, Thriller","$4,350,243",20000000,4.893,"Parallel Films,H2L Media Group,Nickel City Pictures,StoryBoard Media,Davis Films,Aperture Media Partners,Elipsis Capital,Jeff Rice Films,The Foley Lab,Fís Éireann/Screen Ireland,Parallel Film Productions",6262663,109,5.4/10,26%,41/100
98,tt6968614,The Mother,2023,"Action, Thriller",,0,5.9602,"Vertigo Entertainment,Nuyorican Productions",0,115,5.6/10,43%,45/100
99,tt15744108,Los Frikis,2024,Drama,"$157,777",0,7.6991,"Lord Miller,New Slate Ventures",142723,105,7.6/10,85%,
100,tt14376344,Cha Cha Real Smooth,2022,"Comedy, Drama",,0,5.6277,"Picturestart,TeaTime Pictures,Endeavor Content",0,108,7.3/10,85%,69/100
101,tt3513500,Chip 'n Dale: Rescue Rangers,2022,"Animation, Action, Adventure",,70000000,9.3575,"Walt Disney Pictures,Mandeville Films",623190,99,6.9/10,,66/100
102,tt13231544,About Dry Grasses,2023,Drama,"$118,955",3720000,1.4726,"NBC Film,Memento Films Production,Komplizen Film,Second Land,Film i Väst,ARTE France Cinéma,BR,Playtime,TRT Sinema,TRT,Kültür ve Turizm Bakanlığı,TRT 12 Punto,Sinema Genel Müdürlügü",0,197,7.7/10,92%,88/100
103,tt4960748,Till,2022,"Biography, Crime, Drama","$9,000,202",33000000,5.7163,"Frederick Zollo Productions,Whoop/One Ho Productions/Lil' Whoop Productions,EON Productions,Orion Pictures",11498884,131,7.2/10,96%,77/100
104,tt10341034,Black Box,2021,"Drama, Mystery, Thriller",,10722240,3.6912,"24 25 Films,WY Productions",9738741,130,7.2/10,72%,
105,tt4136456,The Virtuoso,2021,"Action, Thriller",,0,4.0124,"Lionsgate,NAZZ Productions",0,110,5.0/10,19%,24/100
106,tt21027780,Fallen Leaves,2023,"Comedy, Drama, Romance","$954,307",1480000,4.0344,"Sputnik,Bufo,Pandora Film",12400000,81,7.3/10,97%,86/100
107,tt7475578,Munich: The Edge of War,2021,"Biography, Drama, History",,0,3.0901,"Turbine Studios,FremantleMedia,Euston Films,Turbine Studios",0,130,6.8/10,84%,53/100
108,tt12350938,Sunflower,2023,Drama,,0,0.7376,Pancake Originals,0,84,,,
109,tt13657394,Turno Nocturno,2024,Horror,,0,49.4817,"Sony Pictures International Productions,EFICINE 189",0,107,5.3/10,,
110,tt30227076,Black Box Diaries,2024,Documentary,"$22,313",0,3.4463,"STAR SANDS,Hanashi Films,Cineric Creative,Spark Features",0,103,7.7/10,98%,82/100
111,tt8178762,Detained,2024,Thriller,,0,5.8153,Kinogo Pictures,0,97,4.8/10,74%,
112,tt14270702,God Is a Bullet,2023,"Action, Crime, Horror",,0,4.8641,"Patriot Pictures,Itaca Films,Lost Winds Entertainment,XYZ Films",0,155,5.7/10,24%,31/100
113,tt12964320,Role Play,2024,"Action, Comedy, Romance",,0,7.7848,"StudioCanal,The Picture Company,Studio Babelsberg,StudioCanal",0,101,5.5/10,100%,38/100
114,tt34466483,Striking Rescue,2024,Action,,0,24.4017,Youku,0,106,,,
115,tt13429870,Robot Dreams,2023,"Animation, Comedy, Drama","$875,215",5300000,7.1353,"Arcadia Motion Pictures,LokizFilms,Noodles Production,Les films du Worso",4656348,102,7.6/10,98%,87/100
116,tt27573123,In Flight,2024,Thriller,,0,1.2888,,0,0,,,
117,tt9288692,Werewolves Within,2021,"Comedy, Horror, Mystery","$575,783",6500000,4.5135,"Vanishing Angle,Ubisoft Film & Television",937490,97,6.0/10,86%,66/100
118,tt2015349,The Greatest Hits,2024,"Drama, Music, Romance",,0,2.0693,"Groundswell Productions,Flying Point,Searchlight Pictures",0,94,6.2/10,49%,50/100
119,tt14824590,On the Line,2022,Thriller,,0,3.9558,"CaliWood Pictures,R-Lines Productions",0,104,5.4/10,21%,
120,tt21276958,Babes,2024,Comedy,"$3,800,038",3700000,5.8964,"FilmNation Entertainment,Range Media Partners,Starrpix",3663309,104,6.3/10,88%,72/100
121,tt32086046,Souleymane's Story,2024,Drama,,0,1.9502,UNITÉ,0,92,7.7/10,100%,81/100
122,tt21347764,Ex-Husbands,2023,"Comedy, Drama",,0,2.8504,"Pimienta Films,Rathaus Films,Bold Choices,Play Book Productions,Greenwich Entertainment",0,98,,83%,
123,tt27459160,Teri Baaton Mein Aisa Uljha Jiya,2024,"Comedy, Drama, Romance",,0,3.7043,"Maddock Films,Jio Studios",0,143,6.2/10,43%,
124,tt15509244,Happiness for Beginners,2023,"Comedy, Drama, Romance",,0,1.5938,"Cranetown Media,Synthetic Cinema International",0,103,6.1/10,35%,
125,tt10945288,The Wolf and the Lion,2021,"Adventure, Drama, Family","$2,072,173",11900000,3.9225,"Galatée Films,Mai Juin Productions,StudioCanal,Super Écran,SODEC,Canal+,Ciné+,Transfilm International,M6 Films,Sphere Films",15300000,99,6.2/10,30%,36/100
126,tt14592948,Loving Adults,2022,"Crime, Drama, Thriller",,0,3.803,SF Studios,0,106,6.5/10,,
127,tt12453124,The Wait,2021,"Drama, Romance",,0,2.1575,Backmann & Hoderoff,0,100,5.6/10,,
128,tt12141112,Metal Lords,2022,"Comedy, Music",,0,4.1963,Bighead Littlehead,0,97,6.7/10,62%,59/100
129,tt13774454,Superwho?,2021,"Action, Comedy",,0,2.4199,"StudioCanal,Cinéfrance Studios,BAF Prod,TF1 Films Production,TF1 Studio,Panache Productions,La Compagnie Cinématographique,Canal+,Ciné+,TF1,TMC",7375119,82,6.2/10,,
130,tt16280138,Magic Mike's Last Dance,2023,"Comedy, Drama","$26,005,156",45000000,6.8285,"Warner Bros. Pictures,Nick Wechsler Productions,Free Association",52000000,112,5.2/10,48%,52/100
131,tt11539996,Relay,2024,Thriller,,0,0.9865,"Thunder Road,Sigma Films,Black Bear Pictures",0,112,,80%,
132,tt8373206,About My Father,2023,Comedy,"$12,089,391",29100000,5.2,"Lionsgate,Depth of Field,Media Capital Technologies",18167819,90,5.7/10,37%,39/100
133,tt28225049,Girls on Film,2023,"Drama, Romance, Thriller",,0,0.9193,Leslin Films,0,97,5.5/10,,
134,tt20420628,Freud's Last Session,2023,Drama,"$906,283",10000000,2.4953,"WestEnd Films,CAA Media Finance,14 Sunset,LB Entertainment,Last Session Productions,Traveling Picture Show Company,M.Y.R.A. Entertainment,Subotica",1697993,109,6.1/10,44%,
135,tt9731598,Bros,2022,"Comedy, Romance","$11,628,165",22000000,8.1943,"Universal Pictures,Apatow Productions,Stoller Global Solutions",14800000,115,6.4/10,89%,72/100
136,tt20674132,Birdeater,2023,"Drama, Thriller",,0,14.8651,"Breathless Films,Fax Machine,Four Leg Films,Dark Sky Films",0,115,6.6/10,75%,
137,tt28313478,The Vourdalak,2023,"Drama, Fantasy, Horror","$46,937",0,0.9261,"Les Films du Bal,Master Movies,CNC,Région Occitaine,Cinémage 17,Amazon Studios France,Fonds de Dotation Agnès b.,Départment de l'Aveyron",55009,91,6.4/10,96%,76/100
138,tt14642626,Sick,2022,"Horror, Mystery, Thriller",,83,4.3934,"Miramax,Outerbanks Entertainment,Blumhouse Productions",0,83,6.0/10,85%,62/100
139,tt27496775,Sons,2024,"Drama, Thriller",,0,3.9968,"Nordisk Film Denmark,Les Films du Losange,DR,SVT,Nordisk Film Sweden",0,100,,82%,
140,tt6932874,The Boss Baby: Family Business,2021,"Animation, Adventure, Comedy","$57,300,280",82000000,12.1139,"DreamWorks Animation,Universal Pictures",146745280,107,5.9/10,46%,39/100
141,tt20879602,Maybe I Do,2023,"Comedy, Romance","$1,293,722",7500000,5.1071,"Fifth Season,Vincent Newman Entertainment",4393504,95,5.0/10,31%,42/100
142,tt13927994,Salaar,2023,"Action, Crime, Drama","$8,929,282",34000000,6.7374,Hombale Films,87229100,175,6.6/10,,
143,tt10442352,Thelma the Unicorn,2024,"Animation, Adventure, Comedy",,0,9.6139,Netflix,0,98,5.7/10,60%,64/100
144,tt10083340,Gangubai Kathiawadi,2022,"Biography, Crime, Drama","$592,000",12000000,2.6589,"Bhansali Productions,Pen Studios",25300000,157,7.8/10,91%,
145,tt5302918,Nyad,2023,"Biography, Drama, Sport",,0,4.3376,"Black Bear Pictures,Mad Chance,SPG3 Entertainment,Zurich Avenue",0,121,7.1/10,85%,63/100
146,tt18161082,Turn Me On,2024,"Comedy, Romance, Sci-Fi",,0,4.1644,"Truant Pictures,Blue Creek Pictures",0,99,,,
147,tt10315050,Dampyr,2022,"Fantasy, Horror",,15000000,5.0945,"Sergio Bonelli Editore,Eagle Pictures,Brandon Box",362113,109,5.4/10,,
148,tt13049516,Rose Blood: A Friday the 13th Fan Film,2021,Horror,,0,0.0071,,0,0,5.7/10,,
149,tt26546123,Beautiful Wedding,2024,"Comedy, Romance",,0,3.2342,"Voltage Pictures,Wattpad",1781246,95,4.1/10,,
150,tt27410895,Let Go,2024,Drama,,0,3.5612,Warner Bros. International Television Production Sweden,0,110,7.0/10,,
151,tt15799866,Silent Night,2023,"Action, Thriller","$8,012,103",0,5.777,"Thunder Road,Capstone Group,A Better Tomorrow Films,Lionsgate",0,104,5.3/10,60%,53/100
152,tt14309446,Me Time,2022,Comedy,,0,6.665,"Particular Pictures,HartBeat Productions",0,105,5.1/10,7%,25/100
153,tt28129054,Take Cover,2024,"Action, Thriller",,0,7.2974,,0,89,5.1/10,,
154,tt14668630,"Lyle, Lyle, Crocodile",2022,"Adventure, Comedy, Family","$46,888,441",50000000,8.7547,"Eagle Pictures,Columbia Pictures",104088441,106,6.1/10,71%,51/100
155,tt12226632,Big George Foreman,2023,"Biography, Drama, Sport","$5,426,772",32000000,7.7274,"Mandalay Pictures,Affirm Films",3800000,129,6.6/10,,45/100
156,tt20256412,Hard Feelings,2023,Comedy,,0,2.6257,Rat Pack Filmproduktion,0,103,4.8/10,,
157,tt30024043,The Prosecutor,2024,"Action, Thriller","$407,965",38500000,6.3497,"Mandarin Motion Pictures,China’s Huace Pictures,Super Bullet Pictures",128093757,117,6.8/10,93%,66/100
158,tt30320639,Tendaberry,2024,"Drama, Romance",,0,2.3068,"Neon Heart Productions,Flies Collective,Dweck Productions,Spark Features",0,117,6.5/10,92%,
159,tt23647954,Far Haven,2023,Western,,0,1.1258,"INSP Films,Brain Power Studio",0,90,5.8/10,,
160,tt12724306,Glorious,2022,"Horror, Mystery, Thriller",,0,1.8629,"FallBack Plan Productions,AMP International,Citizen Skull Productions,Eyevox,Anarchy Post",0,79,5.6/10,88%,60/100
161,tt9203694,Stowaway,2021,"Adventure, Sci-Fi, Thriller",,10000000,3.0937,"RainMaker Films,Yale Productions,Augenschein Filmproduktion,Black Canopy Films,MMC Movies,Phiphen Pictures,RISE PICTURES,Stage 6 Films,XYZ Films,WeFadeToGrey,Bavaria Film",0,117,5.7/10,76%,63/100
162,tt30454602,The Last Journey,2024,Documentary,,0,0.7848,Nexiko,279347,90,8.2/10,85%,
163,tt12311620,Breaking,2022,"Crime, Drama, Thriller","$2,806,359",0,6.2771,"Salmira Productions,Little Lamb Productions,Epic,UpperRoom Productions",2805642,103,6.3/10,81%,66/100
164,tt26743414,Monsieur Aznavour,2024,"Biography, Drama, Music",,28000000,3.4427,"Kallouche Cinéma,Pathé,TF1 Films Production,Beside Productions,Logical Content Ventures,Bulgarian National Film Center,Mandarin & Compagnie",15198387,134,7.3/10,,
165,tt12627606,Midas Man,2024,"Biography, Drama, Music",,0,1.9433,Er Dong Pictures,0,112,6.4/10,82%,
