Title,Year,Genre,BoxOffice,budget,popularity,production_companies,revenue,runtime,Internet Movie Database,Rotten Tomatoes,Metacritic,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
Thanksgiving,2023,"Comedy, Horror, Mystery","$31,908,884",15.0,8.22,"Electromagnetic Productions,Dragonfly Entertainment,Spyglass Media Group",46.55328,106,62.0,84.0,63.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Morbius,2022,"Action, Adventure, Horror","$73,865,530",75.0,11.7307,"Columbia Pictures,Matt Tolmach Productions,Arad Productions",167.635712,105,51.0,15.0,35.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Crimes of the Future,2022,"Drama, Horror, Sci-Fi","$2,452,882",27.0,4.8015,"Serendipity Point Films,Téléfilm Canada,Ingenious Media,Argonauts Productions,RocketScience,E.R.T.",4.551565,107,58.0,80.0,68.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Boy Kills World,2023,"Action, Crime, Thriller","$2,626,127",18.0,8.3236,"Vertigo Entertainment,Hammerstone Studios,Nthibah Pictures,Capstone Global",3.139717,110,64.0,58.0,47.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Three Thousand Years of Longing,2022,"Drama, Fantasy, Romance","$8,286,741",60.0,8.9596,"FilmNation Entertainment,Elevate Production Finance,Sunac Pictures,Kennedy Miller Mitchell",20.3,108,67.0,71.0,60.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Ferrari,2023,"Biography, Drama, History","$18,550,028",95.0,3.2533,"STXfilms,Forward Pass,Storyteller Productions,Ketchup Entertainment,Esme Grace Media,Cecchi Gori USA,Red Sea Fund,Red Sea Film Festival Foundation,Iervolino & Lady Bacardi Entertainment",39.220516,131,64.0,72.0,73.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Ambulance,2022,"Action, Crime, Drama","$22,781,115",40.0,9.4479,"Bay Films,Endeavor Content,New Republic Pictures,Project X Entertainment",52.303589,136,61.0,68.0,55.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Moonfall,2022,"Action, Adventure, Sci-Fi","$19,060,660",146.0,9.7516,"Centropolis Entertainment,Street Entertainment,Lionsgate,AGC Studios,Huayi Tencent Entertainment,Huayi Brothers International",67.319703,131,52.0,35.0,41.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BlackBerry,2023,"Biography, Comedy, Drama","$1,476,597",5.0,4.0615,"Zapruder Films,Rhombus Media,IPR.VC,XYZ Films",2.6,120,73.0,97.0,78.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jungle Cruise,2021,"Action, Adventure, Comedy","$116,987,516",200.0,13.6362,"Walt Disney Pictures,Seven Bucks Productions,Davis Entertainment,Flynn Picture Company",220.889446,127,66.0,62.0,50.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Bad Guys,2022,"Animation, Adventure, Comedy","$97,459,240",80.0,13.9717,DreamWorks Animation,250.162278,100,68.0,88.0,64.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Beast,2023,"Drama, Romance, Sci-Fi","$413,978",8.4,6.5527,"Les films du Bélier,My New Picture,Sons of Manual,ARTE France Cinéma,AMI,Jamal Zeinal Zade",0.760979,146,65.0,86.0,80.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
The First Omen,2024,Horror,"$20,092,802",30.0,13.7398,"Phantom Four,20th Century Studios",53.992802,119,65.0,83.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lightyear,2022,"Animation, Action, Adventure","$118,307,188",200.0,9.3123,"Pixar,Walt Disney Pictures",226.42542,105,61.0,74.0,60.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ticket to Paradise,2022,"Comedy, Drama, Romance","$68,275,985",20.0,6.4292,"Smoke House Pictures,Red Om Films,Working Title Films,Universal Pictures",168.8,104,61.0,57.0,50.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
American Fiction,2023,"Comedy, Drama","$21,098,470",16.0,3.397,"MRC,T-Street,3 Arts Entertainment,Almost Infinite",22.48337,117,75.0,93.0,81.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bodies Bodies Bodies,2022,"Comedy, Horror, Mystery","$11,446,602",3.0,9.08,"A24,2AM",13.9,94,62.0,86.0,69.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
The Woman King,2022,"Action, Drama, History","$67,328,130",50.0,10.3701,"TriStar Pictures,JuVee Productions,Entertainment One,Welle Entertainment,TSG Entertainment II",97.3,135,69.0,94.0,76.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Dream Scenario,2023,"Comedy, Drama, Fantasy","$5,742,193",10.0,8.3654,"A24,Square Peg,Saturn Films",14.114415,102,68.0,91.0,74.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Garfield Movie,2024,"Animation, Adventure, Comedy","$91,956,547",60.0,28.2109,"Alcon Entertainment,DNEG,Wayfarer Studios,One Cool Group,Stage 6 Films,Andrews McMeel Entertainment,John Cohen Productions",254.907482,100,57.0,37.0,31.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tár,2022,"Drama, Music","$6,773,650",35.0,8.7905,"Focus Features,Standard Film Company,EMJAG Productions",29.048571,158,74.0,,93.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
May December,2023,Drama,,20.0,6.5851,"Gloria Sanchez Productions,Killer Films,MountainA,Taylor & Dodge,Project Infinity",4.23237,117,68.0,91.0,86.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Many Saints of Newark,2021,"Crime, Drama","$8,237,403",50.0,7.9254,"HBO Films,New Line Cinema,Chase Films",13.037403,120,63.0,72.0,60.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Candyman,2021,"Horror, Thriller","$61,186,570",25.0,6.0719,"Metro-Goldwyn-Mayer,Monkeypaw Productions,Bron Studios,Universal Pictures",77.41157,91,59.0,84.0,72.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Wish,2023,"Animation, Adventure, Comedy","$63,973,821",175.0,13.0114,"Walt Disney Pictures,Walt Disney Animation Studios",254.99736,95,56.0,48.0,47.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Beetle,2023,"Action, Adventure, Sci-Fi","$72,488,072",104.0,16.1261,"Warner Bros. Pictures,The Safran Company,DC Films",130.788072,128,59.0,78.0,61.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Harold and the Purple Crayon,2024,"Animation, Adventure, Comedy","$17,640,924",40.0,13.5768,"Davis Entertainment,Columbia Pictures,TSG Entertainment",32.227855,90,57.0,27.0,34.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luca,2021,"Animation, Adventure, Comedy","$1,324,302",200.0,18.3931,"Pixar,Walt Disney Pictures",51.074773,95,74.0,91.0,71.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Back to Black,2024,"Biography, Drama, Music","$6,157,705",30.0,6.5838,"Monumental Pictures,StudioCanal",51.001975,122,63.0,35.0,43.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
The Boogeyman,2023,"Horror, Mystery, Thriller","$43,244,282",35.0,5.7762,"21 Laps Entertainment,20th Century Studios",82.344833,99,59.0,61.0,55.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Turning Red,2022,"Animation, Adventure, Comedy","$1,399,001",175.0,17.8893,"Walt Disney Pictures,Pixar",21.328962,100,69.0,95.0,83.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matilda: The Musical,2022,"Comedy, Drama, Family",,25.0,7.883,"Working Title Films,The Roald Dahl Story Company",37.289659,117,70.0,,72.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Malignant,2021,"Crime, Horror, Mystery","$13,391,791",40.0,9.1422,"New Line Cinema,Atomic Monster,Starlight Media,My Entertainment",34.891791,111,62.0,77.0,51.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
The Conjuring: The Devil Made Me Do It,2021,"Horror, Mystery, Thriller","$65,631,050",39.0,14.6804,"New Line Cinema,The Safran Company,Atomic Monster",206.43105,111,63.0,56.0,53.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
The Little Things,2021,"Crime, Drama, Mystery","$15,342,746",30.0,9.0984,"Warner Bros. Pictures,Gran Via Productions",29.942746,128,63.0,44.0,54.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Resident Evil: Welcome to Raccoon City,2021,"Action, Horror, Sci-Fi","$17,000,612",25.0,11.1847,"Constantin Film,Davis Films,Screen Gems",41.914915,107,52.0,30.0,44.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Migration,2023,"Animation, Adventure, Comedy","$127,630,880",72.0,25.7212,"Universal Pictures,Illumination",298.776052,83,66.0,73.0,56.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bones and All,2022,"Drama, Horror, Romance","$7,834,907",16.0,6.9637,"Frenesy Film,Per Capita Productions,MeMo Films,The Apartment Pictures,3 Marys Entertainment,Tenderstories,Elafilm",15.234907,130,68.0,82.0,74.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
The Nun II,2023,"Horror, Mystery, Thriller","$86,267,073",38.5,16.5648,"New Line Cinema,Atomic Monster,The Safran Company",269.67059,110,56.0,51.0,47.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Judas and the Black Messiah,2021,"Biography, Drama, History","$5,478,009",26.0,8.178,"MACRO,Bron Studios,Participant,Proximity Media",6.416063,126,74.0,96.0,84.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Knock at the Cabin,2023,"Horror, Mystery, Thriller","$35,397,980",20.0,7.81,"Blinding Edge Pictures,FilmNation Entertainment,Wishmore",54.7,100,61.0,67.0,63.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Army of Thieves,2021,"Action, Comedy, Crime",,30.0,6.6047,"Pantaleon Films,The Stone Quarry,Film United",46.9,127,64.0,69.0,49.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Boys in the Boat,2023,"Biography, Drama, Sport","$52,641,306",40.0,4.3704,"Smoke House Pictures,Metro-Goldwyn-Mayer,Spyglass Media Group",54.401583,124,70.0,57.0,54.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Renfield,2023,"Action, Comedy, Fantasy","$17,297,895",65.0,8.8187,"Skybound Entertainment,Universal Pictures,Giant Wildcat",26.874347,93,64.0,58.0,53.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hotel Transylvania 4: Transformania,2022,"Animation, Adventure, Comedy",,75.0,19.6221,"Sony Pictures Animation,Sony Pictures,MRC,Columbia Pictures",18.5,92,60.0,47.0,46.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tarot,2024,Horror,"$18,771,004",8.0,12.0475,"Screen Gems,Alloy Entertainment,Ground Control Entertainment,Capstone Pictures",49.256239,92,48.0,17.0,36.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Raya and the Last Dragon,2021,"Animation, Action, Adventure","$54,723,032",100.0,16.99,"Walt Disney Pictures,Walt Disney Animation Studios",130.423032,107,73.0,93.0,74.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santosh,2024,"Crime, Drama, Thriller",,2.5,6.5436,"Good Chaos,Haut et Court,Razor Film Produktion,MK2 Films,Suitable Pictures,ZDF/Arte,L'Aide aux Cinémas du Monde,CNC,Institut Français",1.097812,128,72.0,100.0,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Book Club: The Next Chapter,2023,"Comedy, Romance","$17,581,565",20.0,5.2264,"Makeready,Fifth Season,Apartment Story,Focus Features,Universal Pictures",27.849137,108,56.0,46.0,46.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dumb Money,2023,"Biography, Comedy, Drama","$13,925,356",30.0,11.4843,"Black Bear Pictures,Ryder Picture Company,Winklevoss Pictures",20.703794,105,69.0,84.0,66.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Joy Ride,2023,Comedy,"$12,897,789",20.0,5.3639,"Lionsgate,Point Grey Pictures,Red Mysterious Hippo",15.8,94,64.0,90.0,74.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saw X,2023,"Horror, Mystery, Thriller","$53,607,898",13.0,14.7171,"Twisted Pictures,Lionsgate",125.319714,118,66.0,81.0,60.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Reagan,2024,"Biography, Drama, History","$30,047,417",25.0,7.1064,"Rawhide Pictures,Voltage Pictures,Brookwell-McNamara Entertainment",30.107173,140,62.0,,22.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Freelance,2023,"Action, Comedy","$5,314,136",40.0,9.5367,"Endurance Media,AGC Studios,Sentient Entertainment,Signature Films,Wideangle Films,Lipsync Productions",9.112817,108,55.0,11.0,26.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maestro,2023,"Biography, Drama, History",,80.0,6.4502,"Amblin Entertainment,Fred Berner Films,Sikelia Productions,Lea Pictures",0.3,129,65.0,,77.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Red Rocket,2021,"Comedy, Drama","$1,023,086",1.1,4.4371,"FilmNation Entertainment,Cre Film",2.2,130,71.0,90.0,76.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Beating Hearts,2024,"Crime, Drama, Romance",,37.315205,11.2845,"Trésor Films,Chi-Fou-Mi Productions,StudioCanal,Cool Industrie,France 2 Cinéma,Artémis Productions,Proximus,VOO & Be tv",36.010728,166,73.0,33.0,50.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Afraid,2024,"Horror, Mystery, Sci-Fi","$6,725,687",12.0,6.8254,"Blumhouse Productions,Depth of Field",12.977758,84,52.0,23.0,28.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
Pig,2021,"Drama, Mystery","$3,186,668",3.0,5.1163,"AI Film,Pulse Films,Saturn Films,Valparaiso Pictures,BlockBox Entertainment,Endeavor Content",3.889432,92,69.0,97.0,82.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
See How They Run,2022,"Comedy, Crime, Mystery","$9,586,237",40.0,6.7526,"Searchlight Pictures,DJ Films,TSG Entertainment",21.921551,99,65.0,75.0,60.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Memory,2022,"Action, Crime, Thriller","$7,329,043",30.0,8.3604,"Black Bear Pictures,Welle Entertainment,Saville Productions,Open Road Films,STXfilms",13.9,114,57.0,29.0,41.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kalki 2898 AD,2024,"Action, Adventure, Drama","$18,289,575",75.0,9.8264,"Vyjayanthi Movies,Annapurna Studios",141.0,176,70.0,77.0,65.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Marksman,2021,"Action, Drama, Thriller","$15,566,093",23.0,8.3799,"Sculptor Media,Zero Gravity Management,Cutting Edge Group,Stonehouse Motion Pictures,Voltage Pictures",23.076711,108,57.0,38.0,44.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Space Jam: A New Legacy,2021,"Animation, Adventure, Comedy","$70,592,228",150.0,13.7216,"Warner Animation Group,Proximity Media,Warner Bros. Pictures,The SpringHill Company",163.692228,115,45.0,25.0,36.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthur the King,2024,"Adventure, Drama, Sport","$25,049,006",19.0,12.9605,"Entertainment One,Tucker Tooley Entertainment,Municipal Pictures,Atmosphere Entertainment MM",40.829138,107,70.0,69.0,54.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Asterix & Obelix: The Middle Kingdom,2023,"Adventure, Comedy, Family",,72.0,10.9242,"Les Éditions Albert René,Les Enfants Terribles,Pathé,Trésor Films,Artémis Productions,Canal+,White and Yellow Films,OCS,TF1,TF1 Films Production",46.497678,112,51.0,44.0,,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Outfit,2022,"Crime, Drama, Mystery","$3,344,040",5.0,6.3646,"Focus Features,FilmNation Entertainment,Unified Theory,Scoop Productions",4.0,105,72.0,86.0,69.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Humanist Vampire Seeking Consenting Suicidal Person,2023,"Comedy, Drama, Fantasy","$15,092",3.0,25.6609,"Art et essai,h264",0.097578,91,70.0,90.0,,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Forge,2024,"Drama, Family","$29,123,632",5.0,17.8912,"Affirm Films,Kendrick Brothers,Provident Films",40.392664,123,67.0,63.0,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Nefarious,2023,"Horror, Thriller","$5,433,685",3.0,7.3677,"Believe Entertainment,Soli Deo Gloria Releasing",5.4,98,64.0,35.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Living,2022,Drama,"$3,038,113",10.0,4.1809,"Number 9 Films,Film4 Productions,County Hall Arts,Lipsync Productions,RocketScience,Kurosawa Production,Filmgate Films,Film i Väst,Woolley/Karlsen Productions",6.999027,102,72.0,96.0,81.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Minions: The Rise of Gru,2022,"Animation, Adventure, Comedy","$370,549,695",85.0,19.207,"Universal Pictures,Illumination",940.203765,87,65.0,69.0,56.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesus Revolution,2023,"Biography, Drama, History","$52,102,987",15.0,5.4786,"Lionsgate,Kingdom Story Company,A Walsh Works Production",52.3,120,71.0,55.0,46.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Vault,2021,"Action, Thriller",,15.0,7.6464,"Ciudadano Ciskul,Telecinco Cinema,Think Studio,TF1 Studio,Mediaset España,Movistar+,Marrowbone",8.804,114,64.0,60.0,50.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Strangers: Chapter 1,2024,Horror,"$35,202,562",8.5,6.0162,"Fifth Element Productions,Sherbone Media,Lipsync Productions,Stream Media,Lionsgate",48.166448,91,46.0,21.0,43.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kill,2023,"Action, Crime, Drama","$1,171,487",4.8,7.3607,"Sikhya Entertainment,Dharma Productions",5.6,105,75.0,89.0,74.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Midnight in the Switchgrass,2021,"Crime, Mystery, Thriller",,15.0,4.6452,"Pimienta,BondIt Media Capital,EFO Films,Lionsgate,River Bay Films,Verdi Productions",0.229811,99,46.0,8.0,24.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Sniper. The White Raven,2022,"Drama, War",$881,1.0,11.5504,UM Group,0.000881,120,64.0,72.0,54.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
The 355,2022,"Action, Thriller","$14,570,455",75.0,8.526,"Freckle Films,Genre Films,FilmNation Entertainment,Universal Pictures,DEMEI Holdings Limited,CNC,Firstep,Episode Films Co.,Zak Productions",55.7,122,56.0,24.0,40.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Promised Land,2023,"Action, Biography, Drama","$257,749",8.5,12.2658,"Zentropa International Berlin,Zentropa International Sweden,Zentropa Entertainments,Film i Väst",2.119043,127,77.0,97.0,77.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Eileen,2023,"Drama, Mystery, Romance","$1,435,007",16.0,6.1761,"Likely Story,Film4 Productions,Omniscient Films,Fifth Season",1.560142,98,59.0,82.0,72.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
Weekend in Taipei,2024,"Action, Thriller","$608,034",30.0,9.67,"EuropaCorp,Kinology,Rabbits Black",2.826064,101,57.0,52.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kandahar,2023,"Action, Drama, Thriller","$4,813,132",30.0,7.435,"Thunder Road,G-BASE,MBC Studios,Capstone Pictures",9.4,119,61.0,45.0,52.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Origin,2023,"Drama, History","$4,689,830",38.0,4.9146,"ARRAY Filmworks,J4A",4.474931,141,72.0,81.0,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Jeanne du Barry,2023,"Biography, Drama, History",,22.4,3.7645,"Why Not Productions,La Petite Reine,France 2 Cinéma,Les Films de Batna,France 3 Cinéma,Les Films du Fleuve,Impala Productions,IN.2 FILM,World Vision Films,Red Sea Film Festival Foundation,Okko",13.0,117,67.0,48.0,48.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Ordinary Angels,2024,"Biography, Drama","$19,174,421",13.0,8.1708,"Kingdom Story Company,Vertigo Entertainment,Stampede Ventures",20.571534,118,74.0,84.0,57.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Master and Margarita,2023,"Drama, Fantasy, Romance",,15.0,5.5206,"Mars Media Entertainment,AMedia,Profit",28.013812,157,72.0,,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
The Three Musketeers - Part I: D'Artagnan,2023,"Action, Adventure, History",,27.5,6.7013,"Pathé,Chapter 2,M6 Films,Constantin Film,ZDF,uMedia,DeAPlaneta",31.843086,121,67.0,,79.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lisa Frankenstein,2024,"Comedy, Horror, Romance","$9,774,285",13.4,6.5197,"Focus Features,MXN Entertainment,Lollipop Woods",9.927714,102,61.0,52.0,47.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Love Me,2024,"Drama, Romance, Sci-Fi","$350,841",2.5,4.3919,"AgX,2AM,Shivhans Pictures",0.215586,92,51.0,47.0,52.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
Dear Evan Hansen,2021,"Drama, Musical","$15,002,646",27.5,5.7496,"Universal Pictures,Marc Platt Productions,Perfect World Pictures,dentsu",19.133454,137,61.0,28.0,39.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Animal,2023,"Action, Crime, Drama","$15,004,482",13.0,10.434,"T-Series,Bhadrakali Pictures,ST Film",108.3,201,61.0,30.0,33.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Goodrich,2024,"Comedy, Drama","$1,333,431",5.0,5.3731,"C2 Motion Picture Group,Stay Gold Features,RainMaker Films",1.320429,111,63.0,81.0,62.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Young Woman and the Sea,2024,"Biography, Drama, Romance","$500,000",40.0,5.7708,"Walt Disney Pictures,Jerry Bruckheimer Films",0.581725,129,75.0,88.0,62.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Winnie-the-Pooh: Blood and Honey 2,2024,"Horror, Thriller","$533,144",0.5,11.268,"Jagged Edge Productions,ITN Distribution",7.582541,93,47.0,,27.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Marco,2024,"Action, Crime, Drama",,3.467,3.7841,Cubes Entertainments,11.559,145,68.0,,,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
In the Heights,2021,"Drama, Musical, Romance","$29,975,167",55.0,6.6544,"Likely Story,Scott Sanders Productions,5000 Broadway Productions,Barrio Grrrl!,Endeavor Content",43.0,143,73.0,,84.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Hounds of War,2024,"Action, Drama",,13.0,6.1804,Juggernaut Productions,0.12654,94,45.0,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabrini,2024,"Biography, Drama","$19,512,134",50.0,6.0522,"Santa Fe Films,Lupin Film,Lodigiano Film Development",20.592796,142,73.0,90.0,51.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Beautiful Disaster,2023,"Comedy, Drama, Romance",,25.0,7.409,Voltage Pictures,6.850036,96,53.0,,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Bonhoeffer: Pastor. Spy. Assassin.,2024,"Biography, Drama, History","$12,215,102",25.0,1.7906,"Crow's Nest Productions,Fontana",12.165702,132,63.0,67.0,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Exorcist: Believer,2023,Horror,"$65,537,395",30.0,7.1826,"Universal Pictures,Blumhouse Productions,Morgan Creek Entertainment,Rough House Pictures",136.284218,111,48.0,22.0,39.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hitman's Wife's Bodyguard,2021,"Action, Comedy, Crime","$38,014,727",70.0,10.8752,"Nu Boyana Film Studios,Summit Entertainment,Lionsgate,Millennium Media,Davis Films,Campbell Grobman Films,Film i Väst,Filmgate Films",70.060492,99,61.0,25.0,32.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaos Walking,2021,"Action, Adventure, Fantasy","$13,287,908",125.0,8.698,"Quadrant Pictures,Lionsgate,Bron Studios,3 Arts Entertainment,TIK Films,Hercules Film Fund,Allison Shearmur Productions,Creative Wealth Media Finance",26.508132,109,57.0,21.0,38.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
