,id,Title,Year,BoxOffice,Production,budget,genres,original_language,popularity,production_companies,revenue,runtime,Metacritic,imdb,rotten
671,tt19719976,Joyland,2022,"$306,500",,0,"[""Comedy"", ""Romance"", ""Drama"", ""Crime""]",ur,2.8074,"[""all caps"", ""Khoosat Films""]",1200000,127,82.0,76.0,98.0
672,tt14866108,Miranda's Victim,2023,,,0,"[""History"", ""Drama"", ""Crime""]",en,4.378,"[""Navesink River Productions"", ""All in Films"", ""Bee Holder Productions""]",0,127,,66.0,
673,tt32186579,An Unfinished Film,2024,,,0,"[""Drama""]",zh,3.959,"[""Essential Filmproduktion"", ""YingFilms""]",69135,107,,69.0,76.0
674,tt14895216,Ghost Mansion,2021,,,0,"[""Thriller"", ""Horror"", ""Mystery""]",ko,3.4775,"[""MCMC"", ""Contents Panda""]",0,106,,60.0,
675,tt13406136,The Princess,2022,,,0,"[""Action"", ""Fantasy"", ""Drama""]",en,5.1418,"[""20th Century Studios"", ""Original Film""]",0,94,43.0,57.0,85.0
676,tt8399288,Memoria,2021,"$52,656",,0,"[""Sci-Fi"", ""Science Fiction"", ""Mystery"", ""Drama""]",es,3.3831,"[""Anna Sanders Films"", ""Burning Blue"", ""Illuminations Films"", ""Kick the Machine"", ""Piano"", ""The Match Factory"", ""ZDF/Arte"", ""Xstream Pictures"", ""Sovereign Films"", ""Rediance"", ""Louverture Films"", ""Labo"", ""Bord Cadre Films"", ""Beijing Contemporary Art Foundation"", ""185 Films""]",0,136,92.0,64.0,90.0
677,tt32150119,The Thinking Game,2024,,,0,"[""Sci-Fi"", ""Documentary""]",en,0.6282,"[""""]",0,84,,,
678,tt14013772,Elevator Game,2023,,,0,"[""Thriller"", ""Horror""]",en,2.4758,"[""Fearworks"", ""Buffalo Gal Pictures"", ""MFM"", ""Metrol Technology"", ""Head Gear Films""]",302271,94,47.0,42.0,33.0
679,tt21830836,House of Spoils,2024,,,0,"[""Thriller"", ""Horror""]",en,7.1522,"[""Secret Engine"", ""Divide / Conquer"", ""Blumhouse Television"", ""Amazon MGM Studios""]",0,101,45.0,50.0,40.0
680,tt19869122,My Happy Marriage,2023,,,0,"[""History"", ""Fantasy"", ""Romance"", ""Drama""]",ja,0.9781,"[""TOHO"", ""KADOKAWA"", ""TBS Sparkle"", ""TBS"", ""J Storm"", ""Tanabe Music Publishing"", ""MBS"", ""CBC"", ""RKB Mainichi Broadcasting Corporation"", ""Hokkaido Broadcasting Co."", ""Contents Three"", ""Movie Walker""]",0,115,,69.0,
681,tt21241942,Buddy Games: Spring Awakening,2023,,,0,"[""Comedy""]",en,0.7369,"[""The Long Game"", ""Dakota Kid Productions""]",0,95,,45.0,33.0
682,tt23049206,Just the Two of Us,2023,"$3,506",,6300000,"[""Thriller"", ""Romance"", ""Drama""]",fr,1.4655,"[""Rectangle Productions"", ""France 2 Cin\u00e9ma"", ""Les Films de Fran\u00e7oise"", ""Canal+"", ""Cin\u00e9+"", ""France T\u00e9l\u00e9visions"", ""R\u00e9gion Normandie"", ""Ind\u00e9films 11"", ""La Banque Postale Image 16"", ""Diaphana Films"", ""Sacem"", ""SofiTVCin\u00e9 10""]",5099005,105,,66.0,75.0
683,tt24805832,In the Summers,2024,"$75,595",,0,"[""Drama""]",en,1.608,"[""Exile"", ""Candle Media"", ""Lexicon NY"", ""1868 Studios"", ""Luz Films"", ""Bluestone Entertainment"", ""Assembly Line Entertainment"", ""Arci Films""]",10950,98,,71.0,93.0
684,tt11797376,Lost & Found,2022,,,0,"[""Thriller"", ""Mystery"", ""Drama"", ""Crime""]",es,1.0734,"[""Tandem Films""]",0,100,,54.0,
685,tt27725206,Little Bites,2024,"$9,299",,0,"[""Horror""]",pl,2.2374,"[""OneFox Productions""]",0,106,,45.0,80.0
686,tt6060964,Man of God,2021,"$920,561",,0,"[""History"", ""Drama"", ""Biography""]",en,2.2117,"[""2|35"", ""Cinnamon Production"", ""DNA LAB"", ""MP Film Production"", ""View Master Films""]",0,109,,70.0,
687,tt26684398,Spy x Family Code: White,2023,"$8,110,042",,5000000,"[""Adventure"", ""Action"", ""Comedy"", ""Animation""]",ja,6.7381,"[""WIT STUDIO"", ""CloverWorks"", ""TOHO"", ""Shueisha"", ""TV Tokyo"", ""Shogakukan-Shueisha Productions""]",59629242,110,68.0,73.0,94.0
688,tt21254598,Cobweb,2023,,,0,"[""History"", ""Comedy"", ""Drama""]",ko,3.2323,"[""Anthology Studios"", ""Luz y Sonidos"", ""Barunson"", ""Barunson E&A"", ""Barunson Studio""]",0,135,52.0,66.0,74.0
689,tt32260498,GHOST: Rite Here Rite Now,2024,"$2,647,702",,1500000,"[""Music"", ""Documentary""]",en,0.6698,"[""Trafalgar Releasing"", ""Fortress Entertainment Group"", ""Popecorn Cinematic Pictures"", ""Loma Vista Productions""]",4772954,144,,86.0,
690,tt19316094,An Egypt Affair,2023,,,2000000,"[""Adventure"", ""Romance"", ""Mystery"", ""Drama""]",en,2.6855,"[""Living Dangerously Films"", ""Egypt Films"", "" LLC""]",0,82,,56.0,
691,tt11466222,Jackass Forever,2022,"$57,743,451",,10000000,"[""Action"", ""Comedy"", ""Documentary""]",en,6.9199,"[""Paramount Pictures"", ""MTV Entertainment Studios"", ""Dickhouse Productions""]",80340218,96,74.0,68.0,86.0
692,tt9244554,Last Looks,2021,,,0,"[""Action"", ""Thriller"", ""Comedy"", ""Crime""]",en,4.9078,"[""Romulus Entertainment"", ""Waldo Film Productions"", ""Metrol Technology"", ""MadRiver International"", ""Head Gear Films""]",365644,110,49.0,58.0,68.0
693,tt29380825,Wallbanger,2024,,,0,"[""Romance"", ""Comedy""]",en,1.9023,"[""""]",0,118,,56.0,
694,tt26547864,The Conference,2023,,,0,"[""Thriller"", ""Horror"", ""Comedy"", ""Mystery""]",sv,2.3215,"[""SF Studios""]",0,100,,57.0,72.0
695,tt13978306,Brazen,2022,,,0,"[""Thriller"", ""Mystery"", ""Drama"", ""Crime""]",en,4.1068,"[""Mandalay Pictures""]",0,94,,42.0,14.0
696,tt11399896,The Last Manhunt,2022,,,0,"[""Action"", ""Western"", ""Romance"", ""Drama"", ""Crime""]",en,4.2006,"[""On the Roam""]",0,103,,44.0,20.0
697,tt6874762,Coming Home in the Dark,2021,,,0,"[""Thriller"", ""Horror"", ""Mystery"", ""Crime""]",en,2.7894,"[""Light in the Dark Productions"", ""Homecoming Productions Ltd.""]",0,93,64.0,57.0,92.0
698,tt31188121,Rifle Club,2024,,,0,"[""Action"", ""Thriller""]",ml,1.9648,"[""OPM Dream Mill Cinemas"", ""TRU Stories Entertainment""]",0,113,,71.0,
699,tt5574078,Nosferatu,2023,,,0,"[""Horror""]",en,1.543,"[""BeamScreen Productions"", ""Zemrak Pirkle Productions""]",0,92,,50.0,
700,tt15426294,Gone in the Night,2022,"$266,466",,0,"[""Thriller"", ""Mystery"", ""Drama""]",en,2.8672,"[""BoulderLight Pictures"", ""SSS Entertainments"", ""Post Film""]",123833,90,52.0,49.0,44.0
701,tt5181830,Wendell & Wild,2022,,,0,"[""Adventure"", ""Comedy"", ""Fantasy"", ""Horror"", ""Family"", ""Animation""]",en,4.995,"[""The Gotham Group"", ""Monkeypaw Productions""]",0,105,69.0,64.0,80.0
702,tt14421754,Dirty Games,2022,,,0,"[""Thriller"", ""Romance""]",en,1.3182,"[""Proportion Productions"", ""Left Films""]",0,86,,30.0,
703,tt17007120,The Beanie Bubble,2023,,,0,"[""Comedy"", ""Drama""]",en,3.5033,"[""Imagine Entertainment"", ""Apple Studios""]",0,110,50.0,63.0,46.0
704,tt9173154,Separation,2021,"$4,509,143",,0,"[""Horror"", ""Mystery"", ""Drama""]",en,5.3633,"[""RainMaker Films"", ""Yale Productions"", ""The Machine Room"", ""Post Film""]",4496216,107,,47.0,7.0
705,tt23642744,Night of the Hunted,2023,,,0,"[""Thriller"", ""Horror"", ""Mystery"", ""Drama"", ""Crime""]",en,1.6927,"[""Getaway Films"", ""Cinestesia"", ""Heavy Rainfall"", ""Logical Pictures"", ""Logical Content Ventures"", ""MoJo Global Arts""]",0,95,,52.0,64.0
706,tt9472334,Malum,2023,"$221,738",,0,"[""Thriller"", ""Horror"", ""Drama""]",en,1.2626,"[""Welcome Villain Films"", ""Skyra Entertainment""]",0,92,,51.0,81.0
707,tt11992694,Corsage,2022,"$705,767",,7580600,"[""History"", ""Drama"", ""Biography""]",de,1.6826,"[""Film AG"", ""Kazak Productions"", ""Komplizen Film"", ""Samsa Film"", ""ZDF/Arte""]",3092534,114,76.0,65.0,86.0
708,tt19319352,Mayhem!,2023,"$8,510",,4920000,"[""Action"", ""Thriller"", ""Drama"", ""Crime""]",fr,6.6309,"[""France 2 Cin\u00e9ma"", ""Same Player"", ""The Ink Connection"", ""Two suns production""]",1500000,99,55.0,63.0,81.0
709,tt11084896,Spirit Untamed,2021,"$17,716,215",,30000000,"[""Adventure"", ""Comedy"", ""Family"", ""Animation""]",en,6.8827,"[""Universal Pictures"", ""DreamWorks Animation""]",17635215,88,49.0,55.0,48.0
710,tt20911974,My Mother's Wedding,2023,,,0,"[""Comedy"", ""Drama""]",en,1.7858,"[""Indian Paintbrush"", ""Ridlington Road Productions""]",0,95,,,28.0
711,tt5525650,The Goat Life,2024,"$625,000",,9800000,"[""Adventure"", ""Drama""]",ml,3.3178,"[""Visual Romance"", ""Jet Media Productions"", ""Alta Global Media""]",19000000,172,,71.0,78.0
712,tt21059520,Girl in the Picture,2022,,,0,"[""Mystery"", ""Crime"", ""Documentary""]",en,1.6776,"[""All3Media America"", ""Top Knot Films"", ""Main Event Media""]",0,101,,73.0,96.0
713,tt32887283,The Quiet Ones,2024,,,0,"[""Action"", ""Drama""]",da,36.4741,"[""Zentropa Entertainments"", ""Film i V\u00e4st"", ""Zentropa International Sweden"", ""Kazak Productions"", ""Zentropa International France""]",0,110,,,48.0
714,tt31898445,Escape,2024,"$259,242",,0,"[""Adventure"", ""Action"", ""Thriller"", ""Drama""]",ko,20.3743,"[""The LAMP"", ""Plus M Entertainment""]",13368094,96,,64.0,71.0
715,tt10101702,My Little Pony: A New Generation,2021,,,0,"[""Adventure"", ""Fantasy"", ""Comedy"", ""Family"", ""Animation""]",en,6.1989,"[""Boulder Media"", ""Entertainment One""]",4100000,90,,68.0,92.0
716,tt14895206,Dead for a Dollar,2022,,,0,"[""Action"", ""Thriller"", ""Western"", ""Drama""]",en,5.7601,"[""Chaos"", "" a Film Company"", ""Polaris Pictures""]",81403,106,61.0,54.0,54.0
717,tt8019518,Dead Shot,2023,,,0,"[""Action"", ""Thriller""]",en,2.298,"[""Upper Street"", ""Piecrust Productions"", ""RocketScience"", ""Stylopic"", ""Highland Midgie Production"", ""Lipsync Productions"", ""Sky Cinema""]",0,92,,55.0,10.0
718,tt6549510,Kill Em All 2,2024,,,0,"[""Action"", ""Thriller"", ""Crime""]",en,8.7168,"[""Iervolino & Lady Bacardi Entertainment"", ""Rodin Entertainment""]",0,85,,41.0,
719,tt14967618,Margaux,2022,,,0,"[""Thriller"", ""Horror"", ""Science Fiction"", ""Sci-Fi""]",en,2.3983,"[""Motion Picture Corporation of America"", ""Brad Krevoy Television"", ""Lighthouse Pictures""]",0,105,,45.0,63.0
720,tt21842982,Moh,2022,,,0,"[""Romance"", ""Drama""]",pa,1.1678,"[""Shri Narotam Ji Studios"", ""Tip Films Pvt. Ltd"", ""Onion Digital Studios""]",0,149,,84.0,
721,tt12877640,A Classic Horror Story,2021,,,0,"[""Horror"", ""Mystery"", ""Drama""]",it,2.8622,"[""Colorado Film"", ""Apulia Film Commission"", ""Rainbow""]",0,95,,57.0,55.0
722,tt6628922,Gonzo Girl,2023,,,0,"[""Comedy"", ""Drama""]",en,1.3362,"[""Rh Negative Entertainment"", ""Catch & Release Films"", ""Bayard Productions"", ""Foothill Productions""]",0,107,,68.0,57.0
723,tt11700260,Official Competition,2021,"$593,790",,0,"[""Comedy"", ""Drama""]",es,1.7472,"[""The Mediapro Studio"", ""TV3"", ""Orange"", ""TVE""]",0,114,79.0,70.0,96.0
724,tt15823728,Brats,2024,,,0,"[""Documentary""]",en,3.5016,"[""Network Entertainment"", ""ABC News Studios"", ""NEON""]",0,92,68.0,65.0,85.0
725,tt15245240,The Buckingham Murders,2023,,,0,"[""Drama"", ""Thriller"", ""Mystery"", ""Crime""]",en,2.5302,"[""Mahana Films"", ""Balaji Motion Pictures""]",0,107,,59.0,79.0
726,tt32249940,Riefenstahl,2024,,,0,"[""Documentary""]",de,0.9022,"[""Vincent Productions"", ""WDR"", ""SWR"", ""RAI Cinema"", ""NDR"", ""BR"", ""DFFF"", ""Beauftragte der Bundesregierung f\u00fcr Kultur und Medien (BKM)"", ""Filmf\u00f6rderungsanstalt"", ""Medienboard Berlin-Brandenburg"", ""Film- und Medienstiftung NRW""]",0,115,78.0,72.0,100.0
727,tt9204328,Dark Harvest,2023,,,0,"[""Thriller"", ""Horror"", ""Fantasy""]",en,2.9998,"[""Matt Tolmach Productions"", ""Metro-Goldwyn-Mayer""]",0,96,51.0,55.0,67.0
728,tt28288786,Premalu,2024,,,380000,"[""Romance"", ""Comedy""]",ml,2.9222,"[""Bhavana Studios"", ""Fahadh Faasil and Friends Private Limited"", ""Working Class Hero""]",9000000,155,,78.0,
729,tt10712928,Stars Fell on Alabama,2021,,,0,"[""Comedy"", ""Romance"", ""Drama""]",en,0.9266,"[""Beaufort Film Society"", ""RareForm Pictures""]",0,103,,56.0,58.0
730,tt11217036,The Gardener,2021,,,0,"[""Action"", ""Thriller"", ""Drama""]",en,2.5618,"[""Proportion Productions""]",0,89,,37.0,
731,tt12545566,Mr. Malcolm's List,2022,"$1,885,718",,0,"[""Comedy"", ""Romance"", ""Drama""]",en,2.7226,"[""Untitled Entertainment"", ""Rebelle Media"", ""F\u00eds \u00c9ireann/Screen Ireland"", ""Ingenious Media"", ""Refinery29"", ""Keeper Pictures""]",0,117,65.0,60.0,83.0
732,tt5113010,The Beautiful Game,2024,,,0,"[""Sport"", ""Drama""]",en,1.5892,"[""Blueprint Pictures"", ""Film4 Productions""]",0,125,,63.0,88.0
733,tt27587529,Mørkeland,2024,,,0,"[""Thriller"", ""Drama""]",da,2.3143,"[""Meta Film"", ""Meta Film Stockholm""]",0,99,,62.0,
734,tt34280353,Yacht Rock: A Dockumentary,2024,,,0,"[""Music"", ""Documentary""]",en,2.2662,"[""The Ringer Films"", ""HBO Documentary Films"", ""Margot Station""]",0,95,,,
735,tt17382524,"The Tunnel to Summer, the Exit of Goodbyes",2022,"$125,067",,0,"[""Fantasy"", ""Science Fiction"", ""Animation"", ""Romance"", ""Drama""]",ja,13.2807,"[""CLAP"", ""Pony Canyon"", ""Shogakukan"", ""Sotsu"", ""STUDIO MAUSU"", ""Kansai Television""]",872000,83,,70.0,92.0
736,tt9098872,The Rescue,2021,"$1,060,556",,0,"[""Action"", ""Mystery"", ""Documentary""]",en,2.649,"[""Cavalry Media"", ""Little Monster Films"", ""National Geographic"", ""Ventureland"", ""Storyteller Productions"", ""Passion Pictures"", ""Michael De Luca Productions"", ""National Geographic Documentary Films""]",946634,107,84.0,83.0,96.0
737,tt2943178,Mad Heidi,2022,,,2600000,"[""Adventure"", ""Action"", ""Comedy"", ""Fantasy"", ""Horror""]",en,2.8155,"[""Swissploitation Films"", ""A Film Company""]",0,92,,55.0,89.0
738,tt15351980,Vacation Friends 2,2023,,,0,"[""Adventure"", ""Action"", ""Comedy""]",en,4.9579,"[""20th Century Studios"", ""Broken Road Productions""]",0,106,38.0,54.0,21.0
739,tt27676959,Lazareth,2024,,,0,"[""Thriller""]",en,3.1762,"[""TPC"", ""The Barnum Picture Company""]",0,86,,44.0,25.0
740,tt21377766,Frogman,2023,,,0,"[""Horror"", ""Fantasy""]",en,7.3629,"[""Feral Child Films"", ""Rotting Press"", ""Shock Treatment Productions""]",0,81,,49.0,80.0
741,tt15091524,Some Other Woman,2023,,,0,"[""Thriller"", ""Drama""]",en,1.7983,"[""Productivity Media"", ""Balcony 9 Productions""]",0,86,,46.0,38.0
742,tt30795948,A Little Something Extra,2024,,,6400000,"[""Comedy""]",fr,2.381,"[""Cine Nomine"", ""Auvergne-Rh\u00f4ne-Alpes Cin\u00e9ma"", ""M6 Films"", ""Same Player"", ""Echo Studio""]",84058132,89,,70.0,
743,tt26245982,Afternoons of Solitude,2024,,,0,"[""Documentary""]",es,1.1044,"[""Andergraun Films"", ""Rosa Filmes""]",0,125,,,90.0
744,tt11069220,Shrapnel,2023,,,0,"[""Action"", ""Thriller"", ""Drama""]",en,4.9711,"[""Premiere Entertainment Group""]",0,89,,49.0,0.0
745,tt26742994,Sunrise,2024,,,0,"[""Thriller"", ""Horror""]",en,1.3985,"[""23ten"", ""Source Management + Production"", ""Grindstone Entertainment Group"", ""The Solution"", ""Tetrad Studios"", ""Creativity Capital"", ""Dark Dreams Entertainment"", ""XA Films"", ""Baird Films"", ""Milestone Entertainment"", ""LB Entertainment"", ""Jeff Rice Films"", ""Wee Buns Films"", ""Northern Ireland Screen""]",0,84,,38.0,41.0
746,tt26595192,Glasskår,2024,,,0,"[""Drama""]",da,1.9857,"[""1606"", ""Asta Film"", ""DR"", ""FilmFyn"", ""PH3"", ""The Danish Film Institute""]",0,87,,,
747,tt11777738,A Hero,2021,,,0,"[""Drama""]",fa,1.8962,"[""Memento Films Production"", ""Memento Films International"", ""Asghar Farhadi Productions"", ""ARTE France Cin\u00e9ma""]",0,127,82.0,75.0,97.0
748,tt3986420,Trust,2021,,,0,"[""Thriller"", ""Romance"", ""Drama""]",en,3.4356,"[""Vertical"", ""The Exchange"", ""Big Indie Pictures"", ""Untravelled Worlds"", ""DeCubellis Films""]",0,94,,53.0,50.0
749,tt15690300,Hot Seat,2022,,,0,"[""Action"", ""Thriller""]",en,3.4223,"[""Grindstone Entertainment Group"", ""5 Star Films"", ""Verdi Productions"", ""SSS Entertainment"", ""Head Gear Films"", ""Metrol Technology""]",0,99,,43.0,11.0
750,tt22206410,Spread,2024,,,0,"[""TV Movie"", ""Comedy""]",en,2.4846,"[""The Cartel""]",0,94,,58.0,
751,tt8649252,Scrapper,2023,"$213,960",,84,"[""Comedy"", ""Drama""]",en,3.0488,"[""DMC Film"", ""BFI"", ""BBC Film"", ""Great Point Media""]",1234483,84,74.0,69.0,94.0
752,tt29461220,Pani,2024,,,0,"[""Action"", ""Crime""]",ml,1.2195,"[""Appu Pathu Pappu Production House"", ""ADS Studios""]",0,141,,68.0,
753,tt21819258,Bonus Track,2023,,,0,"[""Comedy"", ""Romance"", ""Drama"", ""Music""]",en,1.7168,"[""Erebus Pictures"", ""Lunapark Pictures"", ""Sky Group""]",0,98,,66.0,86.0
754,tt31576204,The Contract,2024,,,0,"[""Thriller""]",en,0.7876,"[""TM Entertainment"", ""Anteprima Eventi Production e Management"", ""Ipnotica Film""]",0,105,,70.0,
755,tt4501268,Maharaj,2024,,,0,"[""History"", ""Drama"", ""Biography"", ""Crime""]",hi,1.4603,"[""Aamir Khan Productions""]",0,132,,65.0,29.0
756,tt2980152,Abandoned,2022,"$96,761",,0,"[""Thriller"", ""Horror"", ""Mystery"", ""Drama""]",en,2.511,"[""Vertical""]",60500,102,38.0,38.0,17.0
757,tt20771626,Horseplay,2022,,,0,"[""Comedy"", ""Drama""]",es,1.4857,"[""Matchbox Films""]",0,102,,55.0,63.0
758,tt33034103,Am I Racist?,2024,"$12,311,598",,3000000,"[""Comedy"", ""Documentary""]",en,1.2837,"[""The Daily Wire"", ""Digital Astronaut""]",12311598,101,,68.0,56.0
759,tt28636876,Planet B,2024,,,0,"[""Thriller"", ""Sci-Fi"", ""Science Fiction""]",fr,7.7225,"[""Les Films du Bal"", ""Wrong Men"", ""Orange Studio"", ""France 3 Cin\u00e9ma"", ""Auvergne-Rh\u00f4ne-Alpes Cin\u00e9ma""]",0,118,,,
760,tt20420646,"From Hilde, with Love",2024,,,0,"[""History"", ""Drama"", ""Biography""]",de,0.6709,"[""Pandora Film""]",0,124,,,73.0
761,tt9274670,13 Minutes,2021,,,0,"[""Action"", ""Thriller"", ""Drama""]",en,4.345,"[""Elevated Films"", ""Involving Pictures""]",67413,109,40.0,47.0,24.0
762,tt3463938,Haunting of the Queen Mary,2023,,,0,"[""Thriller"", ""Horror"", ""Mystery"", ""Drama""]",en,4.1578,"[""White Horse Pictures"", ""Imagination Design Works"", ""Creativity Capital"", ""Fulwell 73 Productions"", ""BCP Asset Management""]",0,124,,41.0,60.0
763,tt28143091,That They May Face the Rising Sun,2023,,,0,"[""Drama""]",en,0.9373,"[""Break Out Pictures"", ""South Wind Blows"", ""Cyprus Avenue Films"", ""Harvest Films""]",0,111,,76.0,100.0
764,tt28419896,Street Trash,2024,,,0,"[""Horror"", ""Comedy"", ""Sci-Fi""]",en,1.6624,"[""Protagonist"", ""Stage 5 Films"", ""Not the Funeral Home"", ""Screambox"", ""The Coven""]",0,85,50.0,44.0,
765,tt5012504,Injustice,2021,,,0,"[""Adventure"", ""Action"", ""Fantasy"", ""Science Fiction"", ""Animation""]",en,5.2133,"[""Warner Bros. Animation"", ""DC Entertainment""]",0,78,,64.0,
767,tt14060232,Infinite Storm,2022,"$1,600,543",,4749917,"[""Adventure"", ""Thriller"", ""Mystery"", ""Drama""]",en,5.0378,"[""Maven Screen Media"", ""JamTart Productions"", ""Stage 6 Films"", ""Off Media"", ""dFlights"", ""Studio Orka""]",1707067,97,56.0,53.0,56.0
768,tt14813966,Tyler Perry's A Madea Homecoming,2022,,,20000000,"[""Comedy"", ""Romance"", ""Drama""]",en,3.5985,"[""Tyler Perry Studios""]",0,105,42.0,57.0,36.0
769,tt22525442,I Wish You All the Best,2024,,,0,"[""Romance"", ""Drama""]",en,1.7635,"[""ACE Entertainment"", ""TeaShop Films""]",0,92,,71.0,100.0
770,tt13566172,The Dive,2023,"$5,914",,0,"[""Adventure"", ""Thriller"", ""Drama""]",en,1.7793,"[""Augenschein Filmproduktion"", ""Falkun Films"", ""Logical Pictures"", ""MFG-Film"", ""Protagonist Pictures"", ""ZDF"", ""Logical Content Ventures""]",5914,91,57.0,55.0,67.0
771,tt11881160,Gaia,2021,"$17,530",,0,"[""Horror"", ""Fantasy"", ""Drama""]",en,2.8559,"[""Film Initiative Africa""]",47863,97,64.0,56.0,83.0
772,tt13266998,Bull,2021,,,0,"[""Thriller"", ""Horror"", ""Crime""]",en,3.1745,"[""Signature Films"", ""Ingenious Media"", ""Tea Shop & Film Company"", ""Signature Entertainment"", ""Giant Productions"", ""Particular Crowd""]",0,87,72.0,65.0,93.0
773,tt18073328,Blood & Gold,2023,,,0,"[""Action"", ""War"", ""Drama""]",de,2.0821,"[""Rat Pack Filmproduktion""]",0,100,,65.0,
774,tt4029412,Panama,2022,,,0,"[""Action"", ""Thriller""]",en,3.9003,"[""Yale Productions"", ""SSS Entertainment"", ""LB Entertainment"", ""SSS Film Capital"", ""Do More Productions"", ""Grandave Capital"", ""Idiot Savant Pictures""]",0,100,,35.0,
775,tt12572040,The Phantom of the Open,2021,"$748,695",,0,"[""Comedy"", ""Drama"", ""Biography""]",en,3.4407,"[""BBC Film"", ""Baby Cow Productions"", ""BFI"", ""Ingenious Media"", ""Water & Power Productions"", ""Cornerstone Films""]",0,106,65.0,70.0,86.0
776,tt21967916,The Dead Thing,2024,,,0,"[""Thriller"", ""Horror""]",en,1.3556,"[""Rubric Pictures"", ""Yellow Veil Pictures""]",0,94,,64.0,83.0
777,tt14550642,The Cellar,2022,,,0,"[""Mystery"", ""Horror""]",en,3.3334,"[""Savage Productions"", ""Hail Mary Pictures"", ""Epic Pictures Group"", ""Wrong Men"", ""BNP Paribas Fortis"", ""BCP Asset Management"", ""F\u00eds \u00c9ireann/Screen Ireland""]",0,94,49.0,53.0,31.0
778,tt14229154,The Breach,2022,,,0,"[""Mystery"", ""Horror""]",en,1.7698,"[""Raven Banner"", ""Hangar 18 Media""]",0,93,,49.0,82.0
779,tt12753120,The Burning Sea,2021,$493,,8300000,"[""Action"", ""Thriller"", ""Drama""]",no,4.0577,"[""Fantefilm"", ""Chezville"", ""Nordisk Film Norway""]",2836382,104,46.0,63.0,71.0
780,tt20672534,Zom 100: Bucket List of the Dead,2023,,,0,"[""Action"", ""Horror"", ""Comedy"", ""Fantasy""]",ja,2.2609,"[""Robot Communications"", ""Plus One Entertainment""]",0,129,,55.0,75.0
781,tt27487473,The Wages of Fear,2024,,,0,"[""Adventure"", ""Action"", ""Drama""]",fr,6.8892,"[""TF1 Studio"", ""Labyrinthe Films"", ""uMedia""]",0,107,,46.0,20.0
782,tt10559102,Supercell,2023,,,0,"[""Adventure"", ""Action"", ""Drama""]",en,2.8357,"[""Thomasville Pictures"", ""Highland Film Group"", ""Saban Films"", ""Short Porch Pictures"", ""Streamline Global"", ""Bay Point Media"", ""Volition Media Partners""]",0,100,,44.0,
783,tt10370812,The Settlers,2023,"$46,035",,0,"[""History"", ""Western"", ""Drama"", ""Crime""]",es,2.5555,"[""Cin\u00e9-Sud Promotion"", ""Snowglobe"", ""Quijote Films"", ""MK2 Films"", ""Finite Films"", ""Sophie Dulac Productions"", ""Quiddity Films"", ""Volos Films"", ""Rei Pictures"", ""Film i V\u00e4st"", ""Sutor Kolonko""]",0,101,82.0,69.0,93.0
784,tt14506528,Along for the Ride,2022,,,0,"[""Romance"", ""Drama""]",en,3.4387,"[""""]",0,106,55.0,62.0,58.0
785,tt28248897,Tyler Perry's Divorce in the Black,2024,,,0,"[""Thriller"", ""Drama""]",en,3.9307,"[""Tyler Perry Studios"", ""Amazon MGM Studios""]",0,121,,46.0,
786,tt30784256,The Second Act,2024,,,0,"[""Comedy""]",fr,2.1303,"[""ARTE France Cin\u00e9ma"", ""Chi-Fou-Mi Productions""]",0,80,57.0,65.0,74.0
787,tt14596320,Spin Me Round,2022,,,0,"[""Romance"", ""Comedy""]",en,4.2641,"[""Duplass Brothers Productions"", ""Limelight""]",0,104,58.0,52.0,47.0
788,tt13857556,Candy Land,2022,"$26,552",,0,"[""Thriller"", ""Horror""]",en,2.2521,"[""Roxwell Films""]",0,93,70.0,53.0,75.0
789,tt10521144,Nightbooks,2021,,,0,"[""Horror"", ""Fantasy"", ""Family""]",en,3.7116,"[""Ghost House Pictures"", ""MXN Entertainment"", ""CatchLight Studios""]",0,101,65.0,58.0,90.0
790,tt15345798,The Fall,2024,,,0,"[""Drama""]",en,1.1511,"[""Lunar Door"", ""Snakebyte Productions and Entertainment Group""]",0,0,,,
791,tt22306090,Rippy,2024,,,0,"[""Thriller"", ""Horror"", ""Mystery""]",en,3.9165,"[""Red Dot World"", ""Radioactive Pictures"", ""Eclectik Vision"", ""Dicentium Films"", ""AMP International"", ""Barcaricchio"", ""Dark Sky Films""]",0,83,,,
792,tt18257464,Polite Society,2023,"$1,595,585",,0,"[""Action"", ""Comedy"", ""Drama""]",en,3.1253,"[""Working Title Films"", ""Parkville Pictures""]",0,104,75.0,66.0,91.0
793,tt12736014,CTRL,2024,,,0,"[""Thriller"", ""Drama""]",hi,1.75,"[""Andolan Films"", ""Saffron Magicworks""]",0,99,,62.0,44.0
794,tt12708658,"Paris, 13th District",2021,"$73,118",,0,"[""Comedy"", ""Romance"", ""Drama""]",fr,1.5685,"[""Page 114"", ""France 2 Cin\u00e9ma""]",2480870,106,76.0,70.0,83.0
795,tt21328106,Candy Cane Lane,2023,,,0,"[""Comedy"", ""Fantasy"", ""Family""]",en,6.3136,"[""Imagine Entertainment"", ""Eddie Murphy Productions"", ""Amazon MGM Studios""]",0,117,47.0,56.0,46.0
796,tt32594036,Cita,2024,,,0,"[""Drama""]",tl,2.0214,"[""Vivamax""]",0,50,,,
