,id,Title,Year,BoxOffice,Production,budget,genres,original_language,popularity,production_companies,revenue,runtime,Metacritic,imdb,rotten
0,tt20114686,Femme,2023,"$187,053",,0,"[""Thriller"", ""Romance"", ""Drama""]",en,2.8926,"[""Agile Films""]",0,99,69.0,73.0,93.0
1,tt30467885,Goebbels and the Führer,2024,,,0,"[""History"", ""Drama"", ""Biography""]",de,2.1574,"[""Zeitsprung Pictures"", ""SWR"", ""act headquarter media""]",547033,123,,67.0,
2,tt28223926,Skincare,2024,"$456,590",,0,"[""Thriller"", ""Horror"", ""Comedy"", ""Mystery"", ""Drama""]",en,5.415,"[""Jalapeno Goat"", ""Iervolino & Lady Bacardi Entertainment"", ""WWPS.TV"", ""Evolution & Development Technology""]",451381,96,,57.0,69.0
3,tt6318608,Nightwatch: Demons Are Forever,2023,,,4300000,"[""Thriller"", ""Horror"", ""Mystery""]",da,33.0393,"[""Nordisk Film Denmark""]",0,117,50.0,58.0,69.0
4,tt6432466,Moxie,2021,,,0,"[""Comedy"", ""Drama"", ""Music""]",en,3.1624,"[""Paper Kite Productions""]",0,111,54.0,67.0,70.0
5,tt10993078,Boneyard,2024,,,0,"[""Action"", ""Thriller"", ""Drama"", ""Crime""]",en,4.7673,"[""Avail Entertainment"", ""One Dollar Studios"", ""The Film Post""]",0,96,,41.0,44.0
6,tt14849038,Vendetta,2022,,,0,"[""Action"", ""Thriller"", ""Crime""]",en,4.4879,"[""The Exchange"", ""308 Enterprises"", ""Bar None Productions""]",0,96,,37.0,
7,tt26754354,The Well,2023,,,0,"[""Horror""]",en,5.4752,"[""Iperuranio Film""]",0,91,,51.0,86.0
8,tt19864828,Memory,2023,"$381,052",,0,"[""Drama""]",en,3.9749,"[""Teorema"", ""High Frequency Entertainment"", ""MUBI"", ""Case Study Films"", ""Screen Capital""]",313000,104,,67.0,85.0
9,tt11525644,No Sudden Move,2021,,,0,"[""Thriller"", ""Mystery"", ""Drama"", ""Crime""]",en,6.1233,"[""Warner Bros. Pictures"", ""HBO Max""]",0,115,76.0,64.0,92.0
10,tt12856788,Dangerous,2022,,,0,"[""Action"", ""Thriller"", ""Drama"", ""Romance"", ""Crime""]",hi,0.8253,"[""""]",0,0,,50.0,30.0
11,tt14827150,The Last Breath,2024,"$3,214",,30000,"[""Thriller"", ""Horror""]",en,4.5953,"[""Anamorphic Films"", ""Filmgate Films"", ""Picaro Films"", ""Freebie Films""]",273650,96,,47.0,30.0
12,tt14833464,Players,2024,,,0,"[""Romance"", ""Comedy""]",en,4.5073,"[""Campfire Studios"", ""I Can & I Will Productions"", ""Marc Platt Productions""]",0,105,52.0,57.0,53.0
13,tt20315818,Ezra,2023,"$2,631,460",,5000000,"[""Comedy"", ""Drama""]",en,6.5663,"[""Closer Media"", ""Wayfarer Studios""]",3046741,100,,65.0,70.0
14,tt14128670,Kimi,2022,,,3500000,"[""Drama"", ""Thriller"", ""Mystery"", ""Crime""]",en,6.416,"[""New Line Cinema"", ""HBO Max""]",0,89,79.0,63.0,92.0
15,tt29224327,Hey Joe,2024,,,0,"[""Drama""]",it,0.9815,"[""Vision Distribution"", ""Palomar"", ""RAI Cinema""]",0,0,,,
16,tt14030816,Baghead,2023,,,0,"[""Mystery"", ""Horror""]",en,5.3637,"[""The Picture Company"", ""Studio Babelsberg"", ""StudioCanal"", ""Canal+"", ""Tonstudio Hanse Warns""]",6671780,95,,54.0,29.0
17,tt9569096,Sharp Corner,2024,,,0,"[""Thriller"", ""Comedy""]",en,1.5841,"[""Alcina Pictures"", ""Shut Up & Colour Pictures"", ""Kobalt Films"", ""Workhorse Pictures"", ""120dB Films"", ""Blue Rider Pictures"", ""Elevation Pictures"", ""Vertical""]",0,110,,74.0,94.0
18,tt11908172,The Kill Room,2023,"$139,358",,50000000,"[""Thriller"", ""Comedy"", ""Crime""]",en,6.5394,"[""Yale Productions"", ""Idiot Savant Pictures"", ""Untitled Entertainment"", ""Such Content"", ""BK Studios"", ""BondIt Media Capital"", ""Head Gear Films"", ""Metrol Technology"", ""Slated"", ""SuperNova Capital"", ""Complex Corp"", ""Great Escape""]",476375,98,58.0,55.0,59.0
19,tt31022050,Our Little Secret,2024,,,0,"[""Comedy"", ""Romance"", ""Drama""]",en,4.5786,"[""Capital Arts Entertainment"", ""Good Entertainment""]",0,101,41.0,,37.0
20,tt11687104,"Alice, Darling",2022,"$101,000",,4000000,"[""Thriller"", ""Romance"", ""Mystery"", ""Drama""]",en,4.2332,"[""Babe Nation Films"", ""Elevation Pictures"", ""Lionsgate""]",121067,90,65.0,56.0,84.0
21,tt30327762,Toxic,2024,,,0,"[""Drama""]",lt,0.6983,"[""Akis Bado""]",0,99,,67.0,
22,tt16496386,97 Minutes,2023,,,7000000,"[""Action"", ""Thriller"", ""Drama""]",en,3.2165,"[""Black Hangar Studios"", ""Black Lab"", ""Buffalo 8 Productions"", ""Lighthouse Pictures"", ""Media Finance Capital"", ""ORWO Family"", ""Orwo Studios (US)""]",0,93,,39.0,
23,tt12404266,The Last Rifleman,2023,,,0,"[""History"", ""Drama"", ""War""]",en,1.9786,"[""WestEnd Films"", ""Wee Buns Films"", ""Ripple World Pictures"", ""Ingenious Media""]",0,100,,65.0,69.0
24,tt14298328,Look Both Ways,2022,,,0,"[""Comedy"", ""Fantasy"", ""Romance"", ""Drama""]",en,3.9031,"[""Screen Arcade"", ""CatchLight Studios""]",0,110,49.0,63.0,62.0
25,tt1798632,Firestarter,2022,"$9,739,250",,12000000,"[""Horror"", ""Science Fiction"", ""Sci-Fi"", ""Drama""]",en,6.9572,"[""Blumhouse Productions"", ""Weed Road Pictures"", ""BoulderLight Pictures"", ""Universal Pictures"", ""dentsu"", ""The De Laurentiis Company"", ""Night Platform""]",15000000,94,32.0,46.0,10.0
26,tt8105234,Flamin' Hot,2023,,,0,"[""History"", ""Drama"", ""Biography""]",en,4.9741,"[""Franklin Entertainment"", ""Searchlight Pictures""]",0,99,58.0,67.0,
27,tt15782570,You Can Live Forever,2022,,,0,"[""Romance"", ""Drama""]",en,2.835,"[""Prospector Films"", ""Good Deed Entertainment""]",15055,97,68.0,68.0,90.0
28,tt11628854,Silent Night,2021,,,0,"[""Horror"", ""Comedy"", ""Science Fiction"", ""Drama""]",en,4.4248,"[""Marv"", ""Maven Screen Media"", ""Endeavor Content"", ""Cloudy""]",438825,92,52.0,58.0,66.0
29,tt23472210,Bookworm,2024,"$9,446",,0,"[""Adventure"", ""Comedy"", ""Family"", ""Drama""]",en,2.324,"[""Firefly Films"", ""Nowhere""]",0,103,64.0,61.0,91.0
30,tt31064841,Piece by Piece,2024,"$9,756,635",,16000000,"[""Biography"", ""Comedy"", ""Family"", ""Animation"", ""Music""]",en,2.651,"[""Focus Features"", ""i am OTHER"", ""LEGO"", ""Tremolo Productions"", ""Pure Imagination Studios""]",10591426,93,63.0,69.0,83.0
31,tt31592660,Sumala,2024,,,0,"[""Thriller"", ""Horror""]",id,9.192,"[""Hitmaker Studios"", ""Legacy Pictures"", ""Masih Belajar Pictures"", ""Role Entertainment""]",0,113,,66.0,
32,tt14301252,Zombies 3,2022,,,36000000,"[""Fantasy"", ""Comedy"", ""Musical"", ""Family"", ""TV Movie"", ""Drama""]",en,5.4479,"[""Bloor Street Productions"", ""Resonate Entertainment"", ""Disney Branded Television""]",0,88,,54.0,75.0
33,tt5563324,Intrusion,2021,,,0,"[""Action"", ""Thriller"", ""Mystery"", ""Drama""]",en,2.4403,"[""Creator Media Entertainment"", ""Sea Smoke Entertainment"", ""EMJAG Productions""]",0,93,39.0,53.0,19.0
34,tt23638614,Unsung Hero,2024,"$20,335,239",,6000000,"[""Family"", ""Drama"", ""Music""]",en,2.3948,"[""for KING & COUNTRY"", ""WTA Media"", ""Curb Records"", ""Radiate Films"", ""Kingdom Story Company"", ""Candy Rock Entertainment"", ""A Walsh Works Production""]",21220422,113,46.0,70.0,
35,tt9664108,Voyagers,2021,"$3,149,935",,20000000,"[""Adventure"", ""Thriller"", ""Sci-Fi"", ""Science Fiction"", ""Mystery""]",en,4.8626,"[""Nota Bene"", ""Thunder Road""]",4298184,108,44.0,55.0,24.0
36,tt26861992,Mea Culpa,2024,,,0,"[""Thriller"", ""Drama"", ""Crime""]",en,3.8308,"[""Tyler Perry Studios""]",0,120,33.0,42.0,18.0
37,tt8258502,Foe,2023,,,0,"[""Sci-Fi"", ""Science Fiction"", ""Romance"", ""Drama""]",en,6.5439,"[""I Am That"", ""See-Saw Films"", ""Anonymous Content""]",0,111,44.0,54.0,24.0
38,tt10342730,Spiral,2021,"$23,216,862",,20000000,"[""Thriller"", ""Horror"", ""Mystery""]",en,9.7193,"[""Twisted Pictures"", ""Lionsgate"", ""Serendipity Productions"", ""Dahlstar""]",40618920,93,40.0,52.0,38.0
39,tt5519506,Modi: Three Days on the Wing of Madness,2024,,,10000000,"[""History"", ""Comedy"", ""Drama""]",en,1.9215,"[""IN.2 FILM"", ""Barry Navidi Productions"", ""Infinitum Nihil"", ""Proton Cinema"", ""Creativity Media"", ""Red Sea Fund"", ""Iervolino & Lady Bacardi Entertainment""]",0,110,,,
40,tt30343025,Foursome,2023,,,0,"[""Romance"", ""Drama""]",tl,5.1341,"[""Vivamax""]",0,108,,,
41,tt24132110,Desert Fiends,2024,,,250000,"[""Thriller"", ""Horror"", ""Comedy"", ""Mystery""]",en,2.3226,"[""Gravitas Ventures""]",0,106,,84.0,
42,tt32141536,McVeigh,2024,,,0,"[""Thriller"", ""Drama""]",en,2.9734,"[""Symbolic Exchange"", ""RogueWave"", ""CinemaWerks"", ""Bee-Hive Productions"", ""Obscura""]",0,90,,58.0,67.0
43,tt18973958,New Life,2023,,,0,"[""Thriller"", ""Horror"", ""Science Fiction"", ""Mystery""]",en,1.9768,"[""Great Lakes Vacuum Supplies Unlimited"", ""American Storyworks""]",0,84,68.0,56.0,94.0
44,tt13056008,No One Gets Out Alive,2021,,,0,"[""Thriller"", ""Horror"", ""Mystery"", ""Drama""]",en,6.3623,"[""The Imaginarium""]",0,85,43.0,54.0,68.0
45,tt11724920,Dead Sea,2024,,,0,"[""Thriller"", ""Horror"", ""Crime""]",en,3.852,"[""Del Rey Films"", ""Laguna Six""]",0,88,,53.0,
46,tt31122323,Megamind vs. The Doom Syndicate,2024,,,0,"[""Adventure"", ""Action"", ""Comedy"", ""Science Fiction"", ""Animation""]",en,7.1111,"[""DreamWorks Animation Television""]",0,83,,25.0,9.0
47,tt32499895,Millers in Marriage,2024,,,0,"[""Drama""]",en,3.5612,"[""Marlboro Road Gang Productions""]",0,117,,61.0,56.0
48,tt15507512,The Piano Lesson,2024,,,0,"[""Horror"", ""Drama"", ""Music""]",en,5.1404,"[""Mundy Lane Entertainment"", ""Escape Artists""]",0,127,69.0,62.0,88.0
49,tt14502344,They/Them,2022,,,0,"[""Horror"", ""Mystery"", ""Drama""]",en,3.3907,"[""Blumhouse Productions""]",0,104,46.0,40.0,33.0
50,tt5562070,Wish Dragon,2021,,,0,"[""Adventure"", ""Comedy"", ""Fantasy"", ""Family"", ""Animation""]",en,10.4201,"[""Sony Pictures Animation"", ""Tencent Pictures"", ""Base Media"", ""Alkay Animation Prague""]",25860000,99,59.0,72.0,71.0
51,tt33452942,The Killgrin,2024,,,0,"[""Horror""]",en,1.0625,"[""Dark Sky Films"", ""Landed Entertainments"", ""Zeus Pictures""]",0,84,,,
52,tt9663168,The Devil Conspiracy,2022,"$765,218",,0,"[""Thriller"", ""Horror"", ""Science Fiction"", ""Fantasy"", ""Sci-Fi""]",en,3.5157,"[""Czech Anglo Pictures"", ""Third Day Production"", ""MBM3 Films""]",0,111,37.0,46.0,27.0
53,tt13087796,I'm Your Man,2021,"$275,155",,0,"[""Comedy"", ""Science Fiction"", ""Romance"", ""Drama""]",de,4.076,"[""Letterbox Filmproduktion"", ""SWR""]",1090661,108,78.0,71.0,
54,tt10223460,Marry Me,2022,"$22,438,180",,23000000,"[""Comedy"", ""Romance"", ""Music""]",en,7.9479,"[""Nuyorican Productions"", ""Perfect World Pictures"", ""Kung Fu Monkey Productions""]",44000000,112,51.0,61.0,61.0
55,tt13575806,Back to the Outback,2021,,,0,"[""Adventure"", ""Comedy"", ""Family"", ""Animation""]",en,5.213,"[""Netflix""]",0,92,58.0,65.0,81.0
56,tt10763820,Night Teeth,2021,,,21700000,"[""Action"", ""Thriller"", ""Horror"", ""Drama"", ""Crime""]",en,5.8439,"[""42"", ""Unique Features""]",0,107,42.0,57.0,38.0
57,tt22796890,Hell House LLC Origins: The Carmichael Manor,2023,,,0,"[""Mystery"", ""Horror""]",en,2.4319,"[""Cognetti Films"", ""Marlyous' Boys""]",0,98,,62.0,88.0
58,tt20916568,The Wrath of Becky,2023,"$168,109",,0,"[""Action"", ""Thriller"", ""Horror""]",en,5.9822,"[""Post Film"", ""BoulderLight Pictures"", ""Media Finance Capital"", ""RainMaker Films"", ""Yale Productions""]",0,83,51.0,61.0,89.0
59,tt10462154,The Most Precious of Cargoes,2024,,,0,"[""History"", ""Animation"", ""Drama""]",fr,4.0639,"[""Agat Films & Cie / Ex Nihilo"", ""Les Films du Fleuve"", ""StudioCanal"", ""Prima Lin\u00e9a Productions"", ""Les Compagnons du Cin\u00e9ma"", ""VOO"", ""RTBF"", ""France 3 Cin\u00e9ma"", ""BeTV""]",4286828,80,57.0,71.0,67.0
60,tt11832046,PAW Patrol: The Movie,2021,"$40,127,371",,26000000,"[""Adventure"", ""Action"", ""Comedy"", ""Family"", ""Animation""]",en,13.6185,"[""Spin Master"", ""Nickelodeon Movies"", ""Paramount Pictures"", ""Mikros Image"", ""Mikros Animation""]",144327371,86,50.0,61.0,82.0
61,tt6338498,Vivo,2021,,,0,"[""Adventure"", ""Comedy"", ""Family"", ""Animation""]",en,7.6288,"[""Sony Pictures Animation"", ""Columbia Pictures"", ""Laurence Mark Productions"", ""One Cool Pictures"", ""Sony Pictures""]",0,103,66.0,67.0,86.0
62,tt6246322,Don't Breathe 2,2021,"$32,712,950",,15000000,"[""Action"", ""Thriller"", ""Horror"", ""Crime""]",en,4.206,"[""Ghost House Pictures"", ""Stage 6 Films"", ""Good Universe"", ""Bad Hombre"", ""Screen Gems""]",53785551,98,46.0,60.0,
63,tt32119268,Baby,2024,,,0,"[""Romance"", ""Drama""]",pt,2.3041,"[""Cup Filmes"", ""Plateau Produ\u00e7\u00f5es"", ""Still Moving"", ""Kaap Holland Film"", ""Circe Films"", ""Desbun Filmes"", ""Canal Brasil"", ""Telecine""]",0,107,,,
64,tt32880932,V/H/S/Beyond,2024,,,0,"[""Thriller"", ""Horror"", ""Science Fiction"", ""Sci-Fi""]",en,6.7095,"[""Bloody Disgusting"", ""Shudder"", ""Cinepocalypse"", ""Studio71"", ""Spooky Pictures"", ""Image Nation Abu Dhabi""]",0,114,65.0,59.0,90.0
65,tt14147224,Mindcage,2022,,,0,"[""Drama"", ""Thriller"", ""Mystery"", ""Crime""]",en,3.0628,"[""Boomtown Media Partners"", ""Daniel Grodnik Productions"", ""Buffalo 8"", ""BondIt"", ""Lionsgate""]",0,97,,46.0,18.0
66,tt11433906,Winner,2024,,,0,"[""Comedy"", ""Drama"", ""Biography""]",en,6.1439,"[""Shivhans Pictures"", ""1Community"", ""Big Beach"", ""Scythia Films"", ""Thundersnow Pictures""]",0,103,,64.0,54.0
67,tt26758372,Meiyazhagan,2024,,,0,"[""Family"", ""Drama""]",ta,2.4169,"[""2D Entertainment""]",0,177,,84.0,
68,tt23157384,Sew Torn,2024,,,0,"[""Thriller"", ""Comedy"", ""Crime""]",en,1.3188,"[""Orisono Productions"", ""Barry Navidi Productions"", ""Macdonald Entertainment Partners""]",0,96,,73.0,95.0
69,tt15189534,The Wrath of God,2022,,,0,"[""Thriller"", ""Drama""]",es,2.4766,"[""Buffalo Films""]",0,97,,58.0,29.0
70,tt19811010,The Remarkable Life of Ibelin,2024,,,0,"[""Animation"", ""Biography"", ""Documentary""]",no,4.0725,"[""Medieoperat\u00f8rene"", ""VGTV""]",0,103,78.0,83.0,97.0
71,tt8521876,Yes Day,2021,,,0,"[""Family"", ""Comedy""]",en,6.4105,"[""Entertainment 360"", ""Grey Matter Productions""]",0,86,46.0,57.0,52.0
72,tt23630030,Harbin,2024,,,0,"[""Action"", ""Thriller"", ""History"", ""War"", ""Crime""]",ko,6.153,"[""Hive Media Corp"", ""Gemstone Pictures""]",31399844,108,,,88.0
73,tt33381920,You Are the Apple of My Eye,2024,,,0,"[""Comedy"", ""Romance"", ""Drama""]",ko,4.7411,"[""Studio Take"", ""Jayuro Pictures""]",302086,102,,76.0,
74,tt8002382,The Marsh King's Daughter,2023,"$1,792,905",,0,"[""Drama"", ""Thriller"", ""Mystery"", ""Crime""]",en,2.7799,"[""Black Bear Pictures"", ""Anonymous Content"", ""STXfilms""]",0,109,47.0,59.0,40.0
75,tt21154574,Year 10,2024,,,0,"[""Sci-Fi"", ""Horror"", ""Science Fiction""]",en,5.4454,"[""BK Studios""]",0,96,,55.0,
76,tt12788488,Deadstream,2022,,,0,"[""Horror"", ""Comedy""]",en,3.3564,"[""Winterspectre Entertainment"", ""Jared R Cook Productions"", ""Stonehaven Entertainment"", ""Freeway CAM B.V.""]",1031519,88,67.0,64.0,92.0
77,tt30321133,Will & Harper,2024,,,0,"[""Comedy"", ""Documentary""]",en,5.7723,"[""Delirio Films"", ""Wayfarer Studios"", ""Gloria Sanchez Productions""]",0,114,74.0,74.0,99.0
78,tt3797512,Barb and Star Go to Vista Del Mar,2021,,,0,"[""Comedy"", ""Fantasy""]",en,6.4622,"[""Gloria Sanchez Productions"", ""Lionsgate""]",0,107,64.0,63.0,81.0
79,tt13539646,The Wandering Earth II,2023,"$5,023,132",,73800000,"[""Adventure"", ""Action"", ""Science Fiction"", ""Drama""]",zh,12.849,"[""China Film Group Corporation"", ""Guo Fan Culture and Media""]",615023132,173,56.0,67.0,83.0
80,tt30414712,The Visitor,2024,,,0,"[""Comedy""]",en,0.9085,"[""a/political""]",0,101,,,100.0
81,tt21245882,Through My Window: Across the Sea,2023,,,0,"[""Comedy"", ""Romance"", ""Drama""]",es,8.9501,"[""Nostromo Pictures""]",0,110,,51.0,
82,tt2965408,Lost on a Mountain in Maine,2024,"$919,785",,0,"[""Adventure"", ""Family"", ""Drama""]",en,4.4513,"[""Balboa Productions"", ""Great Mountain""]",0,115,,67.0,53.0
83,tt21057800,Parachute,2023,,,96,"[""Comedy"", ""Romance"", ""Drama""]",en,3.2599,"[""Yale Productions"", ""The Space Program"", ""Post Film"", ""Great Escape"", ""BondIt Media Capital"", ""Carte Blanche""]",0,109,,62.0,83.0
84,tt14158346,Sharp Stick,2022,,,0,"[""Romance"", ""Comedy"", ""Drama""]",en,3.4238,"[""FilmNation Entertainment"", ""Good Thing Going""]",68598,96,53.0,49.0,50.0
85,tt13978520,Spy Kids: Armageddon,2023,,,0,"[""Adventure"", ""Action"", ""Comedy"", ""Science Fiction"", ""Family""]",en,5.2438,"[""Skydance Media"", ""Spyglass Media Group"", ""Double R Productions""]",0,94,55.0,43.0,56.0
86,tt13880104,Happening,2021,"$181,023",,0,"[""Drama""]",fr,3.0983,"[""France 3 Cin\u00e9ma"", ""Rectangle Productions"", ""Srab Films"", ""Wild Bunch""]",171765,100,86.0,74.0,99.0
87,tt21957774,Irish Wish,2024,,,0,"[""Comedy"", ""Fantasy"", ""Romance""]",en,2.3489,"[""Motion Picture Corporation of America"", ""Brad Krevoy Productions"", ""Netflix""]",0,94,46.0,52.0,42.0
88,tt8593824,The Old Way,2023,,,0,"[""Action"", ""Western"", ""Drama""]",en,2.6785,"[""Intercut Capital"", ""Saturn Films"", ""Tri-Fold Pictures"", ""EchoWolf Productions"", ""Capstone Studios""]",0,95,43.0,55.0,32.0
89,tt13229894,God's Crooked Lines,2022,,,0,"[""Thriller"", ""Mystery"", ""Drama""]",es,4.6796,"[""Nostromo Pictures"", ""Atresmedia"", ""Warner Bros. Entertainment Espa\u00f1a"", ""TV3"", ""Filmayer"", ""Orange""]",0,155,,71.0,
90,tt4028464,The Innocents,2021,"$30,053",,3400000,"[""Horror"", ""Fantasy"", ""Drama""]",no,2.733,"[""Mer Film"", ""Zentropa International Sweden"", ""Bufo"", ""Snow Globe Productions"", ""Don't Look Now"", ""Film i V\u00e4st"", ""Logical Pictures"", ""Zefyr Media Fund"", ""DR"", ""Norsk Filminstitutt"", ""Det Danske Filminstitut"", ""Finnish Film Foundation"", ""Svenska Filminstitutet"", ""Nordisk Film & TV Fond"", ""Eurimages"", ""Protagonist Pictures"", ""YLE""]",322000,117,79.0,70.0,95.0
91,tt6733874,America: The Motion Picture,2021,,,0,"[""Adventure"", ""Action"", ""Comedy"", ""Animation""]",en,3.7747,"[""Floyd County Productions"", ""Lord Miller"", ""Free Association""]",0,97,38.0,56.0,34.0
92,tt26612950,The Teachers' Lounge,2023,"$628,218",,0,"[""Drama""]",de,2.5977,"[""if... Productions"", ""ZDF"", ""ARTE""]",0,98,82.0,74.0,96.0
93,tt29713093,We Bury the Dead,2024,,,0,"[""Thriller"", ""Horror""]",en,1.2225,"[""Campfire Studios"", ""Gramercy Park Entertainment"", ""Lotterywest"", ""ScreenWest"", ""Screen Australia"", ""The Penguin Empire""]",0,92,,,88.0
94,tt15507128,The Trouble with Jessica,2023,,,0,"[""Comedy"", ""Drama""]",en,1.8207,"[""""]",0,89,,59.0,75.0
95,tt28066777,Orion and the Dark,2024,,,0,"[""Adventure"", ""Comedy"", ""Fantasy"", ""Animation"", ""Family"", ""Mystery""]",en,6.2754,"[""DreamWorks Animation""]",0,90,72.0,63.0,92.0
96,tt2256055,Witchboard,2024,,,20000000,"[""Thriller"", ""Horror"", ""Fantasy"", ""Mystery""]",en,1.1142,"[""A-Nation Media"", ""Gala Film""]",0,112,,81.0,100.0
97,tt6722802,Marlowe,2022,"$4,350,243",,20000000,"[""Thriller"", ""Mystery"", ""Crime""]",en,4.893,"[""Parallel Films"", ""H2L Media Group"", ""Nickel City Pictures"", ""StoryBoard Media"", ""Davis Films"", ""Aperture Media Partners"", ""Elipsis Capital"", ""Jeff Rice Films"", ""The Foley Lab"", ""F\u00eds \u00c9ireann/Screen Ireland"", ""Parallel Film Productions""]",6262663,109,41.0,54.0,26.0
98,tt6968614,The Mother,2023,,,0,"[""Action"", ""Thriller""]",en,5.9602,"[""Vertigo Entertainment"", ""Nuyorican Productions""]",0,115,45.0,56.0,43.0
99,tt15744108,Los Frikis,2024,"$157,777",,0,"[""Drama""]",en,7.6991,"[""Lord Miller"", ""New Slate Ventures""]",142723,105,,76.0,85.0
100,tt14376344,Cha Cha Real Smooth,2022,,,0,"[""Comedy"", ""Romance"", ""Drama""]",en,5.6277,"[""Picturestart"", ""TeaTime Pictures"", ""Endeavor Content""]",0,108,69.0,73.0,85.0
101,tt3513500,Chip 'n Dale: Rescue Rangers,2022,,,70000000,"[""Adventure"", ""Action"", ""Comedy"", ""Animation"", ""Family"", ""Mystery""]",en,9.3575,"[""Walt Disney Pictures"", ""Mandeville Films""]",623190,99,66.0,69.0,
102,tt13231544,About Dry Grasses,2023,"$118,955",,3720000,"[""Drama""]",tr,1.4726,"[""NBC Film"", ""Memento Films Production"", ""Komplizen Film"", ""Second Land"", ""Film i V\u00e4st"", ""ARTE France Cin\u00e9ma"", ""BR"", ""Playtime"", ""TRT Sinema"", ""TRT"", ""K\u00fclt\u00fcr ve Turizm Bakanl\u0131\u011f\u0131"", ""TRT 12 Punto"", ""Sinema Genel M\u00fcd\u00fcrl\u00fcg\u00fc""]",0,197,88.0,77.0,92.0
103,tt4960748,Till,2022,"$9,000,202",,33000000,"[""History"", ""Drama"", ""Biography"", ""Crime""]",en,5.7163,"[""Frederick Zollo Productions"", ""Whoop/One Ho Productions/Lil' Whoop Productions"", ""EON Productions"", ""Orion Pictures""]",11498884,131,77.0,72.0,96.0
104,tt10341034,Black Box,2021,,,10722240,"[""Thriller"", ""Mystery"", ""Drama""]",fr,3.6912,"[""24 25 Films"", ""WY Productions""]",9738741,130,,72.0,72.0
105,tt4136456,The Virtuoso,2021,,,0,"[""Action"", ""Thriller"", ""Crime""]",en,4.0124,"[""Lionsgate"", ""NAZZ Productions""]",0,110,24.0,50.0,19.0
106,tt21027780,Fallen Leaves,2023,"$954,307",,1480000,"[""Comedy"", ""Romance"", ""Drama""]",fi,4.0344,"[""Sputnik"", ""Bufo"", ""Pandora Film""]",12400000,81,86.0,73.0,97.0
107,tt7475578,Munich: The Edge of War,2021,,,0,"[""History"", ""Drama"", ""Biography""]",en,3.0901,"[""Turbine Studios"", ""FremantleMedia"", ""Euston Films"", ""Turbine Studios""]",0,130,53.0,68.0,84.0
108,tt12350938,Sunflower,2023,,,0,"[""Drama""]",en,0.7376,"[""Pancake Originals""]",0,84,,,
109,tt13657394,Turno Nocturno,2024,,,0,"[""Horror""]",es,49.4817,"[""Sony Pictures International Productions"", ""EFICINE 189""]",0,107,,53.0,
110,tt30227076,Black Box Diaries,2024,"$22,313",,0,"[""Documentary""]",en,3.4463,"[""STAR SANDS"", ""Hanashi Films"", ""Cineric Creative"", ""Spark Features""]",0,103,82.0,77.0,98.0
111,tt8178762,Detained,2024,,,0,"[""Thriller"", ""Mystery"", ""Crime""]",en,5.8153,"[""Kinogo Pictures""]",0,97,,48.0,74.0
112,tt14270702,God Is a Bullet,2023,,,0,"[""Action"", ""Thriller"", ""Horror"", ""Crime""]",en,4.8641,"[""Patriot Pictures"", ""Itaca Films"", ""Lost Winds Entertainment"", ""XYZ Films""]",0,155,31.0,57.0,24.0
113,tt12964320,Role Play,2024,,,0,"[""Action"", ""Comedy"", ""Romance""]",en,7.7848,"[""StudioCanal"", ""The Picture Company"", ""Studio Babelsberg"", ""StudioCanal""]",0,101,38.0,55.0,100.0
114,tt34466483,Striking Rescue,2024,,,0,"[""Action"", ""Thriller"", ""Crime""]",zh,24.4017,"[""Youku""]",0,106,,,
115,tt13429870,Robot Dreams,2023,"$875,215",,5300000,"[""Comedy"", ""Science Fiction"", ""Animation"", ""Drama""]",es,7.1353,"[""Arcadia Motion Pictures"", ""LokizFilms"", ""Noodles Production"", ""Les films du Worso""]",4656348,102,87.0,76.0,98.0
116,tt27573123,In Flight,2024,,,0,"[""Thriller""]",en,1.2888,"[""""]",0,0,,,
117,tt9288692,Werewolves Within,2021,"$575,783",,6500000,"[""Horror"", ""Comedy"", ""Mystery""]",en,4.5135,"[""Vanishing Angle"", ""Ubisoft Film & Television""]",937490,97,66.0,60.0,86.0
118,tt2015349,The Greatest Hits,2024,,,0,"[""Fantasy"", ""Romance"", ""Drama"", ""Music""]",en,2.0693,"[""Groundswell Productions"", ""Flying Point"", ""Searchlight Pictures""]",0,94,50.0,62.0,49.0
119,tt14824590,On the Line,2022,,,0,"[""Thriller"", ""Drama""]",en,3.9558,"[""CaliWood Pictures"", ""R-Lines Productions""]",0,104,,54.0,21.0
120,tt21276958,Babes,2024,"$3,800,038",,3700000,"[""Comedy""]",en,5.8964,"[""FilmNation Entertainment"", ""Range Media Partners"", ""Starrpix""]",3663309,104,72.0,63.0,88.0
121,tt32086046,Souleymane's Story,2024,,,0,"[""Drama""]",fr,1.9502,"[""UNIT\u00c9""]",0,92,81.0,77.0,100.0
122,tt21347764,Ex-Husbands,2023,,,0,"[""Comedy"", ""Drama""]",en,2.8504,"[""Pimienta Films"", ""Rathaus Films"", ""Bold Choices"", ""Play Book Productions"", ""Greenwich Entertainment""]",0,98,,,83.0
123,tt27459160,Teri Baaton Mein Aisa Uljha Jiya,2024,,,0,"[""Comedy"", ""Science Fiction"", ""Romance"", ""Drama""]",hi,3.7043,"[""Maddock Films"", ""Jio Studios""]",0,143,,62.0,43.0
